"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1993-03-07 3 32 7 1993 162373.175941 1409814.17042842 0 99483.2690295603 298440.870728673
1993-03-14 3 33 14 1993 313765.75037723 1095044.72245719 0 289155.65728867 339990.274123673
1993-03-21 3 34 21 1993 820806.3580487 540497.25 0 777056.3580487 495988.873593673
1993-03-28 3 35 28 1993 1318491.131341 540497.25 0 1274741.131341 735138.510075973
1993-04-04 4 36 4 1993 1226270.566675 540497.25 0 1172520.566675 1060734.62867542
1993-04-11 4 37 11 1993 930662.88423 540497.25 0 876912.88423 1126207.65622718
1993-04-18 4 38 18 1993 681218.76108696 540497.25 0 627468.76108696 980031.441364476
1993-04-25 4 39 25 1993 652940.44666 540497.25 0 599190.44666 788418.557812917
1993-05-02 5 40 2 1993 288437.528115 1790039.25 0 456437.528115 1234720.45397662
1993-05-09 5 41 9 1993 393943.446960424 1790039.25 0 561943.446960424 1395780.70239431
1993-05-16 5 42 16 1993 770795.685517 1790039.25 0 938795.685517 1457655.49118836
1993-05-23 5 43 23 1993 1090734.94066546 1943893.64195669 0 1258734.94066546 3191413.87833398
1993-05-30 5 44 30 1993 968333.078545301 3237860.12775043 791300 1136333.0785453 3916066.59921278
1993-06-06 6 45 6 1993 1051817.68205358 1012637.76816343 791300 1051817.68205358 2972484.51888504
1993-06-13 6 46 13 1993 1126603.84319074 840204.138908331 1015907.85809032 1126603.84319074 2635936.55425849
1993-06-20 6 47 20 1993 559150.1710963 626388.179537269 1441165.8467953 559150.1710963 1655163.82656972
1993-06-27 6 48 27 1993 324178.7904569 909044.448182952 1671400 324178.7904569 1734659.77809126
1993-07-04 7 49 4 1993 234936.198609 121483.25 1383400 234936.198609 1580676.15652361
1993-07-11 7 50 11 1993 284665.99650754 516535.749999999 1671400 266615.99650754 1273923.37626461
1993-07-18 7 51 18 1993 79511.4119035001 383292.846125 1671400 138241.4119035 1285001.51769423
1993-07-25 7 52 25 1993 103887.427506 1081957.62045136 1671400 162607.427506 1135580.60503103
1993-08-01 8 1 1 1993 429192.383827459 121483.25 1134400 276642.9785131 981133.459886952
1993-08-08 8 2 8 1993 303952.808812841 658483.25 1134400 120102.2141272 716127.696003224
1993-08-15 8 3 15 1993 101640.6861448 1039598.59650829 1134400 101640.6861448 615672.999953624
1993-08-22 8 4 22 1993 166257.274002 1480332.09066509 1134400 166257.274002 1172137.01569662
1993-08-29 8 5 29 1993 111291.8020798 1208353.77144975 1134400 74618.1871649999 1234807.24051829
1993-09-05 9 6 5 1993 102438.542945 908837.732653024 971400 89634.9838438005 927155.345205785
1993-09-12 9 7 12 1993 110311.6303 274805.177831784 983778.335332844 96135.1622479995 552046.803339537
1993-09-19 9 8 19 1993 114858.4327569 364231.78097919 657328.247052982 130391.3397933 522504.053378055
1993-09-26 9 9 26 1993 124339.8663318 1285066.57388337 135091.876368009 172460.6013634 776914.726707212
1993-10-03 10 10 3 1993 147016.6277246 1448027.85617121 79001.0727782389 147016.6277246 339253.542695189
1993-10-10 10 11 10 1993 170685.3904287 1585887.80100081 76237.7138379198 170685.3904287 183670.296038504
1993-10-17 10 12 17 1993 274668.4681883 1673781.03170703 77401.9682974769 274668.4681883 336647.5499981
1993-10-24 10 13 24 1993 370399.409530765 1700498.39414948 81344.0176490685 298559.409530765 394219.928888357
1993-10-31 10 14 31 1993 278692.475128906 1805302.80988761 69370.5861298814 176632.475128906 274203.005072225
1993-11-07 11 15 7 1993 235645.7544 1523200.13903427 49410.4213592606 157538.7544 329978.222855164
1993-11-14 11 16 14 1993 226489.202599999 4111819.53158222 0 148381.2026 362346.429055164
1993-11-21 11 17 21 1993 222513.5467 4422766.26229301 0 144406.5467 328185.667255164
1993-11-28 11 18 28 1993 224216.773 2050818.63988473 0 146108.773 329283.836285164
1993-12-05 12 19 5 1993 182876.1767 2934867.89307042 0 182876.1767 1013752.49415796
1993-12-12 12 20 12 1993 214734.6564 2743519.55856047 0 214734.6564 366680.929950965
1993-12-19 12 21 19 1993 226921.448499999 1968902.30809835 0 226921.4485 411911.552150965
1993-12-26 12 22 26 1993 179399.3887 2020588.43913296 0 179399.3887 364276.212850965
1994-01-02 1 23 2 1994 132523.7957 2855940.58861404 0 167993.7957 339145.839673083
1994-01-09 1 24 9 1994 154847.7018 2857180.76500879 0 190317.7018 360342.216673083
1994-01-16 1 25 16 1994 151418.3076 1993828.31021859 0 186888.3076 371739.669373083
1994-01-23 1 26 23 1994 145935.2175 2071192.26136037 0 181405.2175 356083.166273083
1994-01-30 1 27 30 1994 149367.397500001 2070002.02216587 0 184837.397500001 351256.352473083
1994-02-06 2 28 6 1994 230205.3645 1909415.2159268 0 230205.3645 399360.747969865
