"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
2004-11-21 11 17 21 2004 127364.89464 678470.052284264 530809.299381218 144678.3729 477931.674555164
2004-11-28 11 18 28 2004 125131.90261 625788.432019093 589814.955307229 145864.4889 468538.234850584
2004-12-05 12 19 5 2004 118410.71127 1646849.53306251 915137.704040152 156759.697400001 1572009.28924773
2004-12-12 12 20 12 2004 104740.62617 426356.26393123 952103.861050153 170344.4932 885435.395457735
2004-12-19 12 21 19 2004 115816.3306 422201.72531415 972347.370450153 154268.4573 626978.026942749
2004-12-26 12 22 26 2004 118398.41379 567279.957689023 853972.100974187 151729.6139 509973.053535249
2005-01-02 1 23 2 2005 122073.78629 1108497.24683982 520342.055563306 148066.1422 544167.435433083
2005-01-09 1 24 9 2005 118876.62864 1348897.49794818 103913.387033149 152277.0521 440419.231042607
2005-01-16 1 25 16 2005 118864.7279 1921275.33806114 73370.2706284695 146772.9189 549450.989274611
2005-01-23 1 26 23 2005 115055.66932 2396935.06400433 41744.5404430204 153195.3993 960269.531843314
2005-01-30 1 27 30 2005 117072.06639 2154654.41013627 0 158094.5738 794678.620948812
2005-02-06 2 28 6 2005 125345.1257 2280177.36173255 0 217887.8769 907589.423508141
2005-02-13 2 29 13 2005 126729.98539 1792864.0135212 0 220293.8277 567019.396704204
2005-02-20 2 30 20 2005 126651.04325 1898140.41612049 0 217703.414 495948.154688084
2005-02-27 2 31 27 2005 120198.81066 1717671.82776963 0 223679.613399999 469569.596036521
2005-03-06 3 32 6 2005 280037.258043961 2978316.15280889 0 203191.0604978 527262.441095931
2005-03-13 3 33 13 2005 199461.50519 3125979.6097475 0 199461.50519 610227.760843593
2005-03-20 3 34 20 2005 207971.9996753 975425.549104456 0 207971.9996753 612336.858238493
2005-03-27 3 35 27 2005 271920.6445191 1004818.748717 0 271920.6445191 848145.314778493
2005-04-03 4 36 3 2005 218702.28862079 733406.884452499 0 218702.28862079 613632.246130211
2005-04-10 4 37 10 2005 193837.925598 916923.249385003 0 193837.925598 667123.048870421
2005-04-17 4 38 17 2005 190064.744765 1041833.26624181 0 190064.744765 703824.219014991
2005-04-24 4 39 24 2005 236061.3504262 1595584.56502817 0 236061.3504262 1340108.4348937
2005-05-01 5 40 1 2005 80720.78712 1790039.25 0 38822.5235432001 1089989.18123055
2005-05-08 5 41 8 2005 76849.3124674 1790039.25 0 118747.5760442 1557976.41207307
2005-05-15 5 42 15 2005 40703.8864637216 1790039.25 0 229433.974326 1966191.47492508
2005-05-22 5 43 22 2005 147236.676871378 1790039.25 0 195506.5890091 1539221.04965713
2005-05-29 5 44 29 2005 111859.279901843 2488868.0193429 365660.527255628 49851.4549999996 1380540.51112486
2005-06-05 6 45 5 2005 86430.6783081566 3182697.1298137 840587.113546949 148438.50321 1747824.4476009
2005-06-12 6 46 12 2005 99049.3994115327 2149284.735975 558281.2918 77630.9669600001 1820639.46327137
2005-06-19 6 47 19 2005 93685.3990830806 1531470.6399408 1393949.56419 25360.2243966249 2023179.5500999
2005-06-26 6 48 26 2005 87862.743435 1116789.60278498 1269688.88540697 -93305.6689738999 2093544.59463131
2005-07-03 7 49 3 2005 87413.8774812 410254.915529189 1204270.79225512 -103625.1302849 1954351.54097622
2005-07-10 7 50 10 2005 111768.5904294 1268879.25899036 1210474.27062762 -125598.0553 1051550.19229711
2005-07-17 7 51 17 2005 135515.50130089 820409.557920122 368029.618124784 -127533.2927 623707.852547186
2005-07-31 7 52 31 2005 0 556804.549428766 159044.5106088 -130608.80367 328889.579285366
2005-08-07 8 1 7 2005 0 1014544.52149701 115870.5214856 -74858.92343 502581.546120677
2005-08-14 8 2 14 2005 0 732563.029795334 113948.1199096 -43283.95759 542027.377646739
2005-08-21 8 3 21 2005 0 608177.047743974 102738.483132483 -25490.04585 343654.620256269
2005-08-28 8 4 28 2005 0 650080.255764826 71471.8442677148 -48775.37389 245177.908127932
2005-08-04 8 5 4 2005 0 663952.066124802 53112.6646083659 9321.92863659983 144766.662253858
2005-09-11 9 6 11 2005 0 1161182.0596851 63057.7050087182 30901.8920640001 138378.97446329
2005-09-18 9 7 18 2005 0 1536266.73613584 36897.0632946668 81219.7735339997 189699.75568835
2005-09-25 9 8 25 2005 0 1608383.45392225 30583.5792298065 95297.07969 137719.65409535
2005-09-02 9 9 2 2005 33134.2589291212 1564426.72511931 69307.749812834 124777.1564778 335922.376722644
2005-10-09 10 10 9 2005 124969.8529 1792766.0536106 72870.1302423272 152797.310909351 318181.551972034
2005-10-16 10 11 16 2005 132290.64762 2154837.88396661 167918.658699863 132377.3214902 314179.519092034
2005-10-23 10 12 23 2005 134370.71414 1986705.98151506 163394.956566027 121731.951785 375554.603055774
2005-10-30 10 13 30 2005 132289.85423 2120688.04691524 136106.255302317 151369.03774379 423356.791513034
2005-10-06 10 14 6 2005 133932.36685 2340453.9315737 48861.8751752013 162541.124162855 449431.124050984
2005-11-13 11 15 13 2005 137476.43358 2538337.8569022 0 151301.184 404876.454855164
2005-11-20 11 16 20 2005 136627.11119 1575387.72052363 0 146542.8361 390698.601155164
2005-11-27 11 17 27 2005 126551.67136 1054975.9309 0 152477.3826 379283.723155164
2005-11-04 11 18 4 2005 120176.19919 891644.310975004 0 142726.6371 358011.262190965
2005-12-11 12 19 11 2005 119992.33135 3107367.11780751 0 137460.5204 1111382.65763097
2005-12-18 12 20 18 2005 103318.47719 997217.503762494 0 176632.0977 338330.719940965
2005-12-25 12 21 25 2005 17247.751 1020948.228085 0 375796.4307 607316.431957735
2006-12-01 12 22 1 2006 29664.5490911966 1067525.68925096 0 422154.125 665570.594713293
2006-01-08 1 23 8 2006 330437.075 2555667.69306345 0 280437.075 1109719.81715269
2006-01-15 1 24 15 2006 326503.8511 2397362.09928815 0 276503.8511 1007886.06297798
2006-01-22 1 25 22 2006 282726.6532 2169757.93083235 0 232726.6532 772362.753625336
2006-01-29 1 26 29 2006 330595.7527 2144001.02969772 0 280595.7527 807424.422623544
2006-01-05 1 27 5 2006 332833.1084 2171305.26110192 0 282833.1084 755641.17343836
2006-02-12 2 28 12 2006 332187.8906 2296380.62794218 0 294687.8906 845563.841476267
2006-02-19 2 29 19 2006 318938.3014 1755189.78475963 0 281438.3014 648149.078219865
2006-02-26 2 30 26 2006 428856.3376 1711991.88655365 0 391356.3376 753895.626883415
2006-02-05 2 31 5 2006 476777.514642699 1612914.58870095 0 439277.514642699 796699.542570493
2006-03-12 3 32 12 2006 379904.3982176 3005432.94170007 0 354904.3982176 760757.632547493
2006-03-19 3 33 19 2006 457166.769697 660430.104147507 0 432166.769697 632899.376427493
2006-03-26 3 34 26 2006 543821.881716 736378.114932499 0 518821.881716 757315.289602493
2006-03-02 3 35 2 2006 874261.977613 961761.334789997 0 849261.977613 912445.952442635
2006-04-09 4 36 9 2006 846984.688812 1418814.2881296 0 809484.688812 1643667.4790857
2006-04-16 4 37 16 2006 855324.06179574 1781555.663056 0 817824.061795741 1672896.01836783
2006-04-23 4 38 23 2006 712458.708424899 2259912.44113074 0 674958.708424899 1784010.85855574
2006-04-30 4 39 30 2006 687332.3781253 3780035.1656359 0 649832.3781253 2801141.95436882
2006-05-07 5 40 7 2006 280630.94371568 2123808.9047 0 410630.94371568 1961642.6135807
2006-05-14 5 41 14 2006 343866.201373651 2780260.5923 0 473866.201373651 3410517.92060497
2006-05-21 5 42 21 2006 270953.1401137 4531708.31231543 1255319.17967848 400953.1401137 5285360.19282976
2006-05-28 5 43 28 2006 60788.4994177006 1405808.51696385 1906607.87587591 190788.499417701 3779240.75417448
2006-05-04 5 44 4 2006 74957.3883846996 1923638.16157537 2152400 204957.3883847 4322007.82652146
2006-06-11 6 45 11 2006 147967.544375 1751112.09666944 2152400 147967.544375 4777465.07610421
2006-06-18 6 46 18 2006 191629.9729283 1858631.00795388 2152400 191629.9729283 4681435.70107625
2006-06-25 6 47 25 2006 66741.8787747 2247062.44520039 2152400 -54336.5457000003 3988097.23479422
2006-06-02 6 48 2 2006 90360.215603 1841656.38405608 2152400 -143401.107331 2442426.45103784
2006-07-09 7 49 9 2006 111132.4609251 727387.510008773 2128174.01710025 -102351.130111 756433.612678893
2006-07-16 7 50 16 2006 111437.6601646 1376059.03297193 758563.37172212 -70984.1138520005 320439.996191766
2006-07-23 7 51 23 2006 113075.2661767 1188206.48738671 152552.1348155 -31081.8397349999 248302.799417166
2006-07-30 7 52 30 2006 83677.5207608985 833716.045808275 108057.2426247 1579.73913399964 247778.527193966
2006-08-06 8 1 6 2006 30439.6931348001 1127942.76841249 95273.7504852004 30439.6931348002 136967.45902189
2006-08-13 8 2 13 2006 9067.47166899976 1578221.45455308 96728.1673397496 9067.47166899974 143816.47729279
2006-08-20 8 3 20 2006 24889.5163290002 1853695.95419897 73063.0014129477 24889.5163290002 173216.11496829
2006-08-27 8 4 27 2006 34422.7829259996 1868619.70798021 56103.2584150722 34422.7829259996 151441.47524639
2006-08-03 8 5 3 2006 54428.9499550004 2018926.55203509 32155.4212281052 54428.9499550004 118768.73212625
2006-09-10 9 6 10 2006 57058.3506099997 1889487.63238036 16650.0777971139 57058.3506099997 142733.73914635
2006-09-17 9 7 17 2006 106296.436299 1869105.00275311 0 106296.436299 168935.19442917
2006-09-24 9 8 24 2006 118829.7521866 1934320.08104304 0 153091.9274115 194362.50513505
2006-09-01 9 9 1 2006 120828.1492807 2002616.10942722 0 148181.7216116 239444.401231834
2006-10-08 10 10 8 2006 122460.56321 2031311.42768401 0 177186.645316 249079.665647024
2006-10-15 10 11 15 2006 126617.12595 1977954.83790828 0 160307.11480039 268659.328873034
2006-10-22 10 12 22 2006 131889.19297 2017244.43797917 0 148580.734495833 269539.516022034
2006-10-29 10 13 29 2006 130646.54813 2105789.82842528 0 153001.0191 279256.528505034
2006-10-05 10 14 5 2006 122732.6955 1504490.35104909 0 168397.902248563 612362.613214584
2006-11-12 11 15 12 2006 127493.82019 1521880.01205962 0 161103.4998 718355.953100584
2006-11-19 11 16 19 2006 128029.15924 921537.657202173 0 159465.1524 566396.256160584
2006-11-26 11 17 26 2006 123755.17497 820865.756562501 0 160080.0286 497430.954550584
2006-11-03 11 18 3 2006 115992.46289 926997.655577507 0 152572.5892 406653.830766192
2006-12-10 12 19 10 2006 106207.40326 2805866.15731107 0 180462.181000001 1132710.34107923
2006-12-17 12 20 17 2006 114271.00793 842577.0904428 0 172363.6671 467399.088076192
2006-12-24 12 21 24 2006 109144.72609 930615.802379736 0 183726.975 446230.684964818
2006-12-31 12 22 31 2006 118625.12448 1233166.41782801 0 172427.1382 473756.260952194
2007-01-07 1 23 7 2007 122608.33186 2871226.78924291 0 166147.467800001 712127.296947148
2007-01-14 1 24 14 2007 132687.864446589 2364018.26256786 0 182723.3385 458451.800020423
2007-01-21 1 25 21 2007 204884.6648 2363301.80541214 0 204884.6648 543889.410187638
2007-01-28 1 26 28 2007 215813.5923 2284681.08792454 0 215813.5923 493239.666002243
2007-01-04 1 27 4 2007 178698.875 2173482.70388068 0 178698.875 510195.734449518
2007-02-11 2 28 11 2007 127923.264 2758865.86279832 0 302923.264 845320.620997699
2007-02-18 2 29 18 2007 285248.5501 2525124.46487281 0 285248.5501 721441.668081143
2007-02-25 2 30 25 2007 280559.623600001 1721029.75719901 0 280559.623600001 634181.135269316
2007-02-04 2 31 4 2007 281429.6372557 729935.041265 0 281429.6372557 632841.845218673
2007-03-11 3 32 11 2007 294729.862775 1274009.24144749 0 319729.862775 1391038.08114849
2007-03-18 3 33 18 2007 290104.17376 1214536.2880975 0 290104.17376 1532952.4888188
2007-03-25 3 34 25 2007 274322.484964449 1365672.23063958 0 274322.484964449 2158313.25210869
2007-03-01 3 35 1 2007 352149.292927713 1075859.041145 0 245254.449932161 1375556.98302242
2007-04-08 4 36 8 2007 310120.925500449 1353934.25590816 91300 230015.768496 1308235.54530763
2007-04-15 4 37 15 2007 224896.889351 1223772.73028167 91300 224896.889351 1193021.8105385
2007-04-22 4 38 22 2007 207638.946990241 1050110.27852403 91300 207638.946990241 1180836.47200869
2007-04-29 4 39 29 2007 170766.898607219 1177692.4045 91300 230703.6278238 1739067.74714771
2007-05-06 5 40 6 2007 86744.58988 732683.250000001 94801.2590659205 6434.52520849954 1669557.25906592
2007-05-13 5 41 13 2007 87063.054476034 1487567.49244663 606891.531265073 -6681.96322999922 2272947.53126507
2007-05-20 5 42 20 2007 98905.7403947 562014.765106739 797313.8155 -115718.0553493 2019302.86157363
2007-05-27 5 43 27 2007 107251.682599 390729.645232291 1226005.7970515 -80023.05858 1592780.85148932
2007-05-03 5 44 3 2007 97108.1933558 1797795.31440302 1881139.77727843 -103008.2329 2818304.87794624
2007-06-10 6 45 10 2007 0 52064.25 1970705.61310843 -98025.59536 2892539.96839056
2007-06-17 6 46 17 2007 0 676149.264488434 2044935.24784843 -133659.3853388 2943298.09960032
2007-06-24 6 47 24 2007 0 487525.000000002 2091433.96854843 -88231.81361 2821065.19205455
2007-06-01 6 48 1 2007 0 487525.000000006 2122854.33944843 -67395.4169 2917199.79128773
2007-07-08 7 49 8 2007 0 134458.639466824 2143837.68368843 -55454.61876 2278804.46873777
2007-07-15 7 50 15 2007 0 912334.714320042 2152400 -103616.02035 1771487.96043238
2007-07-22 7 51 22 2007 0 810960.560392953 1974900.97814354 -71807.37645 1222779.37213242
2007-07-29 7 52 29 2007 0 863947.599240648 1085468.48143321 -14616.00309 780735.269155277
2007-08-05 8 1 5 2007 0 1164560.8355153 351299.863930941 -39878.55429 655994.97795134
2007-08-12 8 2 12 2007 0 580672.779486589 332679.15965359 -31507.00389 654635.693709989
