"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "UpSnake" "MdlSnake"
1987-08-30 8 5 30 1987 19681395.6843435 7203879.58302434 750612.395040362 543387.7047645 4926699.74397829 3099348.6848715 7913875.89748446 2007185.02308516 -222065.601042581 2577600 4242400
1987-09-06 9 6 6 1987 19711543.6694472 7141796.32633979 786414.047188198 513825.3323755 4905158.52921209 3043147.23332016 7610384.5637602 1973125.26896868 -200214.891382581 2577600 4242400
1987-09-13 9 7 13 1987 19657905.8301702 7084856.97515723 809005.869551432 484135.937716 4888368.08588255 2977076.21306035 7312051.63279155 1937846.00524057 -132076.324416581 2577600 4242400
1987-09-20 9 8 20 1987 19552808.3566547 6990592.52000435 825633.748983952 466841.9518061 4858201.23315309 2903763.19484489 6985604.5868433 1902387.72542532 -38755.8024191807 2577600 4242400
1987-09-27 9 9 27 1987 19402760.8538705 6875070.70864884 828876.987454936 432696.5819305 4822754.62210498 2828273.50301615 6693727.89827615 1873077.29169658 55133.0782788194 2577600 4242400
1987-10-04 10 10 4 1987 19104867.1957557 6573065.03229519 821186.355202876 385831.5373848 4764647.38175703 2803670.21494615 6468396.64572238 1841847.10281678 195219.066139219 2577600 4242400
1987-10-11 10 11 11 1987 18814020.7058618 6216774.33398669 808516.382032504 328878.3581212 4689310.32087426 2781639.48931615 6236551.15175586 1809757.86194291 360287.45967022 2577600 4242400
1987-10-18 10 12 18 1987 18552596.783226 6015683.232 796770.780797863 283742.29229733 4605494.75245145 2754660.00247615 5986147.28304201 1779119.90829609 443000 2577600 4242400
1987-10-25 10 13 25 1987 18314125.2392457 5860002.57467422 779034.305203928 237524.56839733 4523032.50016602 2726020.35004615 5727179.93491378 1749460.46295592 454448.27775128 2577600 4242400
1987-10-01 10 14 1 1987 18058464.9727007 5711596.23189664 761818.757980247 199795.831682053 4435790.57609851 2697906.31754615 5526464.97703113 1720607.23053683 498949.27406664 2577600 4242400
1987-11-08 11 15 8 1987 17956178.96 5495814.27 772804.910993342 158747.034322053 4476961.92207383 2670014.43384615 5417281.73877363 1704465.67760979 518846.42224664 2577600 4242400
1987-11-15 11 16 15 1987 17956178.96 5495814.27 785571.585278561 144000 4514574.57955148 2642114.61625615 5275199.71153819 1682812.77322506 541920.298266641 2577600 4242400
1987-11-22 11 17 22 1987 17956178.96 5495814.27 797896.926738561 144000 4551950.45435148 2613195.29435615 5132913.46248069 1661648.14961106 567874.37316664 2577600 4242400
1987-11-29 11 18 29 1987 17956178.96 5495814.27 811892.351138561 144000 4587176.24612148 2586430.02242615 5045023.91741319 1643426.99759706 593787.19178664 2577600 4242400
1987-12-06 12 19 6 1987 17800000 4938259.271 826730.529261948 766683 3854645.6389924 2567309.04938615 4738531.90384167 1635487.74148892 626486.65624664 2577600 4242400
1987-12-13 12 20 13 1987 17745433.4315087 4936623.36403097 828280.377381548 777919.686121399 3831595.38340546 2538984.76891615 4232096.73986867 1611284.19383362 673362.78450664 2577600 4242400
1987-12-20 12 21 20 1987 17679701.2017972 4927201.52252185 830116.647031705 748601.981296857 3827041.05094449 2510327.26524615 3921900 1582583.94578438 701598.84326664 2577600 4242400
1987-12-27 12 22 27 1987 17584192.7602107 4896785.04677567 828910.800767796 707613.248521352 3815506.99205703 2478266.12460615 3921900 1564734.57673239 725477.215316639 2577600 4242400
1988-01-03 1 23 3 1988 17242410.0992688 4536459.78511688 816306.928870321 678727.097955352 3817951.54394909 2429469.34394148 3921900 1548884.17129636 766159.359066639 2578080 4242400
1988-01-10 1 24 10 1988 16875769.5211424 4181116.5102542 800926.061716656 648510.038061352 3817989.40523099 2383164.66239328 3921900 1544969.65181654 799969.765996639 2578560 4242400
1988-01-17 1 25 17 1988 16495847.9542811 3852907.46829992 745187.801970331 664907.686378008 3807236.00623505 2330520.6618997 3921900 1536773.25283929 822870.485046639 2579040 4242400
1988-01-24 1 26 24 1988 16116463.2140912 3574532.61088539 667200.099625733 696114 3789207.53318243 2278920.29257995 3921900 1523648.76223285 834247.830156639 2579520 4242400
1988-01-31 1 27 31 1988 15695731.0487854 3353073.34021055 580021.915322173 665960 3755037.20789982 2221566.72678186 3921900 1511053.82256615 879027.230836639 2580000 4242400
1988-02-07 2 28 7 1988 15210258.394024 3124434.04308588 474143.791367476 621063 3711881.59379534 2171902.38754626 3921900 1509972.60177028 1002824.13639664 2542500 4205550
1988-02-14 2 29 14 1988 14927610.03 3010000 367283.65121419 576165 3656140 2125458.52654352 3921900 1508822.76613964 1121391.81782664 2505000 4168700
1988-02-21 2 30 21 1988 14927610.03 3045000 262033.165444801 531268 3627670 2094016.72308788 3921900 1505722.92787212 1244964.39278664 2467500 4131850
1988-02-28 2 31 28 1988 14927610.03 3080000 153400 486370 3599210 2070298.06327788 3921900 1523537.48477212 1348512.23678664 2430000 4095000
1988-03-06 3 32 6 1988 14927655.16637 3122500 153400 402130 3570250 2049447.50314788 3921900 1545194.02583212 1183000 2400000 4072500
1988-03-13 3 33 13 1988 14923562.78134 3165000 153400 317890 3543140 2025445.20691788 3921900 1551347.75420212 1183000 2370000 4050000
1988-03-20 3 34 20 1988 14928878.0013 3207500 153400 233650 3517210 2015255.80571788 3921900 1588511.07489212 1183000 2340000 4027500
1988-03-27 3 35 27 1988 14935534.04794 3246552.908 153400 149410 3490000 2020801.28335788 3921900 1641038.36526212 1183000 2310000 4005000
1988-04-03 4 36 3 1988 14964617.20603 3330000 153400 173308 3482500 2047038.33494788 3921900 1702449.62416212 1183000 2282500 3976880
1988-04-10 4 37 10 1988 14990486.2 3406619.391 153400 197205 3476630 2113125.81947788 3921900 1835206.35036212 1183000 2255000 3948750
1988-04-17 4 38 17 1988 15117523.5183866 3495118.39581808 153400 221103 3475566.95499121 2238905.87667788 5005608.92948617 2017381.26716212 1183000 2227500 3920630
1988-04-24 4 39 24 1988 14952175.7013903 3609332.62435531 153400 245000 3491035.00568679 2302026.08794788 5558191.93377543 2119185.92166212 1183000 2200000 3892500
1988-05-01 5 40 1 1988 15086035.7376903 3889328.38505531 153400 267000 3636024.08999416 2372693.40800788 4885583.5971053 2153833.21710212 1008305.10818 2273403.85783653 3962036.090758
1988-05-08 5 41 8 1988 15483250.5962861 4633786.26550614 153400 289000 3927049.00867513 2526767.68510788 4480149.61357929 2228512.91640212 811597.32218258 2351200 4032300
1988-05-15 5 42 15 1988 15842360.9248166 5263832.99790614 153400 311000 4293042.24299693 2670926.58850788 4658307.72218307 2238000 682378.98251168 2426800 4102200
1988-05-22 5 43 22 1988 16323046.7839237 5961603.37910614 153400 333000 4690339.06072283 2838903.01680788 4578809.52981554 2316464.1628 449417.28098664 2502400 4172100
1988-05-29 5 44 29 1988 16750498.2776237 6530993.57140614 153400 355000 4975000 2966989.85120788 4454729.60129564 2373929.3136 265980.14381734 2578000 4242000
1988-06-05 6 45 5 1988 17541057.9353237 7282186.77170614 153400 386250 4975000 3105061.48080788 5528006.51153583 2416464.87491 362211.12281734 2577900 4242100
1988-06-12 6 46 12 1988 18272738.2436237 7327300 153400 417500 4975000 3166000 7036937.75863556 2430402.74517 224511.50215434 2577800 4242200
1988-06-19 6 47 19 1988 19086038.3428083 7327300 153400 448750 4975000 3166000 8316000 2426255.32294 42150.1654683393 2577700 4242300
1988-06-26 6 48 26 1988 19685500 7327300 153400 480000 4975000 3166000 8316000 2414193.84971 -124239.522031661 2577600 4194196.816933
1988-07-03 7 49 3 1988 19205433.92 7228589.4103789 271747.8397 507303 4975000 3166000 8316000 2394367.08584 -241647.763031661 2577600 4152815.68792
1988-07-10 7 50 10 1988 19255943.5017 7100000 393102.6221 534605 4975000 3166000 8316000 2370478.17248 -327215.629571661 2577600 4080662.818183
1988-07-17 7 51 17 1988 19525000 7100000 488815.08589 561908 4975000 3166000 8296820.23035577 2337471.24097 -428296.008501661 2577600 4025507.34869
1988-07-24 7 52 24 1988 20021878.9830935 7100000 578862.29755 589210 4975000 3157822.82928 8079260.40121391 2297415.96745 -523777.693031661 2577600 3982429.039715
1988-08-07 8 1 7 1988 19926334.8164629 7283588.9956518 647121.53329 589210 4975000 3139866.22897 8244028.2635566 2283090.35332 -554696.626041661 2577600 3951954.254571
1988-08-14 8 2 14 1988 19852178.060292 7280108.98835528 713123.57855 589210 4975000 3118557.56194 8316000 2265622.92045 -572958.947421661 2577600 3943156.007143
1988-08-21 8 3 21 1988 19799111.9665475 7256663.8581094 773489.178524219 582809.1375165 4962311.40104311 3085497.04967652 8316000 2244207.75536455 -595223.316411661 2577600 3956279.367722
1988-08-28 8 4 28 1988 19756445.7071116 7231960.65964073 830078.573955841 556592.91996549 4945559.16074557 3039692.21739929 8240588.77710584 2221405.06431067 -608850.065031661 2577600 3977675.741534
1988-08-04 8 5 4 1988 19706242.794666 7203468.80721409 870646.655569572 520388.52924558 4925720.91420553 2979681.7464466 8048247.38950895 2190383.22432944 -620018.677971661 2577600 3994917.279196
1988-09-11 9 6 11 1988 19637461.7354882 7130814.28174084 883998.570840934 500119.18745828 4900850.27770694 2906486.94604545 7694665.27894658 2156744.8751284 -596386.798621661 2577600 4003584.75434
1988-09-18 9 7 18 1988 19477575.2004966 7035326.60224847 886303.81539164 474139.62362858 4884825.5898057 2830507.0450903 7404873.93707103 2123090.61216208 -535856.968011661 2577600 4025342.6885881
1988-09-25 9 8 25 1988 19316645.1383035 6942255.47611884 893096.656046543 468628.2135173 4867626.63856589 2758286.07998511 7132899.39966005 2091369.47267683 -468083.513971661 2577600 4041093.4289061
1988-09-02 9 9 2 1988 19165758.8954179 6845530.50489601 895876.494391446 479027.05743037 4848976.57017896 2679517.15514659 6898635.89115547 2059556.47240788 -396979.413401661 2577600 4061022.6262931
1988-10-09 10 10 9 1988 18977773.9228719 6586707.51269447 903491.657660384 497696.72761797 4806930.73035072 2654023.36340659 6640770.14458871 2026842.29294802 -315215.088766661 2577600 4105099.5937631
1988-10-16 10 11 16 1988 18793814.7967802 6318310.04414579 905626.06353165 545771.18689671 4792339.93544401 2695019.93436659 6506813.30505783 2012354.48896611 -239159.095229771 2577600 4150800.33100952
1988-10-23 10 12 23 1988 18592301.4153038 6035653.50313841 899459.213936193 537925.70126671 4729948.3988886 2702376.39642659 6341727.39830187 1978610.49335676 -155273.016953671 2577600 4196930.55644531
1988-10-30 10 13 30 1988 18412052.8998518 5955530.33572454 890404.994656564 541774.76318671 4657162.78287613 2706997.65138659 6188634.3823329 1954622.39727867 -51557.7370774807 2577600 4242214.79312254
1988-10-06 10 14 6 1988 18216889.7079537 5895708.09021001 881359.733059956 583684.65835671 4610555.65167183 2731164.46727659 6153366.64497099 1943470.07393197 98302.869148435 2577600 4242400
1988-11-13 11 15 13 1988 17956178.96 5495814.27 895783.587289956 592040.16729671 4676572.85390183 2736668.36701659 6106107.93652615 1939162.97399197 254463.558148435 2577600 4242400
1988-11-20 11 16 20 1988 17956178.96 5495814.27 909495.375279956 608464.43807671 4736130 2738703.17522659 6056294.51688131 1948555.71120197 418615.653548435 2577600 4242400
