"date" "month" "week" "day" "year" "ARFirmEngSupReq" "TotalEnergyContent" "TotalECCEnergyContent" "FirmEnergyDeficit" "TotalCoordPreEnergy" "TotalNFEnergyContent" "NonFirmEnergyDeficit"
1980-01-06 1 23 6 1980 35362.4774451042 24879680.0709692 7844482.80401901 144297.17184891 1603164.42815109 7752423.77759271 727200
1980-01-13 1 24 13 1980 95201.1263821641 23896871.552124 6765435.88682074 412485.976752246 1338369.22324775 6483318.12569064 727200
1980-01-20 1 25 20 1980 65657.1634203277 22624557.1330465 5416719.3816799 304886.812205268 1449361.98779473 5211824.49774809 727200
1980-01-27 1 26 27 1980 40452.0511409383 21500355.7419148 4202835.30541266 204173.012585065 1553469.38741493 4074059.01670622 727200
1980-01-03 1 27 3 1980 36994.8413735463 20507783.347342 3125931.25953645 204822.230988427 1556213.76901157 2997147.40650153 727200
1980-02-10 2 28 10 1980 24207.7900267811 19464626.7766168 2468229.95596457 138416.901293417 1509297.09870658 2384927.31436447 969600
1980-02-17 2 29 17 1980 3800.47890890984 18304671.8216077 1452270.27388085 22344.9377924493 1512047.06220755 1447533.14292694 969600
1980-02-24 2 30 24 1980 0 17274383.9985139 535884.97169614 0 1424380.05969868 545883.97169614 952219.940301322
1980-02-02 2 31 2 1980 0 16708985.5065594 79798.2068769271 0 1459289.71776803 89797.2068769271 805110.282231966
1980-03-09 3 32 9 1980 0 16703900.8412343 76496.8214846587 0 1397088.47535814 86495.8214846587 1858811.52464186
1980-03-16 3 33 16 1980 0 16687679.3197797 85859.4887133848 0 1428340.63944965 95858.4887133848 1728259.36055035
1980-03-23 3 34 23 1980 0 16670672.8374184 115808.385069274 0 1444415.11583131 125807.385069274 1612884.88416869
1980-03-30 3 35 30 1980 0 16628459.4990961 118938.877315763 0 1481796.90538856 128937.877315763 1476203.09461144
1980-04-06 4 36 6 1980 0 16605219.8176676 52709.7692218807 0 1317659.23631544 62708.7692218807 1458840.76368456
1980-04-13 4 37 13 1980 0 17045926.8499116 155278.918948978 0 1465246.77764731 165277.918948978 1250953.22235269
1980-04-20 4 38 20 1980 0 18269386.1734669 622676.848806342 0 1931644.99693477 632675.848806342 724255.003065234
1980-04-27 4 39 27 1980 0 20253231.7500525 2089212.3972827 0 3871224.08599868 2099211.3972827 0
1980-05-04 5 40 4 1980 0 22775426.8574751 3350273.25685332 0 3051721.20950431 3360272.25685332 0
1980-05-11 5 41 11 1980 0 25142804.1581971 4501970.03160075 0 3245521.70040595 4511969.03160075 0
1980-05-18 5 42 18 1980 0 27526413.6135466 5841572.24473377 0 3893725.98144904 5851571.24473377 0
1980-05-25 5 43 25 1980 0 29180239.7639604 6641285.35033635 0 4046022.96047858 6651284.35033635 0
1980-05-01 5 44 1 1980 0 30435115.777327 7210773.09780856 0 4003033.37047071 7220772.09780856 0
1980-06-08 6 45 8 1980 0 31955789.7059354 6524655.81757006 0 3754904.87077462 6534654.81757006 0
1980-06-15 6 46 15 1980 0 33210702.8620688 6310133.05725698 0 4342838.10162056 6320132.05725698 0
1980-06-22 6 47 22 1980 0 33484853.9172426 4847399.65696558 0 4106447.23156993 4857398.65696558 0
1980-06-29 6 48 29 1980 0 78369768.5304721 3355698.29144778 0 3781935.95748882 3365697.29144778 0
1980-07-06 7 49 6 1980 0 301527761.076913 2500660.34772928 0 3517079.67198497 2510659.34772928 358620.32801503
1980-07-13 7 50 13 1980 0 199557559.610047 1646795.37979145 0 2747685.33027564 1656794.37979145 1110914.66972436
1980-07-20 7 51 20 1980 0 72804719.8766977 593418.290772609 0 1148861.00496252 603417.290772609 2692638.99503748
1980-07-27 7 52 27 1980 0 65148306.3222179 0 0 1016076.82570124 9999 2808323.17429876
1980-08-03 8 1 3 1980 0 63907428.0255831 1379263.70606115 0 1202223.71931063 1389262.70606115 159776.28068937
1980-08-10 8 2 10 1980 0 63138383.9981744 1908604.07748083 0 1069330.106702 1918603.07748083 375469.893298004
1980-08-17 8 3 17 1980 13538.4020891827 67764510.0321118 2114410.33558213 129107.703599335 924120.296400665 2089760.92166333 484800
1980-08-24 8 4 24 1980 47194.6693605396 54399320.2643417 2023409.90786531 363400.571772919 773455.428227081 1913860.05692083 484800
1980-08-31 8 5 31 1980 63517.9305772616 49537186.5538318 1767871.24810929 444728.624319294 775755.375680706 1608697.60345367 484800
1980-09-07 9 6 7 1980 106315.285891181 34576215.4409301 2139536.739862 498107.442122197 766008.557877803 1874265.77951177 181800
1980-09-14 9 7 14 1980 127890.128830518 33937780.7660109 2155662.44342218 589033.816738731 718714.183261269 1801082.69356622 181800
1980-09-21 9 8 21 1980 128241.057315484 33660586.9542981 2018264.24509417 587018.695191726 764361.304808274 1656211.98892631 181800
1980-09-28 9 9 28 1980 133688.104632629 33796562.8362905 2092922.3448358 612258.585740785 782753.414259215 1715905.76808943 181800
1980-10-05 10 10 5 1980 181666.360618381 28760337.6730358 2918109.47309545 692397.881690732 737519.718309268 2418086.25238416 363600
1980-10-12 10 11 12 1980 189003.950854359 28021484.6670977 2287447.72709153 727930.641743984 736892.558256016 1762257.92441558 363600
1980-10-19 10 12 19 1980 192949.122103794 27173837.2881806 1579737.13310056 753973.557556838 745755.242443162 1036372.55161125 363600
1980-10-26 10 13 26 1980 196561.821359328 26286808.0923185 832569.769927758 790868.557326558 743765.842673442 447468.981891157 363600
1980-10-02 10 14 2 1980 198803.000113097 25565316.6744918 247885.404370744 830041.778992606 739498.221007394 190597.261574389 363600
1980-11-09 11 15 9 1980 0 24997073.0028488 1727432.63540052 0 1791833.79533564 1737431.63540052 2991366.20466436
1980-11-16 11 16 16 1980 0 23594678.9323669 361231.2493111 0 1849150.70578627 371230.2493111 2890849.29421373
1980-11-23 11 17 23 1980 0 23422697.8263948 233742.335298919 0 1799710.03918924 243741.335298919 2897089.96081076
1980-11-30 11 18 30 1980 0 23371288.2403596 202762.062097618 0 1792870.347176 212761.062097618 2860729.652824
1980-12-07 12 19 7 1980 0 22340770.7726372 945170.093498818 0 1865625.47215737 955169.093498818 1439790.72784263
1980-12-14 12 20 14 1980 0 21552931.7349461 178521.520157321 0 1844806.53006588 188520.520157321 1540404.26993412
1980-12-21 12 21 21 1980 3286.26832390977 21683079.0569617 239960.494309856 14586.4902141872 1642217.50978581 240964.12269467 1822787.89021419
1980-12-28 12 22 28 1980 29667.722756721 21934146.6258668 389293.499250411 132268.873318529 1611799.12668147 313287.685546396 1454400
1981-01-04 1 23 4 1981 21748.7690166898 25742241.714676 9137481.34491409 93343.2829651665 1654118.31703483 9073670.57707785 727200
1981-01-11 1 24 11 1981 0 25238806.3256642 8320848.11422232 0 1779560.25070402 8330847.11422231 681159.749295981
1981-01-18 1 25 18 1981 0 24622139.728155 7497838.52684986 0 1866997.4213308 7507837.52684986 597082.578669203
1981-01-25 1 26 25 1981 0 24058552.3235917 6761348.83509579 0 1815704.10015386 6771347.83509579 651735.899846145
1981-01-01 1 27 1 1981 5253.70234205744 23366566.9864956 5935525.70546056 27692.0791231699 1733343.92087683 5924052.02985112 727200
1981-02-08 2 28 8 1981 0 21675972.2375195 5432250.63564262 0 1832521.83420513 5442249.63564262 768478.165794873
1981-02-15 2 29 15 1981 0 21179747.5983498 5051334.67845192 0 1656826.47104899 5061333.67845192 831973.52895101
1981-02-22 2 30 22 1981 0 20531116.8120974 4488422.27859762 0 1598727.75620951 4498421.27859762 777872.243790492
1981-02-01 2 31 1 1981 0 19853259.4855908 3900485.45876704 0 1642580.2959126 3910484.45876704 621819.704087402
1981-03-08 3 32 8 1981 0 19013392.7273123 3278862.84988569 0 1795006.77568382 3288861.84988569 1460893.22431618
1981-03-15 3 33 15 1981 0 17696985.7663864 1989750.11517516 0 1757403.15783934 1999749.11517516 1399196.84216066
1981-03-22 3 34 22 1981 0 16487386.1684269 787535.818883381 0 1690747.36234782 797534.818883381 1366552.63765218
1981-03-29 3 35 29 1981 0 15947200.8420431 247089.008266304 0 1644539.44735408 257088.008266304 1313460.55264592
1981-04-05 4 36 5 1981 0 15902786.590291 8163.13566772047 0 3132874.12806382 18162.1356677205 0
1981-04-12 4 37 12 1981 0 15865876.7143697 19861.1002346208 0 1397988.41784156 29860.1002346208 1318211.58215844
1981-04-19 4 38 19 1981 0 16440254.2508523 148971.745864924 0 1731500.39980826 158970.745864924 924399.600191742
1981-04-26 4 39 26 1981 0 17279818.7021091 849299.780801078 0 2956110.02809752 859298.780801078 0
1981-05-03 5 40 3 1981 0 18199140.7789084 892292.844275856 0 2829177.38502638 902291.844275856 0
1981-05-10 5 41 10 1981 0 19241616.8598931 1198884.38288515 0 2404629.30365531 1208883.38288515 0
1981-05-17 5 42 17 1981 0 21270319.0543694 2051789.48022776 0 2503505.28323501 2061788.48022776 0
1981-05-24 5 43 24 1981 0 24652467.8866547 3381527.43215192 0 4030407.70278822 3391526.43215192 0
1981-05-31 5 44 31 1981 0 27593393.9331969 4604574.21232664 0 4125048.43605519 4614573.21232664 0
1981-06-07 6 45 7 1981 0 29447986.7792371 4204457.38011 0 4074843.26533136 4214456.38011 0
1981-06-14 6 46 14 1981 0 31058353.0024571 4462386.69163027 0 3824441.52266087 4472385.69163027 0
1981-06-21 6 47 21 1981 0 32494154.2268631 4214137.4269426 0 3678262.31949808 4224136.4269426 0
1981-06-28 6 48 28 1981 0 32872449.7099702 3345067.81902389 0 4238501.50291026 3355066.81902389 0
1981-07-05 7 49 5 1981 0 34063133.0798624 2640972.04648801 0 3734246.71557508 2650971.04648801 141453.284424919
1981-07-12 7 50 12 1981 0 151978558.572234 1653774.39153207 0 3539311.90957958 1663773.39153207 319288.090420417
1981-07-19 7 51 19 1981 0 282038855.585726 804151.496849292 0 3612968.34412929 814150.496849292 228531.655870709
1981-07-26 7 52 26 1981 0 239221437.859618 213722.967192686 0 2920031.79565812 223721.967192686 904368.20434188
1981-08-02 8 1 2 1981 0 101581083.384749 1596809.20717182 0 2356733.7479836 1606808.20717182 0
1981-08-09 8 2 9 1981 0 86006915.4705447 2131596.4976605 0 2426700.40067952 2141595.4976605 0
1981-08-16 8 3 16 1981 0 80277372.1107737 2225438.24067886 0 2246026.79310779 2235437.24067886 0
1981-08-23 8 4 23 1981 0 70945419.9653204 2446589.9135969 0 1953546.0484745 2456588.9135969 0
1981-08-30 8 5 30 1981 0 67480641.3070241 2447717.68685517 0 1533186.19362491 2457716.68685517 160013.806375087
1981-09-06 9 6 6 1981 54888.5936619803 37883959.9106686 2998779.84479648 286349.866619767 977766.133380233 2828204.29448952 181800
1981-09-13 9 7 13 1981 53069.1098160286 38787938.5239086 2953522.09277249 282673.00378013 1025074.99621987 2789936.25493825 181800
1981-09-20 9 8 20 1981 90557.983250444 36607735.3439516 2959953.86547494 457238.002857903 894141.997142097 2666204.82546145 181800
1981-09-27 9 9 27 1981 93678.9343719626 36336323.3494905 2787282.9515048 467687.444553496 927324.555446504 2480274.44665364 181800
1981-10-04 10 10 4 1981 166084.922329837 30447534.8342843 3455984.53951756 677473.513067578 752444.086932422 2930771.14220299 363600
1981-10-11 10 11 11 1981 176382.556788722 29620332.2701625 2797384.02391801 716731.909396131 748091.290603869 2241749.31854369 363600
1981-10-18 10 12 18 1981 186825.92793553 28763603.6744844 2037025.72675992 765633.980658347 734094.819341653 1453796.621324 363600
1981-10-25 10 13 25 1981 201118.192421648 28030539.1774936 1400200.85449982 818926.00234645 715708.39765355 813527.552363369 363600
1981-10-01 10 14 1 1981 198526.836361513 27376025.1706493 855926.867256742 819504.471872787 750035.528127213 505897.729976235 363600
1981-11-08 11 15 8 1981 0 26565644.0341758 2239066.79758383 0 1990852.40020002 2249065.79758383 2792347.59979998
1981-11-15 11 16 15 1981 0 24962503.6246553 688408.076639041 0 1889546.16189238 698407.076639041 2850453.83810762
1981-11-22 11 17 22 1981 0 24546871.456707 310907.856053164 0 1871722.64669519 320906.856053164 2825077.35330481
1981-11-29 11 18 29 1981 0 24472603.5010114 284474.971517706 0 1890256.87350231 294473.971517706 2763343.12649769
1981-12-06 12 19 6 1981 0 23417234.1776877 1341016.64131659 0 1834464.12405652 1351015.64131659 1470952.07594348
1981-12-13 12 20 13 1981 0 22226703.8975701 141197.267093906 0 1767841.23247689 151196.267093906 1617369.56752311
1981-12-20 12 21 20 1981 0 22116141.3923606 119931.618777932 0 1663306.00491287 129930.618777932 1801699.39508713
1981-12-27 12 22 27 1981 0 21547360.1832551 611648.271433547 0 2244007.91233905 621647.271433547 937192.087660946
1982-01-03 1 23 3 1982 0 24140765.5433265 7082322.19428764 0 1908006.96323747 7092321.19428764 549353.036762531
1982-01-10 1 24 10 1982 0 23520587.8859588 6280654.74438397 0 1844861.47361111 6290653.74438397 615858.526388892
1982-01-17 1 25 17 1982 32632.0913997142 22742688.5972589 5337161.17440544 138807.64809071 1615441.15190929 5264811.89014176 727200
1982-01-24 1 26 24 1982 76949.1045609535 21765465.2309931 4229015.15189959 351903.787275488 1405738.61272451 4041491.29558318 727200
1982-01-31 1 27 31 1982 0 19930779.2484506 2339454.72836884 0 2117923.68334693 2349453.72836884 352876.316653074
1982-02-07 2 28 7 1982 0 18943078.2207036 2088178.1709299 0 1855934.59537914 2098177.1709299 745065.40462086
1982-02-14 2 29 14 1982 0 18151769.9637828 1392334.25082106 0 2052594.02635117 1402333.25082106 436205.97364883
1982-02-21 2 30 21 1982 0 17919856.0397625 1026332.35547495 0 2397657.25919104 1036331.35547495 0
1982-02-28 2 31 28 1982 0 16175832.0887694 1487999.87110489 0 2335139.85805815 1497998.87110489 0
1982-03-07 3 32 7 1982 0 15745825.3579575 1243453.49920275 0 4038039.16689821 1253452.49920275 0
1982-03-14 3 33 14 1982 0 15207438.7863779 950173.41525875 0 2385719.70690007 960172.41525875 770880.293099932
1982-03-21 3 34 21 1982 0 14497842.0320613 217732.203146086 0 1816297.52774875 227731.203146086 1241002.47225125
1982-03-28 3 35 28 1982 0 14358995.3696182 47529.1613317756 0 1770424.40134561 57528.1613317756 1187575.59865439
1982-04-04 4 36 4 1982 0 14376088.3064524 2046.84238744991 0 2567175.96838157 12045.8423874499 209324.031618432
1982-04-11 4 37 11 1982 0 14346754.254218 35562.24015208 0 2336478.84471662 45561.24015208 379721.155283379
1982-04-18 4 38 18 1982 0 14497397.0956846 52247.4470150782 0 2159995.47313906 62246.4470150782 495904.526860938
1982-04-25 4 39 25 1982 0 14797321.3042831 139824.814195655 0 2819048.56227424 149823.814195655 0
1982-05-02 5 40 2 1982 0 15482849.4250595 0 0 2668687.41101582 9999 0
1982-05-09 5 41 9 1982 0 16396761.2474392 0 0 2666724.87020854 9999 0
1982-05-16 5 42 16 1982 0 18350520.3141129 135946.349727928 0 2933126.95989185 145945.349727928 0
1982-05-23 5 43 23 1982 0 21063374.1119453 616255.569018499 0 3322275.81775665 626254.569018499 0
1982-05-30 5 44 30 1982 0 23555426.1591473 913700.58388968 0 4114570.38856038 923699.58388968 0
1982-06-06 6 45 6 1982 0 25834077.9228277 1089967.28393541 0 4185636.43349503 1099966.28393541 0
1982-06-13 6 46 13 1982 0 28589032.3442944 1292302.78798003 0 4618609.67909279 1302301.78798003 0
1982-06-20 6 47 20 1982 0 30870797.9231842 1976615.41703564 0 4717797.68964516 1986614.41703564 0
1982-06-27 6 48 27 1982 0 32984855.9905513 2540431.42932668 0 4637431.18597744 2550430.42932668 0
1982-07-04 7 49 4 1982 0 35482602.0365236 3160457.25333985 0 4426250.54057554 3170456.25333985 0
1982-07-11 7 50 11 1982 0 36627264.5393463 2270883.44691007 0 4618982.68459946 2280882.44691007 0
1982-07-18 7 51 18 1982 0 84821982.4132039 987659.194871621 0 3293330.06685992 997658.194871621 548169.933140083
1982-07-25 7 52 25 1982 0 387781727.659004 214685.454985967 0 3809425.13780072 224684.454985967 14974.8621992776
1982-08-01 8 1 1 1982 0 100057086.865441 1598071.31475288 0 3370622.46497828 1608070.31475288 0
1982-08-08 8 2 8 1982 0 74207285.6155437 2131868.54307615 0 2732851.91007386 2141867.54307615 0
