"Week" "Month" "Day" "Year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "COLFA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "PALIS" "MILNE" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLE" "BONNE"
29 2 17 1980 33820.0176692421 40998.8825690438 74778.0261465617 4673.91380298075 24072.4418414214 28582.5725521572 51461.0249793076 13656.4217708987 4772.66877786911 18037.7017870943 82081.5087480649 83028.6618055838 111241.937973192 100178.134336356 235043.974289768 267853.708496231 278549.755880041 286951.559916629 296997.816519787 298230.309901937 280840.80776417 31844.6511131849 58533.1297681917 228594.219588644 228597.661433689 240853.185724552 11347.3722327972 447975.218093562 457830.993414661 400357.733001697 407202.445703895 736419.912411442 811535.24793507 871660.80123474 971501.931550868
30 2 24 1980 33402.2897429726 40431.076189804 75539.6263636038 4206.44827497644 29038.3674095868 43063.8670727185 66522.5793842148 17545.4349569389 6694.88073034961 26027.574758651 93854.1731614413 96670.7577454507 121120.640918585 106574.819869139 286309.406387803 313619.048501109 326452.696886391 321547.227690571 326558.647266474 320184.309336195 327968.319445708 36660.2757578319 156227.130211997 608226.497313573 604459.316280077 626862.254243578 41481.2241136799 940566.652670725 911384.184753884 811219.401868638 772953.145059499 1111306.04762004 1106019.59948101 1135541.39590933 1168310.36535988
31 3 2 1980 34604.4987120682 42498.4206164923 82527.870517038 8220.00250363727 42376.0209851672 56752.6475156036 78752.7481372932 29056.645616536 14180.1442755345 39819.4210023171 113058.376871997 117046.517817844 143382.889436711 136262.71605518 461403.666923314 496567.144255935 517588.02121969 501924.113628921 513384.020948274 505691.33296663 559056.463036735 35400.3244139116 90086.434187099 505932.985597214 509591.13137298 543850.738346698 73007.3347434592 1090393.69484322 1115572.89526619 1088196.68347479 1112262.55489354 1773912.69417261 1976985.98310247 2112382.40597498 2311097.40725351
32 3 9 1980 37619.9107619148 49434.7552271411 92467.0481942309 6278.92860605301 34468.5552982226 53093.6638731144 95927.616109486 19486.6529975562 9580.54002972634 30696.4200183376 133762.300967704 151470.536837404 219099.659202075 246012.553991925 694930.323055467 789684.52125886 808272.222999736 809276.088041702 833879.949615691 836208.45927403 868588.58886524 36551.2129931024 70954.8389681921 415884.585146166 415738.337736152 436705.518340669 67378.1277793579 929945.365159265 947061.948619705 983877.53692688 989573.536348553 1969250.53691066 2155034.68902886 2310087.51522588 2394359.93541236
33 3 16 1980 35619.2570728242 46309.6996425192 88433.3567595917 7072.30752719803 29020.0581820081 34604.9315895985 65948.9405452454 15170.385069719 7048.86646185156 21953.9871705348 89182.5327857081 98545.2184655265 155610.420081844 175774.539668563 475400.79604087 548668.314975455 591891.174481105 615179.71432371 644521.395970894 667471.836714703 684313.425668966 34339.1132222783 56319.3061049066 347642.626835489 347665.290640689 362698.457332401 45172.7765121571 703981.47786781 710982.963336362 741741.354830436 744935.61730103 1532968.23726375 1755745.3266906 1899828.92681065 2017598.60259041
34 3 23 1980 34808.1569466035 45039.1173745342 84491.1722965965 4307.97741530863 27068.1840711634 33211.1803882498 62016.2705584053 15336.4889779808 7118.87559319736 22340.6529951065 85686.2199968193 92557.7625501867 147224.21484632 165971.517093686 442697.31005961 505382.814978086 537021.415208164 554122.041880418 581800.943712497 588439.150896515 568727.222513367 34961.1753276094 52148.7005172035 344860.153825085 344903.751916987 360555.027925941 41606.4723876928 685438.946185282 687270.831934928 695080.066940462 694320.945860497 1311340.68459084 1469258.49863317 1584411.18732864 1682542.32695876
35 3 30 1980 36314.44634021 46550.2172211087 95126.3754077685 11336.9034840361 34220.6330952823 43302.0136499718 85167.8609364144 15473.9360807715 7272.73244904551 23209.7544373373 87307.5996471187 94055.6480345807 150376.825457875 169375.140136404 488268.292543959 548379.092865338 583850.133264205 598441.737006511 627712.505848704 625457.052072036 578012.276896178 34700.8563114591 51121.753984541 317125.10388974 317758.569569302 334571.62755443 40101.4854729713 663805.328308488 671980.409958585 676396.976503762 677191.121461133 1286561.36942224 1420089.99795338 1518201.40734886 1619674.9376419
36 4 6 1980 35648.883637694 50103.4043989834 89026.2212425194 6450.70024724441 16221.0482458004 27583.0138213493 56578.8978741181 11980.4215338339 4897.22716200693 17032.2788001729 71473.7003016408 78289.806635529 116027.688854874 125150.048518761 411390.706149532 455378.902798166 458897.639958482 485712.911110986 511330.94135556 530309.41592781 529290.824638588 19187.2331571558 55442.3566563563 319341.910877877 319784.546031122 333146.967514468 27488.2463613607 519229.181619037 535156.026281894 543674.785877081 555519.59573049 1115361.95300075 1293382.99887895 1388099.82796927 1494986.1528463
37 4 13 1980 39057.5061916468 56096.6565726418 102964.773412446 8040.36941908807 18187.8384135537 36700.6047379519 73044.0520566169 14200.1445567491 5488.58481400717 19998.3632949923 77719.8920907633 84827.8922685791 122026.749465871 130518.771844907 539072.859071614 592325.822282524 595528.737714053 627087.252636204 659181.302984817 680764.799869002 686972.44377904 18328.3149313168 61432.3535744921 357176.485020391 358120.443996179 373218.140326019 49064.7834711873 609187.87064282 618668.837159469 617212.56657316 620762.229171171 1337351.24821425 1457994.11552114 1532641.09045268 1642724.18725608
38 4 20 1980 58177.1618610333 80922.8961437794 247326.849902646 27494.5816414171 76040.2566919009 146429.409364134 228326.578790105 125867.085979984 42904.5206500461 118356.651839009 192856.719255424 206233.863917511 218309.639943648 222709.453075968 913987.291784434 942090.493012894 1049487.87541429 1068999.46336633 1111042.94188375 1105552.27172628 1086383.92583859 85870.9211988047 97316.9476647463 423026.195891674 425021.646377979 439531.088843914 132001.00418523 892686.854267485 879843.039120699 849800.688220034 839549.377893555 1909082.08678906 1987087.56783513 2072154.95590868 2193097.81792442
39 4 27 1980 82849.952450627 127720.662653704 558335.442106522 74053.4599749898 212528.04429902 375099.702449016 699933.148150334 439622.129070245 187045.286660919 463122.94543948 782180.515802721 840975.599388105 821707.756057618 834607.586704287 2418961.00679783 2509205.99691314 2606726.22747201 2573838.73001144 2602797.55289303 2595676.98258343 2557337.3529368 266231.531547702 385713.617997614 905489.334338282 902690.271318421 920194.246626446 217135.455115765 2010061.15453072 2013548.69094927 1935449.53109256 1917893.16705535 4254368.65835211 4279537.73524498 4296215.73412219 4225035.79969047
40 5 4 1980 171916.781725555 248400.567485272 833661.796530549 84618.6331604992 402737.659056245 716374.721461989 1295184.97025983 613862.99007388 232637.018113985 694842.814160342 1077560.32457148 1168957.4805513 1302609.34943176 1327338.32275726 4382008.90548188 4606280.78909391 4850213.18852923 4858644.21009097 4934931.35890986 5010730.79078587 4944536.17012464 166961.112216785 280660.363035746 1031783.54091189 1036392.9932389 1081334.85172212 212363.064773802 2315310.63095335 2377761.89568326 2418807.07277004 2455570.56105634 7148344.04132265 7360171.95773681 7347042.52897982 7392573.81898689
41 5 11 1980 268159.81589398 382544.308022575 934290.665201708 106966.936930612 411880.978905235 758196.102244833 1438042.22315975 469184.030153782 179821.870995487 583029.181302558 1071010.04317255 1184003.80559593 1437138.79974382 1443069.99704321 4907249.04918378 5128735.51037332 5541556.57538638 5654319.88030768 5815742.45799053 5986610.04920817 5931898.7768572 159340.365383496 246072.072021699 804855.989759356 805936.056151711 829599.237187664 185132.02979896 2023280.65217803 2025164.62383977 2045775.82658904 2040993.97197299 7865081.32065026 8221368.97666498 8305832.74306896 8628675.20263101
42 5 18 1980 249559.30656459 419589.290650786 888824.928220825 84927.2215851068 307376.481635591 547249.754782276 1077986.86147627 249391.847410631 83351.5576902561 309917.288507187 651623.987432649 717561.577951241 968398.70100528 993651.485404072 4118358.7181302 4430859.5766902 4758836.51778651 4937548.80730053 5114145.9338153 5341551.2100008 5338669.31031704 140824.853275348 280303.75420548 842065.457735554 841700.506653237 860526.810190548 134418.619215073 1807413.69084964 1828497.5358592 1868885.63142753 1880454.53044655 7352831.45408122 7956028.97114214 8078815.47719465 8431953.96619049
43 5 25 1980 338751.957549107 552088.991521029 1043475.6971566 203574.530130713 412815.897921288 542759.611876338 1163062.66908558 305739.459706851 85320.0945237159 351029.539013302 562278.265812662 586713.49812981 703802.378730775 708955.121002843 3372451.25534149 3495764.02183654 3707449.79030225 3810678.80973864 3950487.81989152 4094376.8760876 4077009.90624654 247535.633541957 259093.61249369 698850.768827119 698631.833743589 721813.233882259 123052.578598389 1539101.0386888 1546712.08910431 1562758.65435482 1565340.73172581 5683503.65610924 6123123.12387883 6250197.33983648 6615665.02519765
44 6 1 1980 332074.3287481 588720.823091555 870277.679305024 131392.384573057 534145.974643987 692243.71485897 1173394.05131748 503039.489483108 177739.027201231 631411.791687439 1143862.42201246 1189762.96871898 1228004.49140307 1201094.99768791 3819489.77332245 3988066.25847843 4104926.86991 4132955.33191369 4213154.13808637 4283084.2988538 4247088.88342702 238646.680154526 419566.794483385 921744.103752727 916554.65045351 924401.536794398 176235.058370105 1929880.6450048 1935899.65344888 1973731.98827757 1961730.63178636 6001748.04005489 6218541.05745691 6205208.23810573 6315120.52501382
45 6 8 1980 447788.206888563 600183.5032402 877405.367606884 111192.998961164 433258.496662602 516687.237023226 900673.769177255 347310.201213106 169525.897274923 402404.211182597 685917.426167474 718378.157183084 910104.310536046 924540.348132916 3098147.44078819 3504229.36636376 3646338.6256639 3988812.40783381 4085399.58357237 4174021.10897366 4173104.79911285 273737.063068739 448005.914841486 1018250.79356536 1016717.64715857 1018506.87202686 174513.565708949 2007270.99954162 2015858.36945602 2051785.05155852 2049929.2365271 6456711.67457183 6791842.87566042 6832988.53398048 6825885.72097234
46 6 15 1980 449894.976587352 624071.645937012 861468.432198591 112936.496782502 410760.823679147 493046.149883238 863391.55721297 307439.895372933 123847.760504694 338656.318088678 528590.237028449 549825.983892519 673787.445695893 680598.01363935 2545223.80373847 2789089.3519537 2902090.92279121 3150796.26568215 3215899.87550847 3233792.77927275 3201807.16100841 188839.010396464 287344.784858199 880530.824528352 880408.648675706 896086.850203139 151592.878110956 1817515.4876599 1817755.88498607 1845008.85161651 1833432.16791777 5075445.08621276 5320420.15740761 5397924.73954745 5476953.01615318
47 6 22 1980 570890.162465579 756677.110918037 999832.138542767 130752.538652084 374888.373664898 455951.412966552 911477.526137768 241959.787669443 89876.8898410819 311654.905032294 621044.340546805 662289.188967705 796623.306576822 790370.11266038 2801285.30425038 3044566.57025683 3104852.94249397 3332695.73889308 3382381.56591363 3363155.66268801 3305639.57803225 160657.088151356 233946.814441379 696332.542892867 696208.890209365 708574.412393829 135455.796614531 1608197.20587536 1635403.89885198 1686578.85186497 1697394.55109029 4939383.30546786 5079836.34124039 5117119.71944201 5124881.84041178
48 6 29 1980 547107.776915766 747768.022417821 909155.984829367 108494.479091434 317279.184574529 370765.340873085 746670.605030733 196570.834134255 92552.8255905544 234534.205750943 405779.150792005 423490.052010574 508464.397865306 508927.009502562 2300064.87689815 2560254.64855749 2618579.95885414 2887006.99055662 2970556.53038767 3028669.80386888 3018725.21114643 174890.862120525 213572.037965151 564496.769235046 565799.097467431 576183.699239332 79057.075618909 1204982.32875275 1214695.07631905 1240350.35995382 1240415.43843747 4519381.76199575 4791278.15016829 4877761.7393362 4915707.86836602
49 7 6 1980 466877.060992077 746295.394885432 910354.512765835 100710.166627028 310290.174480351 336823.36514616 585719.762112164 115869.208399173 52595.5059031359 161928.17976464 383197.086232375 401444.249658271 464404.290082097 484946.193430907 2155947.19430135 2319034.47650616 2419440.92576016 2498386.51146043 2552816.13219059 2590333.93314479 2574508.92569618 151622.128634547 265179.422614756 471743.776840435 471630.802285338 473724.971320497 46897.178428588 973321.171903062 962979.756618251 949215.718027269 938817.919126569 3933127.13185042 3830835.27162661 3911461.0746191 3959776.32213078
50 7 13 1980 442110.055781195 709882.947774487 865819.031251347 113180.353540954 274568.876577233 294548.856419128 522131.635542077 97184.100528624 34172.6630002497 125774.245006009 290544.732578754 301127.875901963 336910.058434539 354510.819193382 1764725.62045177 1858228.84358015 1965663.46403442 2004429.57236635 2053181.17865466 2079784.9974966 2067329.79806731 119503.367589868 235217.640092713 451359.474367733 452000.142251649 454921.362475225 33411.9621401688 959936.101930761 981938.091134614 995324.992929007 1002698.42421477 3470376.31473661 3328810.07412501 3381580.11061973 3402403.0448701
51 7 20 1980 489160.589364536 745488.993469795 991618.03978665 120437.720793479 228275.672264211 253422.962998309 529582.07037427 88394.330896765 34661.418052494 124121.638717736 292378.515709238 303778.810859447 337390.151270635 353748.127993528 1950993.10363396 2032183.05248609 2127741.5282303 2113174.57602891 2134599.92107566 2128896.15927109 2096324.59801919 92840.2273077014 176937.465591505 338319.590088177 338804.961773516 340330.94762649 41024.5401018656 701499.327935429 713941.221268487 723243.363556858 730214.917998627 3080409.13422031 2879905.74678484 2912148.60639587 2904517.85153326
52 7 27 1980 419100.020985324 639111.990539207 695700.542549923 98228.4783444238 174993.065904362 190262.377766068 377402.292732349 70385.8063818748 26797.9176407907 96727.1666653394 221302.214264014 227530.901981685 256497.252792624 271793.579044705 1441361.52096121 1552893.80045354 1622938.98811844 1670658.97319816 1713813.58008612 1754173.55062461 1752673.01023855 84889.9030750267 159491.871288338 290045.009831913 289613.197721166 290818.013858775 20099.5724182605 554107.291958768 559197.465824959 559081.039690715 560736.802133233 2700144.17120708 2639660.23478831 2705536.96835716 2751296.94600471
1 8 3 1980 387511.776360576 562767.014755196 626448.583084838 90012.7866038317 128361.100621493 147242.248949415 287081.301430877 51184.0104832047 19060.3428446388 72039.1588263823 173490.806487665 177236.491481278 202393.730318169 207912.110514575 1232660.97815939 1318561.83526534 1359172.015675 1386483.71118723 1422724.13223193 1441009.32264978 1430861.13271778 70445.2928040707 137363.067575102 266479.204526836 266115.446717087 266911.522619077 17071.1811263828 486333.388280514 489472.933965378 471011.5939109 471030.331905456 2048474.4462921 2046138.54812438 2110955.13898056 2167424.63940616
2 8 10 1980 455681.773722946 585789.409155242 755851.272995766 105076.900790441 126452.616211244 152679.803466264 301368.234590024 55242.3527766178 17217.485729029 75445.3348729875 156612.952599516 158973.782750433 183717.699433511 178310.948022014 1277410.2572459 1334553.78869355 1359437.80623311 1353301.93685958 1384841.30918259 1384857.94618709 1366028.35788462 47959.7220691491 105577.123279211 247995.980383374 248265.007668842 249905.650529426 16235.9492656531 445092.908992352 450879.600056905 414822.078277215 416602.514638141 1759455.66595292 1826678.87070222 1898571.3242401 1969903.25282542
3 8 17 1980 328162.466853939 431215.263714269 491870.340307255 56678.5160407785 117334.174469449 152292.70272476 244897.59953551 56730.936082716 15803.0784932494 79486.6961637515 162413.391665161 164559.303759113 184467.418851732 178247.550987963 1096123.42325484 1186676.78300835 1233180.17481775 1264422.43987576 1306082.79851734 1330468.72825007 1324549.81147113 55246.5606059141 104983.705681819 221515.534457583 221547.924130821 222947.402497832 15107.4559143252 404657.475304855 408311.2627202 374177.167351161 374784.419753164 1732355.01929392 1810006.29765064 1871633.11873923 1914548.19919421
4 8 24 1980 348049.628280707 430394.47383405 580509.498043834 70777.2987362949 125108.458742397 184007.716309152 356647.369299196 96068.6936118628 23207.5565862953 129173.893669248 210824.8228543 216249.404440601 231670.906620807 218050.566316461 1264058.0644409 1296755.26519517 1347576.50521863 1307368.41411646 1317057.76209094 1293063.53329031 1264985.36256673 56738.0217797691 155317.059772426 251402.621764852 250410.481155105 249152.875604321 22775.3471682626 449626.795764054 448337.168055113 410356.093959965 406376.370019095 1572916.14438425 1578970.68531068 1626295.1561166 1658599.17275613
5 8 31 1980 304196.623370219 369165.329323096 457274.502598016 53500.9811522287 81129.5174022761 108867.471465827 205225.098659195 40251.5785179837 14252.6512282878 59838.4038292464 144525.127548518 150836.599689655 190748.360193285 192370.650052185 1055966.99807719 1157692.17324564 1210773.81470091 1251215.19921564 1292558.77576777 1337849.96339567 1344884.86881951 56014.2305391835 111078.182167175 226537.026407682 227029.521302231 229561.3863172 13739.4215391464 404311.386376544 412838.956821437 383984.526795948 388593.725703518 1822328.37683725 1915073.97939505 1969875.12299405 1999104.03885986
6 9 7 1980 227353.8587525 310860.385152818 486438.159981209 41297.3080581677 90244.5193642302 122814.465165821 239501.304588569 52029.5263803577 14549.1025686742 63642.7816463141 121381.217502253 122897.553374749 128708.311270987 135213.962661383 859596.695865561 871775.939080161 891081.607964419 863549.923811951 863409.483395029 849960.067082434 832378.538990487 48397.9563240835 94516.9973862368 215132.438732457 215186.868531276 216405.908671835 34176.4079931266 395173.807471296 396303.12445078 359514.585866637 356801.44414771 1159163.41898181 1186322.87826325 1238600.05216639 1248810.94484698
7 9 14 1980 200788.070266134 268630.334669998 344465.071570805 34515.2748345654 68728.7301083101 80528.3600148496 143042.518360113 32173.6433608936 11105.9108491122 39036.1342555911 100027.162431611 101290.122573821 125107.876325664 139316.076930705 803216.852014399 891399.324673652 916431.975545277 956096.503690231 979435.82803728 1011826.2637431 1013456.52763357 63602.8920320344 116492.733076982 272751.255494178 270894.433920811 267089.426018329 19062.177600523 397743.800002673 389983.762921461 346524.548308397 342829.090284247 1391921.46559607 1445730.74130442 1498782.05011322 1486063.14847128
8 9 21 1980 218879.396370872 260605.027947332 271585.394053354 56262.0673815967 88177.0539960948 105966.785960623 183145.757332087 62072.2428975726 17448.5214286143 69044.6198687635 138133.847321495 138622.446538499 148774.183003297 157879.142521994 697480.718360313 729794.979516576 808682.340587876 818747.054582707 830442.483882961 838155.56794231 839273.372444033 63184.5142078726 142244.004582182 378574.757271956 379784.348940195 383105.944596458 32384.7985602429 617154.202363066 623714.800537337 573750.542152828 574067.346204449 1410525.19899902 1469395.27273803 1527318.48085292 1513862.00296644
9 9 28 1980 226653.149086699 284214.457829848 450996.412158487 50392.7291300784 77131.5105256391 99324.115161946 216809.512489489 42877.7359981363 16556.9004282389 56521.0054798553 129448.750076177 132134.246207502 152770.86958771 165699.73569194 919301.320480008 960220.431854675 976701.048928845 962253.37170343 965398.750903732 962421.616726357 946761.484838333 56399.5590061861 105462.466577193 252826.645602079 253500.921491536 257492.966749546 39859.2535585099 524214.45711031 539775.207530895 500109.497702004 506985.472064546 1413585.72239845 1446938.53550464 1500424.81412511 1494284.19994658
10 10 5 1980 219059.64164313 291231.950470557 421093.470139815 71622.9530271913 72619.1343231801 74655.031255242 177498.134391186 27092.6724119912 11861.7618066947 30866.1873648935 81270.8771505037 81738.6072688802 102160.060095072 110363.035937668 659706.56649357 685068.724669147 694265.042648469 702125.697065574 716973.17152108 725400.166756721 723578.770678453 37898.1826023672 79150.9063298669 204642.996066221 204732.722416639 204875.24348902 12546.6455084399 353983.933950712 356542.454624085 321158.83388925 324718.38053374 1129439.41225276 1293073.70291522 1375406.47031607 1395973.67470639
11 10 12 1980 131338.900854999 191344.421072405 244053.069907712 19624.9928507207 59943.4362860247 63938.7623129657 101938.476603938 24000.1886134386 9840.18016439817 25264.2865306118 71065.3887680776 71235.8397344094 90151.1610251334 96611.846312487 555109.83273601 617060.894423346 632326.030330549 674518.596525624 700794.269257116 719385.154927164 720549.971103465 35545.9118350242 72626.8925071899 180748.859067172 180451.547036595 179352.59204551 10206.3922196211 320490.066016302 319393.860219031 283446.118042224 284600.185990687 1060515.53147852 1146351.81763159 1192727.04700141 1162027.00696507
12 10 19 1980 107799.728227341 158095.756447758 198462.56442565 16475.4611128684 68916.1742806729 79269.2316154123 130828.482661709 35566.1663835035 13981.5735915771 36917.9210722215 95887.6488776468 95749.1749252386 108215.136832766 112055.893123775 477102.091144471 489444.94063454 499998.073510942 502223.776462755 510556.298035658 502975.784344588 497214.185792908 62439.4971381541 122881.747940196 222534.944171299 222005.061439767 218859.878580411 27371.7994120592 429767.162825549 420908.197751632 377439.37570206 371340.331456036 849383.927862967 932784.689072381 983846.435355178 972720.381550533
13 10 26 1980 114706.108384112 172438.117832708 223890.578103074 17731.2029720963 81781.7581853856 91951.2019989167 140978.843544039 36826.5476777795 14027.9906545118 37629.0552530969 98192.5293392577 99564.7619505127 123221.966086063 130864.6439556 532284.773211157 552993.599914978 559246.480594989 564450.097487026 575092.48835533 572508.695544204 566321.202040153 44236.4040145093 98094.1273624473 262918.208829637 263122.551469871 261098.588195099 15606.1487096919 422215.784476793 424052.832073283 381263.205331842 385865.824229817 953763.001902773 1050582.80804057 1100582.23612998 1080557.66320716
14 11 2 1980 95023.3805233108 156291.921364673 197781.8570704 15985.7479332698 60841.9197527245 69537.4408827483 114745.173834232 41632.7832244461 17037.847514568 41999.4339286115 86001.8231018421 88019.6761982216 111316.493351283 118420.020714158 509860.468665872 548745.822390362 559975.095378943 580867.356953634 598249.312031153 606650.858324493 605166.624214426 34994.1998635155 67638.8331118857 197069.805889201 197383.986889355 197419.731826 11618.8520728107 368164.886058574 367011.752288345 326332.614850536 327223.101026464 925390.408046269 989203.145567651 1039903.32759972 1033543.44320443
15 11 9 1980 93158.9708791391 173327.743808783 329735.592277704 28347.5646828534 84574.6574448676 117126.095999078 183167.518967898 138484.067866658 44785.2141542117 133625.690235008 119183.18406315 124743.668938387 136425.851131454 136199.94901083 562748.695912862 569547.526115453 615682.38164002 616929.686003369 639080.729095463 626743.702674577 613901.932727759 37387.3469634336 46714.9004432451 157248.875194264 156591.004895993 156996.869533672 49823.294786425 379413.053843276 361917.293685513 318193.280170064 308833.827729215 820099.5767712 821210.397219072 872927.963258856 945289.640202045
16 11 16 1980 91321.2331633252 169919.01616082 330840.990291812 25896.4807888418 100323.94906314 181531.479692236 290570.393463303 129512.845766106 55291.9552986759 164365.639397878 222177.667048971 243489.255785595 299481.863851828 301670.198974402 1042603.91213656 1079560.01592614 1122659.42150648 1104310.85814305 1129280.49109043 1117401.11483886 1097603.11993391 58403.9131071411 77390.631344069 211457.240773866 211645.406235799 213094.371666834 75425.5273422634 719297.110982703 742165.120716845 682984.527877489 690196.316766862 1609830.6815413 1604176.05837814 1669730.71956453 1701672.78574726
17 11 23 1980 79223.4498749427 145168.321547374 214390.324978459 18484.3455203189 59640.7686780149 81167.0786161523 128126.885281997 60549.0263996916 30755.9006613293 66735.1062002066 92505.1041992909 101739.460538643 140647.030540053 145643.981176279 573772.739218374 637257.160589357 661081.036867465 711420.812523185 756349.056850758 800901.578071099 816370.417141794 35922.2833745929 56281.8385283798 192837.07981957 193207.947880202 194607.093480296 24821.6027604544 398320.002849256 402504.556900869 365435.320821132 367226.260103507 1210915.80160839 1354355.80764065 1441596.26471922 1562586.93540011
18 11 30 1980 78132.6023958621 145640.567263893 206359.395965605 15782.1632282971 56429.3548690809 82088.9944156528 129237.130914129 58708.4199574955 30802.3116843687 68066.3476806216 90857.3290963787 100746.429012489 143803.872394339 146566.739260405 601890.048820822 635855.998979726 642853.268647326 647268.249120919 670427.222162654 672291.001171871 665591.035986934 32210.7507781047 51281.8992133809 201193.184769599 201429.713423348 201208.184850293 26840.8730292791 409646.294935685 413890.161043627 379042.929058498 379607.97111539 947289.107605619 965523.99524751 1015388.02789761 1072115.21097927
19 12 7 1980 66415.711924486 108886.485701765 157980.49721571 15624.698888673 62220.1808153405 105217.371203055 155012.858201132 64546.4418381229 24371.2383865891 80186.9501089151 158257.762014915 181296.522039799 177780.59679224 192652.030773231 635328.647956559 703834.482070672 734936.151050631 719748.808613921 770371.5153226 568826.629097325 789058.340093862 49112.1728594913 81043.4888232169 229929.326909295 228585.743952672 234921.128723822 34209.1222826205 482122.038913355 428053.063405147 383452.453711464 380535.127552085 1539246.40711529 1343516.3302872 1420666.71411731 1479124.68706861
20 12 14 1980 65769.7366024569 109474.392948992 157523.139129048 15017.6529243403 59574.313985644 88385.1433385172 137137.321843726 60932.6919576014 22896.0500103596 73709.4612794949 145455.863721615 168390.500064956 181906.898667968 199669.361396752 626558.599757468 712725.140647038 745975.343272639 742915.812310009 797763.936628736 592257.888274205 822143.769686834 36601.3082596226 67248.0931342766 234603.648494515 234918.185223361 246500.788986763 24711.7812222093 512559.01368202 480346.041076957 440142.502621976 458357.425261954 1691285.59763464 1502654.63615182 1533133.01229205 1539162.08280377
21 12 21 1980 72637.6351062682 113060.689933385 183721.439336275 24038.161495718 75736.9176380704 100287.883041055 147433.345412094 92321.5149555976 26545.2514740493 102341.410421974 162410.812257366 181171.092036874 173575.117785592 187042.644830682 559296.718670123 620416.908986234 654930.535914349 642345.486074051 692282.326150393 508664.013411459 690379.036639641 42366.1833199759 55811.2524006587 177584.065112865 177835.141292491 185119.850427673 22668.472153939 407791.765532989 373150.787524499 332185.964873367 340458.565328834 1368561.67895903 1201930.92528677 1252203.23479756 1278520.43226622
22 12 28 1980 66420.1012171061 103872.523139743 159264.451903917 19395.9114804075 68502.4617145613 132660.619905709 162544.034230049 117267.077652278 39739.4937995726 122774.890102795 192107.240658938 224889.961331923 203216.219478549 217254.371333552 702352.09654138 754480.820747126 787279.052223598 774507.933955796 871445.867450831 627269.699146205 863148.094137542 38595.2873900335 62305.2173546453 239370.383785474 238798.903670307 246338.783568769 150600.47119531 667721.886527454 574683.917062833 525762.895740043 512655.528948882 1804779.2275762 1457808.87496432 1583213.31058733 1724944.31980283
