"date" "month" "week" "day" "year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "UpSnake" "MdlSnake" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLES" "BONNE"
1979-12-02 12 18 2 1979 54369.83636 37397.24424 43319.68985 6426.855 23910.54653 881397.2417 1109364.33626 3107.055855 54122.5349 146688.09277 146776.45717 156747.59589542 171074.293155972 781875.76129759 969089.81126501 971445.41958429 975943.58390372 981524.56420492 974981.86494697 971866 33551.01014 76668.0708299999 246825.3248 247061.7534 249400.3663 6618.718301 407241.800527667 406641.809800863 342922.259831383 343022.333651749 1410475.66799305 1451551.12620833 1507936.43349658 1540617.29343548
1979-12-09 12 19 9 1979 45619.90837 42463.23084 71171.62322 15034.70242 37638.25231 47214.2023599999 234687.36824 9936.005136 57726.93185 185107.17881 192609.09061 164449.75803542 164100.668555972 937281.401820772 1600937.50413501 1607013.04925429 1605226.03137372 1609757.85867492 1596007.49461697 1593924.38277 42491.21872 86395.6091499998 345641.5322 344774.5038 352272.0169 48044.1363 478077.286628667 467837.082501863 422429.596832383 411647.631652749 2042115.77266405 2117650.65317933 2205786.69616758 2212515.59310648
1979-12-16 12 20 16 1979 46125.57584 43056.25272 81028.07148 18673.74673 48515.21917 60892.6395899999 116415.1578 8931.533226 53549.77842 173372.12516 182953.76966 169672.75218542 170953.445541392 437548.589766192 938263.76057501 955439.897394291 964086.50461372 977685.037614921 964364.03725697 1000760.43821 38577.11548 79935.2033500001 315738.7477 316998.0017 329801.0967 26948.67592 493078.574608667 498862.494681863 453859.788112383 461234.996332749 1500056.73788405 1558660.80669933 1608650.41868758 1629551.15462648
1979-12-23 12 21 23 1979 44394.45638 43140.1903417849 64385.0940217849 12846.66323 38411.54978 48899.6829475703 91356.1364875702 12355.93639 52687.06647 164917.48293 172532.04813 157240.16915542 166297.178155972 411143.284040127 881505.269454355 902113.447473635 931687.326893065 969327.423994265 962398.679936315 984153.956089345 40816.16482 76439.9281600001 289574.0569 289670.0313 299153.0374 41170.68296 454531.260017781 449023.986690977 389766.168272383 385801.084992749 1493340.50892339 1525914.43573867 1574464.57572693 1631144.75166583
1979-12-30 12 22 30 1979 43763.85758 57775.2663408039 75921.5457108039 7144.248014 27146.33328 41985.5730682674 81253.0765082674 8352.339517 53907.49554 163039.67046 172806.52296 172911.54878542 174651.115441392 442332.201476834 930660.704122647 944744.507341927 966390.882761357 987974.341562557 983164.446404607 998839.394757637 37383.7547 79775.8844599999 306671.6403 307028.0343 316942.4547 25290.19306 452594.258187462 453099.631560658 396660.015372383 398473.247692749 1474690.72969169 1523177.20750697 1561236.94149522 1595869.30243412
1980-01-06 1 23 6 1980 40611.73982 491658.023888908 520398.678688908 7612.983045 33264.86932 29715.1651295868 243439.585722374 8078.556289 55300.56617 131180.3088 130897.8305 155543.94353776 186423.96744829 913952.943234086 1360485.55172914 1375111.72601871 1382584.47402919 1407300.51570339 1411673.55817788 1415700.15832547 36007.4973 74591.7887599999 242126.0444 292279.378 298486.178 21773.78486 460917.3683668 465807.526992032 413422.265548874 415614.485409219 1960280.72784959 2050345.40153641 2128417.58812505 2207168.63385975
1980-01-13 1 24 13 1980 39759.23317 456201.94579726 486276.70407726 7011.134098 32680.89536 34492.1631475718 58492.9665188502 7807.927094 55286.41552 123747.38377 122099.96825 149434.88117776 187316.2276413 742584.442616697 920711.868954101 932810.907743671 934967.135754151 957800.761428351 960135.341502841 958504.901450431 35771.75209 76847.5049800001 238160.6202 287965.4425 292625.5312 17299.64187 451000.277098714 455248.398723946 401395.539438874 402785.285599219 1471939.24186455 1545487.81695137 1619051.92994001 1683760.76667471
1980-01-20 1 25 20 1980 39250.79895 532285.856706376 561743.985126376 5835.674655 31154.97607 58371.9755619615 85488.4691511728 7232.254954 54766.96941 121539.70341 119965.03553 146224.52401776 199101.363494463 852997.436292577 885097.488325668 895251.294215238 895028.376625718 916234.415599918 917180.306774408 912739.671921997 38226.16269 137385.4809 469465.1226 517033.9827 518421.3711 16639.54068 660014.625598231 642367.084323463 547892.470728874 528414.505289219 1554369.65302612 1732586.91731294 1991117.74090158 2030802.58663628
1980-01-27 1 26 27 1980 38751.229 523146.280445067 552024.868905067 4850.381611 28855.24758 59907.3030159644 84768.5411630762 6655.807569 54587.2336 118692.31247 116905.2706 141958.57793776 198584.678187714 833796.237303357 865462.982236448 876165.483126017 877724.614936497 898575.148010697 900988.905485187 895714.254332777 34607.97201 78164.4552600001 326951.6347 379310.4146 391293.5711 13491.68944 621959.633265559 645024.288490791 589735.580668874 606731.226929219 1650256.4869769 1812841.50336372 1971259.85795236 2050657.53168706
1980-02-03 2 27 3 1980 36746.83108 452130.52776162 483187.38622162 5492.243048 26977.19665 46025.608821412 393809.391558933 5855.351498 53929.30083 118012.36802 117429.81742 143798.10519355 179102.678877558 1184450.47039117 1214989.98543904 1223649.6333917 1227426.37144099 1243311.96408459 1244602.59922383 1233331.2580047 33199.10544 63699.2539600001 251478.3271 301723.8501 310131.3298 10629.55406 493623.903828439 499074.506385591 426161.893336294 429293.767231204 1741546.75125851 1811496.33619505 1911150.5614502 1993188.46657371
1980-02-10 2 28 10 1980 34302.64717 432333.162973761 466729.096703761 6188.102381 27800.01966 36850.6236929131 59704.3252463553 5255.803541 54041.54427 121280.84106 122264.93855 151012.46926355 156639.093287612 1010288.96070488 1041293.23315275 1049851.84980541 1056661.7970547 1067219.9790983 1066968.93023754 1048515.72301841 31931.84861 96421.5434200002 305756.7453 342788.1907 354115.2206 14627.18756 581633.593160936 587230.982418088 498943.960836294 500403.011531204 1593070.57677221 1651297.89000875 1718935.83636391 1809738.70888742
1980-02-17 2 29 17 1980 33820.01767 386604.591531814 420383.735111814 4673.913803 24072.44184 39380.8678306809 61853.1295093298 4772.668778 52974.58002 117018.38698 117965.54004 146137.63320355 155540.227262665 942272.557019683 975080.688367555 985737.692420215 994126.197769505 1004067.2527131 1005223.80815234 987768.561533215 31844.65111 96033.12977 302944.2196 340447.6614 352703.1857 11347.37223 576241.786666321 586096.371723473 500798.485566293 507638.689761203 1543098.99551702 1618167.64775356 1678290.11140872 1778100.60253223
1980-02-24 2 30 24 1980 33402.28974 308557.435899176 343665.986069176 4206.448275 29038.36741 50674.3912844167 74133.1035944167 6694.88073 57075.4398 124902.0382 127718.62279 152127.32291355 152058.209962665 835640.631570101 862948.670817972 875743.275870632 870824.508019922 875730.725963522 869280.450002762 876998.715583632 36660.27576 193727.1302 682576.497300001 716309.3163 738712.2542 41481.22411 1038699.36938632 1009515.71124347 881526.302586294 843255.537281204 1729953.92168744 1724620.78942398 1754139.49677914 1786877.82650265
1980-03-02 3 31 2 1980 34604.49871 247900.710646266 287930.160546266 8220.002504 42376.02099 53496.1122331749 75496.2128531749 14180.14428 59356.07538 132595.03128 136583.17218 162882.66293562 159483.759932778 868877.024129246 904038.88316401 925029.23279282 909350.93563605 920717.71175675 912959.19662379 966266.487847 35400.32441 127586.43419 579733.5950771 620891.7408771 655151.3477771 73007.33474 1156445.7929384 1181603.69708049 1126398.38144754 1150438.16166546 2217400.15408646 2419328.05088146 2554721.56342906 2753409.98531956
1980-03-09 3 32 9 1980 37619.91076 517405.319714615 560437.612674615 6278.928606 34468.5553 135176.970318435 189391.259593374 9580.54003 59803.06702 162868.948 180577.1838 248169.42535562 275080.653388398 2091109.10661599 2185861.68645076 2204418.86087957 2205408.33632279 2229919.06674349 2232181.74921053 2264476.93047823 36551.21299 100951.896301753 466953.748100754 491807.496349319 512774.676949319 67378.12778 970979.676972667 988087.361078303 991461.942341675 997153.313968891 3370620.08075613 3553718.72308012 3708616.07878292 3792844.35394129
1980-03-16 3 33 16 1980 35619.25707 505142.88463391 547266.54175391 7072.307527 29020.05818 161955.760365461 203042.801885132 7048.866462 55376.9021 122605.412923597 131968.098603597 188996.419389217 209158.872221995 1937408.94995944 2010674.8505942 2053867.18282301 2077141.33306624 2106389.88358694 2129274.49705398 2146040.60058737 34339.11322 86160.8598325002 399330.8369326 424353.5007326 439382.901745353 45172.77651 773561.888188344 780562.019161678 773186.086520639 776375.945631441 3025084.01837781 3247792.55829507 3391769.77222817 3509512.86911867
1980-03-23 3 34 23 1980 34808.15695 203531.541801643 242983.596731643 4307.977415 27068.18407 116195.102272584 150400.039347975 7118.875593 55597.46402 118943.03102 125814.57357 180444.14497562 199189.780508398 1091318.43231012 1154002.31884488 1185610.39177369 1202696.62891692 1230281.95694404 1236854.33691108 1217072.71857173 34961.17533 82148.035696029 397332.234380679 422375.832480679 438027.108480679 41606.47239 755553.480624281 757384.011897615 730864.789411233 730101.265022035 1994690.08225747 2152547.05157826 2267695.26850086 2365767.55272214
1980-03-30 3 35 30 1980 36314.44634 51887.17088 100463.32907 11336.90348 34220.6331 72262.0136500002 114127.86094 7272.732449 56329.11836 120426.96357 127175.01195 183459.30857562 202455.956408398 610658.777890398 670767.959925164 706208.473053974 720785.687197204 749963.324817904 747641.967468584 700102.831746394 34700.85631 81121.7539800002 369488.2096832 395121.6753832 411934.7333832 40101.48547 730198.137284991 738371.864558325 713566.088594324 714355.830205126 1444505.94326852 1577980.14895563 1676041.03821351 1777484.44308018
1980-04-06 4 36 6 1980 35648.88364 56105.92076 95028.7376 6450.700247 16221.04825 30953.01382 109139.09347 4897.227162 53645.15727 108588.2415 115404.34784 153083.80644346 175724.891503581 506511.797786581 550495.165152636 553947.164687836 580735.569587866 606195.032887566 625047.670678866 623858.170213866 19187.23316 82929.9149982398 374781.52258714 400224.15768714 413586.57918714 27488.24636 599867.90749089 615791.386242966 596395.982620566 608189.425268436 1260782.3655443 1438579.5947805 1532839.5053585 1639590.8774345
1980-04-13 4 37 13 1980 39057.50619 58690.55038 105558.66721 8040.369419 18187.83841 40080.6047399998 76424.0520599999 5488.584814 54391.51873 112113.04753 119221.04771 156361.48128346 175094.554203581 556825.047413581 610068.536944114 612996.800107914 644522.307219744 676448.380092544 697809.725734644 703679.351777044 18328.31493 87596.7282729999 409862.558018 435806.517018 450904.207478809 49064.761097861 665300.961441809 674774.034754139 645369.666710839 648568.057194039 1376091.62055008 1495702.45004408 1570051.14294708 1679897.71641528
1980-04-20 4 38 20 1980 58176.403046621 64397.13428 230799.442365982 27494.58164 75926.5614032 149673.42513786 208544.15369256 42904.52065 79180.495622627 140035.583182627 153412.561487184 165410.811598264 171002.240728989 599506.597452189 627583.691137699 733404.845394699 752833.154834929 794669.407228329 789032.540612929 768971.083859229 85870.9212 115096.951983 453813.547763 480806.603712353 495114.465452053 132000.127543242 841036.440520157 828182.168906247 766140.573382143 755322.876881243 1498702.91394347 1571483.93433647 1652081.26156247 1772824.19488427
1980-04-27 4 39 27 1980 82842.385363697 86522.11025 517136.88965 74053.45997 212499.16323651 330958.410513971 643901.695570017 187045.083918226 281495.308097483 593411.044942483 652205.866829759 632879.359209419 645776.121713 1953505.02959125 1439689.33497312 1535618.51577412 1502703.557038 1531509.9617857 1524254.7697699 1485629.2036452 265760.5627151 393989.6650651 933580.7924461 955781.351174078 973283.15199519 217135.390061491 1899197.34335786 1902681.51340994 1764318.41806857 1746656.09544617 3009244.87988537 3033539.42787827 3050141.94019946 2978912.03629585
1980-05-04 5 40 4 1980 171916.330450619 118135.1858 703396.4148 84618.63316 402737.475354435 315634.753217271 811158.471996551 232637.0181 467759.304203609 849687.090514509 941084.246514509 1074633.61116891 1099357.27299838 2882491.88434493 1890309.87017302 2132459.63114902 2140835.66921105 2216767.27057175 2292375.89295075 2225122.99000275 166393.0164306 197804.6582326 871348.7778036 715958.194667216 760899.650960924 212363.061134824 1837588.65003292 1900033.25992981 1885245.21715881 1921696.56997091 3890648.39955166 4096827.53394266 4082399.16516366 4127840.21299863
1980-05-11 5 41 11 1980 268159.455447156 156035.8921 707782.2493 106966.9369 411866.79093834 348313.638658388 922446.729316788 179821.871 408754.729474221 895432.858085221 1008426.62108522 1261457.84731472 1267383.73214419 3313371.06611098 1887501.22594645 2298513.62453745 2411055.61661895 2571916.56222705 2742568.22204735 2686283.80255335 159310.49658313 161407.05088213 638394.69606213 529474.728261881 553136.372984915 185131.981667552 1614018.77943692 1615879.13350198 1580432.44762088 1574721.35326618 4143352.85777653 4490770.27773453 4572878.98308353 4895619.88324293
1980-05-18 5 42 18 1980 249551.209679088 211681.3841 680916.538638519 84927.22159 307303.01233494 241864.059437558 719237.935191082 83351.554191704 231972.89206533 573677.908755744 639615.499355744 890349.406417744 915596.878647216 2824214.4553983 1978480.84216867 2304360.57385467 2482861.64747847 2659033.16176107 2886182.16346417 2882019.19418417 140824.8533 202112.981765 687162.577954 576795.664643164 595617.629235255 134418.48359653 1494616.9993156 1515669.79322962 1467749.24993308 1478582.79206028 4478233.04303445 5070704.37754445 5192268.64128245 5545290.16870495
