"date" "month" "week" "day" "year" "shortfall_1" "shortfall_2" "shortfall_5" "shortfall_6" "shortfall_7" "shortfall_8" "shortfall_9" "shortfall_10" "shortfall_11" "NumOfLowFlowBonn" "BelowFCC" "FirmEnergySales" "NonFirmSpotSales" "MaxSystemEnergy"
1979-08-05 8 1 5 1979 0 174354.501370566 0 0 0 49704.1265827952 0 0 62364.6815002694 0 0 30702000 12115070.2955885 1182365.49862943
1979-08-12 8 2 12 1979 0 221766.878719667 0 0 0 40816.1455889471 0 0 62148.970161895 0 0 33600000 10232798.9148292 1217753.12128033
1979-08-19 8 3 19 1979 327210.867345433 479520 0 0 0 106260.623794896 0 0 61495.4453970253 0 0 25009121.6429099 0 714546.332654567
1979-08-26 8 4 26 1979 376866.528367126 479520 0 0 0 99663.9317264004 0 0 54379.794834548 0 0 26166275.5071506 0 747607.871632874
1979-09-02 9 5 2 1979 603735.280851659 479520 0 0 0 0 0 0 82571.9784125087 0 0 21120971.1701919 0 603456.319148341
1979-09-09 9 6 9 1979 581346.083184618 179820 0 0 0 0 0.0791558992630144 0 68420.3125025952 0 0 23415081.0885384 0 669002.316815382
1979-09-16 9 7 16 1979 631834.171988855 179820 0 0 0 0 1.79598526085101 0 72785.4403473551 0 0 23158485.9803901 0 661671.028011145
1979-09-23 9 8 23 1979 679161.607853478 179820 0 0 0 0 3.96424831039235 0 74214.1142347223 0 0 23012513.7251283 0 657500.392146522
1979-09-30 9 9 30 1979 741782.776359289 179820 0 0 0 0 5.7978514234635 0 73454.5324499024 0 0 22331260.8274249 0 638036.023640711
1979-10-07 10 10 7 1979 608018.321304102 359640 0 0 0 0 9.37687738596105 0 70927.7169594294 0 0 28221407.1543564 0 806325.918695898
1979-10-14 10 11 14 1979 750414.552802021 359640 0 0 0 0 12.7572806701214 0 74718.4255738564 0 0 24445929.4519293 0 698455.127197979
1979-10-21 10 12 21 1979 808727.941223149 359640 0 0 0 0 15.1072328288569 0 72486.0136944385 0 0 23613351.2571898 0 674667.178776851
1979-10-28 10 13 28 1979 819282.28644115 359640 0 0 0 0 18.9404188998851 0 54400.3161729326 0 0 24452339.5745598 0 698638.27355885
1979-11-04 11 14 4 1979 1090666.98115646 359640 0 0 0 0 0 0 62002.2293432348 704223.825070575 0 16162265.6595239 0 461779.01884354
1979-11-11 11 15 11 1979 805096.965621624 3236760 0 0 0 0 0 0 71285.8890361502 0 0 24646728.2032432 0 704192.234378376
1979-11-18 11 16 18 1979 1032170.63921223 3236760 0 0 0 0 0 0 74282.9675922372 897832.193759105 0 15188661.627572 0 433961.760787772
1979-11-25 11 17 25 1979 973630.01042281 3236760 0 0 0 0 0 0 72040.7561676272 841468.310261105 0 15727095.6352016 0 449345.58957719
1979-12-02 12 18 2 1979 751340.157727391 3236760 0 0 0 0 0 0 75193.339456651 530124.20940609 0 21996752.4795413 0 628478.642272609
1979-12-09 12 19 9 1979 514992.369152631 1817800.38 0 0 0 0 0 0 70250.5069467474 0 0 33289901.0796579 0 951140.030847369
1979-12-16 12 20 16 1979 916174.933384368 1811266.92 0 0 0 0 0 0 66678.9080559538 441190.348215089 0 22269487.3315471 0 636271.066615632
1979-12-23 12 21 23 1979 1049024.51650224 1804733.46 0 0 0 0 0 0 72112.1404087679 439596.751175745 0 20640727.9224215 0 589735.083497756
1979-12-30 12 22 30 1979 1119252.18458862 1438560 0 0 0 0 0 0 71199.410270045 474872.200407452 0 21203735.5393985 0 605821.015411384
1980-01-06 1 23 6 1980 926761.381032248 719280 0 0 0 0 0 0 69964.7887891486 0 0 28058396.0638713 0 801668.458967752
1980-01-13 1 24 13 1980 1137786.08819207 719280 0 0 892.351701232314 0 0 0 70888.8297440745 386980.736166856 0 20790013.7132774 0 594000.391807926
1980-01-20 1 25 20 1980 1100478.67649337 719280 0 0 4188.65599317208 0 0 0 61840.210512308 0 0 22213255.522732 0 634664.443506629
