"date" "month" "week" "day" "year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "UpSnake" "MdlSnake" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLE" "BONNE"
1979-08-05 8 1 5 1979 215892.804114699 315987.441614699 342191.5773266 31464.0538999999 446189.997667325 454094.788912115 526463.687268115 279465.19094282 335606.30558247 221167.80342 231086.483895021 481495.002017291 485196.830832601 1551773.14431823 1624510.10202323 1626901.51624323 1648054.73187923 1665601.48689223 1651052.27414723 1643296.43600323 60150.5294110002 131844.029541 433208.226739749 428940.248274759 424494.479397459 176593.030952541 694190 692983.5337321 523485.724650559 521132.854986559 2083901.08734979 2059597.46706979 2139213.50690979 2224539.81120479
1979-08-12 8 2 12 1979 258468.417934138 344263.981634138 684290.657109568 34805.73431 300243.38491641 303826.97041136 377320.76308076 140561.976166209 186860.503316809 208767.520295 212400.472944216 328260.682764525 328677.045079835 1688813.86068919 1760600.71853679 1762171.69006679 1779863.58615879 1795768.08244279 1780746.18451989 1773466.92089589 69004.0226409999 157358.499521 458936.331433031 453289.035419783 446169.455550083 166778.620479917 694190 691708.9358642 526732.625818283 524127.748066283 2207300.03787218 2180003.13710218 2257819.78752218 2357198.04148818
1979-08-19 8 3 19 1979 246990.883241521 300852.296441521 297758.483241521 42197.3951241943 100474.870756365 103833.168912185 178566.63218758 28098.86659506 72465.9741386001 217739.6415976 221009.9256976 219999.2417416 219285.55697689 767573.662216043 830308.532336443 842126.655167443 853791.934275443 865038.242211443 847253.848018643 842857.347329643 77860.9267421998 219518.508402199 554834.844112369 545474.75555049 529560.93682259 133586.589953856 720915.469223446 699706.550054636 552978.22658278 533201.15519678 1298681.99135642 1251764.66548242 1317402.05128242 1397055.32300942
1979-08-26 8 4 26 1979 246410.5664262 284455.7358262 297178.1664262 61082.5010458056 77515.0035646996 80304.6380020596 182611.015980365 7843.989057941 69804.4498699999 204294.77753 206797.595138235 200286.451854335 198279.738999615 720251.0719909 785831.9472082 830171.4222172 839306.3028812 848700.0945032 827385.9910899 818866.8479909 61940.2281225999 166658.7353026 491523.094484856 486479.274917603 480478.391145603 200949.906148803 796082.242034406 804067.260709906 622898.009000103 631993.424476103 1390269.144697 1378812.594473 1457440.599399 1556752.089215
1979-09-02 9 5 2 1979 210824.207295471 242409.319995471 343442.327261111 43134.30798 84850.4956619004 91358.0880927204 175732.3976619 56233.9349042618 98158.9476080619 188266.980369 194908.485019601 236896.361911963 239393.111224893 859517.173437899 922603.619683299 958338.864446299 974376.929788299 984803.023724299 972045.059516199 969113.506854199 52321.5523358001 121767.2817158 163828.214422595 159202.221255841 152398.814386641 39543.5457245947 281216.407591236 281549.296622006 239812.816726411 240578.786116411 1146352.79988061 1152138.02153561 1225695.20516561 1287797.95756161
1979-09-09 9 6 9 1979 162238.97135723 233164.27435723 376190.846611619 47797.854037765 55863.4729083008 66922.2205021988 172062.818374994 51274.3823930682 79413.3982415942 136553.030468 146304.734682337 189787.848874511 194334.900116951 903649.147315263 932428.323754163 986877.263641163 976736.652248263 980475.842236263 948421.681692863 940887.401065863 46163.0958395 91524.2246594997 370803.3260295 368824.632754949 365259.183308149 37388.7386686948 488807.166345843 491392.650988463 435008.957525369 437057.685276469 1335466.03915233 1337454.69677933 1403295.77615533 1374168.83603123
1979-09-16 9 7 16 1979 172005.149925552 241544.271325552 411111.169064618 42694.7943884705 65786.0892427572 71130.0121542672 157246.852848993 60789.7053488671 83907.3278211811 113779.354212 121484.520994057 167929.902347438 172368.676538349 916628.126558132 977754.956517632 996813.285680632 1012624.90961163 1025885.94482363 1020109.22235823 1021795.36557023 42696.5308010001 86385.1213809997 348819.911871 346529.547649441 342381.328615641 39076.5098991432 438531.303535784 438489.459650534 376772.724456391 376453.123305391 1407858.38860562 1438234.37622562 1495167.42220562 1468865.66791062
1979-09-23 9 8 23 1979 157402.402638476 200275.142038476 407352.083964624 24817.9375747901 72974.4651665216 77244.9971756816 163823.022741312 70678.8986375489 86178.663294369 104675.19955 111618.170631285 160128.746014454 164384.227985382 927019.662330181 981068.176114081 984509.096458081 1013301.75475108 1029518.51356508 1039084.01116868 1047340.48967268 40609.285495 88925.8582250001 338860.749725 336628.368645253 333091.612640153 39999.4661716364 420731.715689789 420320.503677599 357358.202923963 356617.700787963 1461184.70468064 1523059.71725064 1583622.26587064 1567195.33258864
1979-09-30 9 9 30 1979 171205.359986798 214151.629786798 315313.564840781 28807.3746789744 67578.0825471143 70862.7973065843 162416.077226089 75152.9383262015 91165.7744486565 116971.431909 123392.409368298 173433.314295755 177065.742626905 895822.904531396 924765.028614596 920420.723767596 927695.876360596 933497.918144596 926256.293707496 924435.434162496 44639.5146079999 107385.706058 367633.498458 364576.245338485 358182.021057785 41037.5951190701 442793.717311855 437813.586830915 370269.929730845 367163.582372045 1272493.02179454 1300480.60995454 1349025.64379654 1332322.89987354
1979-10-07 10 10 7 1979 201317.72831563 233482.14187563 650292.637198912 35597.0482575355 69715.188214363 70309.331926533 171342.856471899 39680.067674353 54004.818833 132336.469618 136819.080778 162166.81311084 172150.776560421 1224028.9150048 1261674.8431277 1265519.0925067 1260776.7688367 1261258.9563747 1247497.8748825 1241140.3580863 37587.4392724 118257.0959964 321120.5632584 321077.040565416 320990.429698804 41004.2274914588 475816.279611263 478684.259217023 399811.864427064 402245.383278674 1627829.10690498 1669404.94773998 1745847.60356298 1711636.72888098
1979-10-14 10 11 14 1979 226280.138477839 248196.949347839 500993.036674972 28196.2045301026 81583.5772968188 82333.7744040318 175810.401826921 39418.763938 53516.9866365499 131630.61982027 135963.63508027 160366.39069327 169996.6151311 1034025.14925863 1079675.65761611 1087588.99263211 1098916.38649501 1104934.85917801 1103116.04794051 1103262.01858581 35957.1266867458 107623.641320745 285247.961790145 284623.901590145 283324.390320836 42812.3931184161 424550.114752722 424939.359834988 347954.900202072 349615.943017692 1483391.4715525 1553468.0064323 1638655.1515969 1620396.9565299
1979-10-21 10 12 21 1979 230031.390482673 252727.599862673 378283.73367759 29092.3780039689 84090.1268152398 90054.1838852398 179213.124819209 29631.545614 51546.32874 132988.231989369 137728.351789369 157290.327488059 165552.000625889 975557.998225105 1001464.29714208 1012405.64128568 1003192.47605338 1002604.11124548 987107.916406585 982895.408463085 52517.84329037 139970.295118953 338516.901486268 336784.177586268 330857.095033869 43024.5197682853 490349.813450244 476044.31383251 390408.792978925 380610.303069155 1345973.56789824 1390113.05482844 1477008.49961963 1456101.12105693
1979-10-28 10 13 28 1979 202618.174125553 223737.519885553 333536.847070726 25298.503708279 72785.3483184191 90870.1956884191 164114.472026698 21893.1227 49942.98755 144045.25662 153265.92632 188374.77422471 201074.16056254 828271.600031554 879476.505409193 926984.933650294 927273.168456714 934573.900802314 916712.438235114 914345.432484313 68454.9554499998 194979.613772272 533147.567418992 533765.309118992 530206.866918992 40912.2660267738 742798.638003356 736088.788885622 636884.517214748 631708.510318238 1532350.58482655 1580136.13321045 1714351.23783583 1670877.24092672
