"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalRelReducReq" "ARPrelim" "ARCombSup" "AREnergySup" "ARMcNarySup" "ARSharedWater" "ARECCSharedWater" "AR_CRT_SOA_storage" "AR_CRT_storage" "AR_CRT_release" "MI_CRT_storage" "MI_CRT_release" "MIMcNarySup" "MI_CRT_SOA_storage" "MIRelReducReq" "ARRelReducReq" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1979-08-05 8 1 5 1979 433208.226739749 52064.25 0 92419 112246.592939778 0 0 6046741.1732119 75531.1732118996 1e+06 1128750 23000 1500000 NA 112246.592939778 0 0 0 2837804.2378936 406361.650361 386625.265460921
1979-08-12 8 2 12 1979 458936.331433031 427368.481145512 0 92419 552423.812092108 0 960442.815686926 196965817.333354 0 1e+06 1105750 23000 1500000 NA 200888.803550464 0 0 0 1987790.58601832 369987.810601 391284.051562376
1979-08-19 8 3 19 1979 554834.844112369 460388.111995072 0 92419 205339.483241521 0 0 6651434.07295748 0 39557.1843130736 122307.184313074 23000 1500000 NA 205339.483241521 0 0 0 347416.990841849 589342.349372199 438787.02610391
1979-08-26 8 4 26 1979 491523.094484856 525241.936299423 0 92419 204759.1664262 0 0 6735293.0581743 0 39557.1843130736 99307.1843130736 23000 1500000 NA 204759.1664262 0 0 0 280274.1699909 449270.6340126 403190.61230528
1979-09-02 9 5 2 1979 163828.214422595 506358.361595925 0 92419 251023.327261111 81850.5199656398 0 6750166.29369868 0 39557.1843130736 76307.1843130736 23000 1500000 NA 0 0 0 0 260195.277248484 378838.2668458 448979.361985831
1979-09-09 9 6 9 1979 370803.3260295 637625.792535835 0 81919 294271.846611619 197296.540497286 0 6817944.51909647 454591.703096467 39557.1843130736 63807.1843130736 12500 1500000 NA 0 0 0 0 170819.604804732 370803.3260295 372000.087632285
1979-09-16 9 7 16 1979 348819.911871 705564.522447297 0 81919 329192.169064618 216398.472246067 0 6850552.2548145 487199.438814498 39557.1843130736 51307.1843130736 12500 1500000 NA 0 0 0 0 177034.101022053 348819.911871 301021.008349168
1979-09-23 9 8 23 1979 338860.749725 690187.687290737 0 81919 325433.083964624 209682.081326148 0 6657276.38064773 293923.564647732 39557.1843130736 38807.1843130736 12500 1500000 NA 0 0 0 0 104958.862158075 338860.749725 334149.339331013
1979-09-30 9 9 30 1979 367633.498458 1093055.40472456 0 81919 233394.564840781 103840.604853983 0 6452271.87029146 88919.0542914644 39557.1843130736 26307.1843130736 12500 1500000 NA 0 0 0 0 61494.5052442588 367633.498458 268435.472297248
1979-10-07 10 10 7 1979 321120.5632584 971193.037612475 0 69419 580873.637198912 421207.308883282 0 6443178.78168136 654835.549681356 39557.1843130736 0 0 0 NA 0 0 0 0 0 321120.5632584 301018.311990421
1979-10-14 10 11 14 1979 285247.961790145 1662208.89269608 0 69419 431574.036674972 246945.298197133 0 6035288.53019713 246945.298197133 39557.1843130736 0 0 0 NA 0 0 0 0 0 285247.961790145 333205.8596591
1979-10-21 10 12 21 1979 338516.901486268 1630751.29879025 0 69419 308864.73367759 120484.743194917 0 5826537.19071591 38193.9587159101 39557.1843130736 0 0 0 NA 0 0 0 0 0 338516.901486268 297965.205547889
1979-10-28 10 13 28 1979 533147.567418992 1506062.85015725 0 69419 264117.847070726 103151.072945173 0 5755849.77643099 0 39557.1843130736 0 0 0 NA 0 0 0 0 0 533147.567418992 375496.04139054
1979-11-04 11 14 4 1979 337120.3664145 573736.01202554 0 69419 0 0 0 5719681.73017582 0 0 0 0 0 NA 0 0 0 0 0 337120.3664145 487563.061023084
1979-11-11 11 15 11 1979 285563.9929 1671588.85338514 0 69419 437342.4049475 427190.07057582 0 5695664.34057582 427190.07057582 0 0 0 0 NA 0 0 0 0 0 285563.9929 376569.120960584
1979-11-18 11 16 18 1979 249099.402 654937.790080501 0 69419 0 0 0 5236765.71875 0 0 0 0 0 NA 0 0 0 0 0 249099.402 343375.602355164
1979-11-25 11 17 25 1979 248297.2286 653601.4182765 0 69419 0 0 0 5207050.3121 0 0 0 0 0 NA 0 0 0 0 0 248297.2286 349837.668160584
1979-12-02 12 18 2 1979 246825.3248 874147.25 0 44419 0 0 0 5180951.00195 0 0 25000 0 0 NA 0 0 0 0 0 246825.3248 781875.76129759
1979-12-09 12 19 9 1979 345641.5322 1653887.8023275 0 44419 471784.35417 471784.35417 0 5182703.62517 471784.35417 0 50000 0 0 NA 0 0 0 0 0 345641.5322 315223.019050772
1979-12-16 12 20 16 1979 315738.7477 614144.783652501 0 44419 11609.0714800004 11609.0714800004 0 4722528.34248 11609.0714800004 0 75000 0 0 NA 0 0 0 0 0 315738.7477 408654.151556192
1979-12-23 12 21 23 1979 289574.0569 574785.443442824 0 44419 557.637491784884 0 0 4705327.72753 0 0 1e+05 0 0 NA 0 0 0 0 0 289574.0569 398942.470700772
1979-12-30 12 22 30 1979 306671.6403 612873.07981978 0 44419 14712.3721008039 0 0 4697117.90114 0 0 125000 0 0 NA 0 0 0 0 0 306671.6403 416985.723756192
1980-01-06 1 23 6 1980 292126.0444 1487646.20025429 0 0 411889.708128492 0 0 4524376.87170042 1711842.12470042 0 406250 0 0 NA 0 0 0 0 0 242126.0444 472875.974414784
1980-01-13 1 24 13 1980 288160.6202 1865700.88260626 0 0 410483.57738726 0 0 4318919.99839042 1506385.25139042 0 687500 0 0 NA 0 0 0 0 0 238160.6202 298580.321046354
1980-01-20 1 25 20 1980 519465.1226 2058609.87878438 0 0 486605.227856376 0 0 4112808.75566042 1300274.00866042 0 968750 0 0 NA 0 0 0 0 0 469465.1226 292719.965646354
1980-01-27 1 26 27 1980 376951.6347 2023172.88671721 0 0 477524.142025067 0 0 3906059.48254042 1093524.73554042 1e+06 1250000 0 0 NA 0 0 0 0 0 326951.6347 279347.966376354
1980-02-03 2 27 3 1980 301478.3271 2211731.70295642 0 38169 548977.043895332 143907.221123712 0 3914758.04599042 1102223.29899042 1e+06 1281250 0 0 NA 0 0 0 0 0 251478.3271 584714.380461625
1980-02-10 2 28 10 1980 343256.7453 2329058.69802443 0 38169 709267.042773713 325917.284179952 0 3784811.1629767 2163353.5299767 1e+06 1312500 0 0 NA 0 0 0 0 0 305756.7453 268370.873611956
1980-02-17 2 29 17 1980 340444.219599999 2132164.00993079 0 38169 633851.873220489 296077.546588675 0 3472084.28727675 1850626.65427675 1e+06 1343750 0 0 NA 0 0 0 0 0 302944.2196 275549.946678514
1980-02-24 2 30 24 1980 720076.4973 1785908.95700791 0 38169 489377.399095819 229500.149646643 0 3190376.47730808 1568918.84430808 1e+06 1375000 0 0 NA 0 0 0 0 0 682576.497300001 311614.340849865
1980-03-02 3 31 2 1980 617233.5950771 1609603.98613366 0 44419 381321.828690593 182966.439954327 0 2981032.09947143 1359574.46647143 1e+06 1400000 0 0 NA 0 0 0 0 0 579733.5950771 450435.709735478
1980-03-09 3 32 9 1980 491953.748100754 3841985.61802712 0 44419 1238721.24900122 774782.173756603 0 2825145.19694711 1863986.60094711 1e+06 1425000 0 0 NA 0 0 0 0 0 466953.748100754 726455.658831398
1980-03-16 3 33 16 1980 424330.8369326 3950571.64019897 0 44419 1253155.81594131 800354.773877403 0 2075409.5228805 1114250.9268805 1e+06 1450000 0 0 NA 0 0 0 0 0 399330.8369326 514455.286975995
1980-03-23 3 34 23 1980 422332.234380679 1931416.90891024 0 44419 487460.749734743 335811.568353101 0 1296970.1643531 335811.568353101 1e+06 1475000 0 0 NA 0 0 0 0 0 397332.234380679 487486.132302398
1980-03-30 3 35 30 1980 394488.2096832 725190.856095 0 44419 31044.32907 31044.32907 0 992202.92507 31044.32907 1e+06 1500000 0 0 NA 0 0 0 0 0 369488.2096832 508485.292240398
1980-04-06 4 36 6 1980 399781.52258714 643079.6244095 0 78169 0 0 0 986768.3336 0 1e+06 1491250 8750 0 NA 0 0 0 0 0 374781.52258714 434668.233689581
1980-04-13 4 37 13 1980 434862.558018 599926.8758415 0 78169 0 0 0 1022908.00081 0 1e+06 1482500 8750 0 NA 0 0 0 0 0 409862.558018 530605.219584581
1980-04-20 4 38 20 1980 478813.547763 726857.4401972 0 78169 0 0 0 1184288.44317598 0 1e+06 1473750 8750 0 NA 0 0 0 0 0 453813.547763 518517.109008989
1980-04-27 4 39 27 1980 958580.7924461 1576903.70917527 0 78169 305894.922009876 305894.922009876 0 1632006.33282598 393161.148825982 1e+06 1465000 8750 0 NA 0 0 0 0 0 933580.7924461 1439741.82594605
1980-05-04 5 40 4 1980 711348.7778036 1803039.25 0 82419 0 0 0 1960088.82561611 0 1e+06 1452000 13000 0 NA 0 0 0 0 0 871348.7778036 2882491.88434493
1980-05-11 5 41 11 1980 528394.69606213 1803039.25 0 82419 0 0 0 2598452.07491611 0 1e+06 1439000 13000 0 NA 0 0 0 0 0 638394.69606213 3313371.06611098
1980-05-18 5 42 18 1980 577162.577954 1803039.25 0 82419 0 0 0 3209949.61355462 132025.827554625 1e+06 1426000 13000 0 NA 0 0 0 0 231859.252280051 687162.577954 2824214.4553983
1980-05-25 5 43 25 1980 401788.621981613 874452.408491161 0 82419 0 0 0 3886905.56402698 808981.778026977 1e+06 1413000 13000 0 NA 0 0 0 0 478866.098050633 511788.621981613 1844084.41077121
1980-06-01 6 44 1 1980 649798.836554001 899807.923897483 0 82419 0 0 0 4397341.31462698 1319417.52862698 1e+06 1400000 13000 0 NA 0 0 0 0 1392424.40959937 759798.836554001 2163958.05764018
1980-06-08 6 45 8 1980 1001134.19415 340585.738850593 0 95669 0 0 0 4799190.87532698 0 1e+06 1373750 26250 0 NA 0 0 0 0 1744380.87532698 1001134.19415 1677424.18747001
1980-06-15 6 46 15 1980 772141.984932341 147733.25 0 95669 0 0 0 5182989.9687451 0 1e+06 1347500 26250 0 NA 0 0 0 0 2124620.04608283 772141.98493234 1442054.7308167
1980-06-22 6 47 22 1980 529060.4828545 471913.882291669 0 419849.632291669 0 0 0 5259960 0 1e+06 1321250 26250 0 NA 0 0 0 0 2259663.43796369 529060.4828545 1891540.94431691
1980-06-29 6 48 29 1980 331014.139414 498434.28417326 0 429843.7475671 15325.7672699456 0 16526.2866061608 9095124.1208677 0 1e+06 1295000 26250 0 NA 0 0 0 0 2320412.74355369 331014.139414 1529576.17687156
1980-07-06 7 49 6 1980 329828.608805 153983.25 0 101919 79329.4095471775 0 87325.9931778962 29069944.013644 0 983473.713393839 1245973.71339384 32500 0 NA 0 0 0 0 2678569.8830106 329828.608805 1024260.83003895
1980-07-13 7 50 13 1980 206821.795468 153983.25 0 101919 294769.650619128 0 342885.302344309 108213439.346056 0 983473.713393839 1213473.71339384 32500 0 NA 0 0 0 0 2981359.62904654 206821.795468 625262.05379935
1980-07-20 7 51 20 1980 191489.068353252 261532.533910416 0 101919 478500.169932583 0 619828.379135817 185395376.759596 0 980193.556025099 1177693.5560251 32500 0 NA 0 0 0 0 2891352.29736885 134438.471814 609062.150968215
1980-07-27 7 52 27 1980 237720.426388051 318576.2566207 0 101919 370405.822592008 0 0 6472675.82311072 0 437733.484284048 602733.484284048 32500 0 NA 0 0 0 0 1393229.04670641 100323.381526 451236.868353465
1980-08-03 8 1 3 1980 151175.879726697 750944.227547692 0 92419 32979.8209547961 0 230742.320378107 47750021.4181693 0 437733.484284048 579733.484284048 23000 0 NA 0 0 0 0 476460.625081487 108623.521128 432438.751914431
1980-08-10 8 2 10 1980 106780.505612 973710.748694111 0 92419 170955.085684592 4751.39502985186 641394.219083053 144667058.759751 0 374721.894986016 493721.894986016 23000 0 NA 0 0 0 0 772397.626380512 106780.505612 381242.458200639
1980-08-17 8 3 17 1980 113553.515703 445746.757851618 0 92419 298842.144407442 0 96000 25914405.5540641 114604.969205279 70457.9455397197 166457.945539719 23000 0 NA 0 0 0 0 225501.260084264 99368.0993380001 464842.386134617
1980-08-24 8 4 24 1980 157366.44929523 715847.925388053 0 287555.317614532 215243.353219247 16.7356687640651 213915.891079439 55302522.9149428 13731.4469205616 70457.9455397197 143457.945539719 23000 0 NA 0 0 0 0 700640.091847713 171551.86566023 762536.530948557
1980-08-31 8 5 31 1980 120787.17613316 544634.029162677 0 264982.868473128 225351.699399166 1152.58027391211 190915.891079439 41595174.4663545 36731.4469205616 70457.9455397197 120457.945539719 23000 0 NA 0 0 0 0 557851.917433316 120787.17613316 704490.421802378
1980-09-07 9 6 7 1980 114996.4328833 426464.229823388 0 273539.478897157 296163.53363325 86818.2403168423 83790.2147604088 10038305.3955376 652816.969239592 70457.9455397197 107957.945539719 12500 0 NA 0 0 0 0 350643.755884757 155687.5636165 500892.304467277
1980-09-14 9 7 14 1980 104569.117266 492389.296864978 0 81919 351136.583838283 150882.065179327 0 7078683.05462926 715330.238629263 70457.9455397197 95457.9455397194 12500 0 NA 0 0 0 0 232188.67516785 244210.909340699 434069.492114004
1980-09-21 9 8 21 1980 304335.3697567 697025.330909702 0 81919 312376.009454576 131166.001069602 0 6952666.58011698 589313.764116975 70457.9455397197 82957.9455397194 12500 0 NA 0 0 0 0 118880.194932721 361002.4469488 366327.625826141
1980-09-28 9 9 28 1980 227029.5533489 837089.28077861 0 81919 339589.168814583 150823.842243111 0 7018037.70148249 654684.885482493 70457.9455397197 70457.9455397194 12500 0 NA 0 0 0 0 186920.935475074 227029.5533489 398666.752017515
1980-10-05 10 10 5 1980 184746.735185 509679.917769026 0 140779.867437078 565802.995861251 320134.774963251 0 7049960 1261616.768 70457.9455397197 0 0 0 NA 0 0 0 0 149506.715547782 184746.735185 272517.88354052
1980-10-12 10 11 12 1980 174781.513846299 804935.552312357 0 69419 587501.281949984 337664.207309714 0 6814680.85340555 1026337.62140555 70457.9455397197 0 0 0 NA 0 0 0 0 89681.149188376 174781.513846299 363091.533939267
1980-10-19 10 12 19 1980 222428.868193185 1157371.83373578 0 69419 584897.085366393 349277.90621767 0 6539888.21465926 751544.982659264 70457.9455397197 0 0 0 NA 0 0 0 0 47988.6513304776 222428.868193185 296689.977933019
1980-10-26 10 13 26 1980 262844.082265514 1744373.12649632 0 69419 562196.186106121 363980.289550042 0 6272013.51289906 483670.280899055 70457.9455397197 0 0 0 NA 0 0 0 0 7280.85009851959 262844.082265514 314297.233485713
1980-11-02 11 14 2 1980 197009.584623561 540497.25 0 69419 0 0 0 5983016.91511077 194673.683110768 0 0 0 0 NA 0 0 0 0 0 197009.584623561 340985.480778308
1980-11-09 11 15 9 1980 157248.8752 1133081.84608985 0 69419 1102120.08418769 923351.666530768 0 6191825.93653077 923351.666530768 0 0 0 0 NA 0 0 0 0 5412.10990478843 157248.8752 218294.826264131
1980-11-16 11 16 16 1980 211457.2408 1582960.67331499 0 69419 308942.810299998 211752.15714 0 5480226.42714 211752.15714 0 0 0 0 NA 0 0 0 0 0 211457.2408 509688.614812471
1980-11-23 11 17 23 1980 192837.0798 1275305.63988751 0 69419 204589.935000002 107399.27513 0 5375873.54513 107399.27513 0 0 0 0 NA 0 0 0 0 0 192837.0798 395483.591164131
1980-11-30 11 18 30 1980 201193.184799999 1226475.1216875 0 44419 197649.856 100459.1936 0 5368933.4636 100459.1936 0 25000 0 0 NA 0 0 0 0 0 201193.184799999 402364.742264131
1980-12-07 12 19 7 1980 229929.3269 2361386.77035443 0 44419 744031.190334434 532321.702320128 0 5332271.45528 621352.18428 0 50000 0 0 NA 0 0 0 0 0 229929.3269 424345.452650965
1980-12-14 12 20 14 1980 234603.6485 2378279.29121078 0 44419 413372.224965567 153016.284459872 0 4863935.55545987 153016.284459872 0 75000 0 0 NA 0 0 0 0 0 234603.6485 432704.168947735
1980-12-21 12 21 21 1980 177584.0651 1990956.87853748 0 44419 319348.909299995 83316.20419 0 4794235.47519 83316.20419 0 1e+05 0 0 NA 0 0 0 0 0 177584.0651 334357.573050965
1980-12-28 12 22 28 1980 239370.3838 1773312.7039425 0 44419 301109.471900001 65076.7506799996 0 4775996.02168 65076.7506799996 0 125000 0 0 NA 0 0 0 0 0 239370.383800001 640646.278166307
