"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "UpSnake" "MdlSnake"
1979-08-05 8 1 5 1979 20075520 7327300 1423400 589210 5220330.16379348 3307643.42246281 8631571.50731909 2899913.03159833 1301683.42362125 2577600 4242400
1979-08-12 8 2 12 1979 20075520 6988840.44981467 1423400 589210 4998647.33369657 3174973.33107783 8337329.61074005 2743832.27954446 1212734.90278922 2577600 4242400
1979-08-19 8 3 19 1979 20075520 7001081.25727055 1419757.32862581 589210 4975000 3154210.41125371 8316000 2623731.88325881 1247242.40804905 2577600 4242400
1979-08-26 8 4 26 1979 20075520 7061940.24248737 1399937.098 589210 4975000 3153933.88977689 8302676.61230528 2438767.42 1204989.9475768 2577600 4242400
1979-09-02 9 5 2 1979 20075520 6971962.95804611 1399937.098 586542.92961582 4964030 3105469.01656628 8281628.30742529 2411579.66745848 1420000 2577600 4242400
1979-09-09 9 6 9 1979 20075520 6935407.42815515 1401376.27593223 601908 4971368.5605392 3059905.43557218 8146803.45103359 2380898.77364392 1420000 2577600 4242400
1979-09-16 9 7 16 1979 20075520 6930361.01998851 1399358.23639376 605986.328166345 4957894.26185374 3003412.66155451 7980028.51218742 2347115.50561954 1420000 2577600 4242400
1979-09-23 9 8 23 1979 20041276.9082513 6713741.48363466 1388760.55258897 566728.332189505 4927476.48610182 2935887.49167424 7841867.01237855 2311541.00626098 1420000 2577600 4242400
1979-09-30 9 9 30 1979 20007460.5452575 6602078.44975056 1386052.769 519913.612656175 4901509.27009361 2863337.58554126 7579219.94654093 2274841.65778567 1420000 2577600 4242400
1979-10-07 10 10 7 1979 19875821.2083907 6249311.47279807 1367357.44851246 470281.351726785 4871281.23336694 2825845.68661899 7339006.83719736 2240004.90534708 1420000 2577600 4242400
1979-10-14 10 11 14 1979 19707544.1494329 6015683.232 1348009.76666236 412437.389841898 4824806.95534612 2788391.08164736 7176152.98609972 2203136.88287944 1420000 2577600 4242400
1979-10-21 10 12 21 1979 19537778.1373702 5933392.44752099 1338936.47073839 363437.677975818 4782694.75862088 2762639.69391736 6917219.05191931 2179590.90631115 1420000 2577600 4242400
