"Week" "Month" "Day" "Year" "ALBEN" "ARROW" "BONFE" "BONNE" "BOUND" "BROWN" "CABIN" "CHIEF" "COLFA" "CORRA" "DALLE" "DUNCA" "DWORS" "FLAPO" "FLASF" "GCOUL" "HCANY" "ICEHA" "JDAYY" "LIBBY" "LGOOS" "LGRAN" "LMONU" "MCNAR" "MICAA" "MILNE" "NOXON" "OXBOW" "PALIS" "PRIRA" "REVEL" "RISLA" "ROCKY" "WANAP" "WELLS"
11 10 14 1979 69.7082952902905 0 0 1386.35208392497 4.33656216962156 365.721678189117 0 63.7985328436994 0 517.044090117832 165.515846809498 0 0 44.677615568811 0 3666.48516534966 0 25.8737402351268 662.231941417995 0 5.29391773392323 15.1992885572577 138.748544088533 4820.8250833569 0 5180.14639863 0 0 0 239.384135919452 0 1282.20194688147 675.303493211947 192.159777402638 1639.13681707084
12 10 21 1979 69.7082952902905 17.5652461810012 0 552.896043099281 4.33656216962156 0 0 14.9200849388493 0 0 22.9594970888621 0 0 0 0 1996.02196410555 0 14.241796508504 646.396998746265 0 5.29391773392323 15.1992885572577 138.748544088533 2985.96526426482 0 0 0 0 0 136.606825308783 0 348.838011263458 203.204766359406 142.383913314184 769.133602573119
13 10 28 1979 69.7082952902905 0 0 55.7699091105217 4.33656216962156 52.8576684563712 0 8.12802235970149 0 0 6.46637462308512 0 0 0 0 1187.53379539285 0 14.241796508504 118.669616111107 0 5.29391773392323 15.1992885572577 138.748544088533 1284.73919643386 0 0 0 0 0 130.383550763728 0 200.327521493505 38.3378935812917 133.893206319243 85.475719951442
14 11 4 1979 43.7135645758341 0 0 31.0483944484799 1.83683883608514 16.9252406344504 0 1.96841676155451 0 0 3.36097628051987 0 0 0 0 729.127343011351 0 4.5743047766738 57.8266865045689 0 1.38770351618956 4.2057448797743 73.285286928388 742.7887961901 0 0 0 0 0 70.1982344235928 0 111.638548055445 14.9241966932515 80.9454987445551 38.7869698573712
15 11 11 1979 43.7135645758341 0 0 31.0483944484799 1.83683883608514 0 0 1.96841676155451 0 0 3.36097628051987 0 0 0 0 708.797206038255 0 4.5743047766738 57.8266865045689 0 1.38770351618956 4.2057448797743 73.285286928388 742.7887961901 0 0 0 0 0 70.1982344235928 0 111.638548055445 14.9241966932515 80.9454987445551 38.7869698573712
16 11 18 1979 43.7135645758341 0 0 31.0483944484799 1.83683883608514 0 0 1.96841676155451 0 0 3.36097628051987 0 0 0 0 708.797206038255 0 4.5743047766738 57.8266865045689 0 1.38770351618956 4.2057448797743 73.285286928388 742.7887961901 0 0 0 0 0 70.1982344235928 0 111.638548055445 14.9241966932515 80.9454987445551 38.7869698573712
17 11 25 1979 43.7135645758341 0 0 31.0483944484799 1.83683883608514 0 0 1.96841676155451 0 0 3.36097628051987 0 0 0 0 708.797206038255 0 4.5743047766738 57.8266865045689 0 1.38770351618956 4.2057448797743 73.285286928388 742.7887961901 0 0 0 0 0 70.1982344235928 0 111.638548055445 14.9241966932515 80.9454987445551 38.7869698573712
18 12 2 1979 31.7878745800058 0 0 24.5500610988269 1.47654402784372 0 0 1.27859815540121 0 0 2.53201174820803 0 0 0 0 520.797975190501 0 3.65867963377734 39.7651847173565 0 0.96072680407473 2.96167133252059 48.369369481685 556.469858674697 0 0 0 0 0 52.9614469652959 0 90.2912988023776 10.561480574498 61.1572579489627 27.5442807219773
19 12 9 1979 31.7878745800058 0 0 24.5500610988269 1.47654402784372 0 0 1.27859815540121 0 0 2.53201174820803 0 0 0 0 520.797975190501 0 3.65867963377734 39.7651847173565 0 0.96072680407473 2.96167133252059 48.369369481685 556.469858674697 0 0 0 0 0 52.9614469652959 0 90.2912988023776 10.561480574498 61.1572579489627 27.5442807219773
20 12 16 1979 31.7878745800058 0 0 24.5500610988269 1.47654402784372 0 0 1.27859815540121 0 0 2.53201174820803 0 0 0 0 520.797975190501 0 3.65867963377734 39.7651847173565 0 0.96072680407473 2.96167133252059 48.369369481685 556.469858674697 0 0 0 0 0 52.9614469652959 0 90.2912988023776 10.561480574498 61.1572579489627 27.5442807219773
21 12 23 1979 31.7878745800058 0 0 24.5500610988269 1.47654402784372 0 0 1.27859815540121 0 0 2.53201174820803 0 0 0 0 520.797975190501 0 3.65867963377734 39.7651847173565 0 0.96072680407473 2.96167133252059 48.369369481685 556.469858674697 0 0 0 0 0 52.9614469652959 0 90.2912988023776 10.561480574498 61.1572579489627 27.5442807219773
22 12 30 1979 31.7878745800058 0 0 24.5500610988269 1.47654402784372 0 0 1.27859815540121 0 0 2.53201174820803 0 0 0 0 520.797975190501 0 3.65867963377734 39.7651847173565 0 0.96072680407473 2.96167133252059 48.369369481685 556.469858674697 0 0 0 0 0 52.9614469652959 0 90.2912988023776 10.561480574498 61.1572579489627 27.5442807219773
23 1 6 1980 45.1743622432551 0 0 32.1752653009104 1.85802014608 0 0 1.96916691048944 0 0 3.27341135454229 0 0 0 0 713.819763509079 0 4.34453965458412 50.9526131833411 0 1.2051747679966 3.68690252822007 61.9288138297889 704.050385089366 0 0 0 0 0 69.2325524094985 0 111.985625778961 14.1964895221466 79.5341255056474 39.508310427194
24 1 13 1980 45.1743622432551 0 0 32.1752653009104 1.85802014608 0 0 1.96916691048944 0 0 3.27341135454229 0 0 0 0 713.819763509079 0 4.34453965458412 50.9526131833411 0 1.2051747679966 3.68690252822007 61.9288138297889 704.050385089366 0 0 0 0 0 69.2325524094985 0 111.985625778961 14.1964895221466 79.5341255056474 39.508310427194
25 1 20 1980 45.1743622432551 0 0 32.1752653009104 1.85802014608 0 0 1.96916691048944 0 0 3.27341135454229 0 0 0 0 713.819763509079 0 4.34453965458412 50.9526131833411 0 1.2051747679966 3.68690252822007 61.9288138297889 704.050385089366 0 0 0 0 0 69.2325524094985 0 111.985625778961 14.1964895221466 79.5341255056474 39.508310427194
26 1 27 1980 45.1743622432551 0 0 32.1752653009104 1.85802014608 0 0 1.96916691048944 0 0 3.27341135454229 0 0 0 0 713.819763509079 0 4.34453965458412 50.9526131833411 0 1.2051747679966 3.68690252822007 61.9288138297889 704.050385089366 0 0 0 0 0 69.2325524094985 0 111.985625778961 14.1964895221466 79.5341255056474 39.508310427194
27 2 3 1980 41.1830264547849 0 0 30.6392764850959 1.56903733486366 0 0 1.6028521285231 0 0 3.08964484092933 0 0 0 0 666.461842848965 0 4.50850508957563 46.6832634642028 0 1.19024284783545 3.65920367769421 57.0257571815299 684.914677444564 0 0 0 0 0 65.7445191264707 0 105.201656439118 13.2986507065815 75.9379607580527 39.0433473434062
28 2 10 1980 41.1830264547849 0 0 30.6392764850959 1.56903733486366 0 0 1.6028521285231 0 0 3.08964484092933 0 0 0 0 666.461842848965 0 4.50850508957563 46.6832634642028 0 1.19024284783545 3.65920367769421 57.0257571815299 684.914677444564 0 0 0 0 0 65.7445191264707 0 105.201656439118 13.2986507065815 75.9379607580527 39.0433473434062
29 2 17 1980 41.1830264547849 0 0 30.6392764850959 1.56903733486366 0 0 1.6028521285231 0 0 3.08964484092933 0 0 0 0 666.461842848965 0 4.50850508957563 46.6832634642028 0 1.19024284783545 3.65920367769421 57.0257571815299 684.914677444564 0 0 0 0 0 65.7445191264707 0 105.201656439118 13.2986507065815 75.9379607580527 39.0433473434062
30 2 24 1980 41.1830264547849 0 0 30.6392764850959 1.56903733486366 0 0 1.6028521285231 0 0 3.08964484092933 0 0 0 0 666.461842848965 0 4.50850508957563 46.6832634642028 0 1.19024284783545 3.65920367769421 57.0257571815299 684.914677444564 0 0 0 0 0 65.7445191264707 0 105.201656439118 13.2986507065815 75.9379607580527 39.0433473434062
31 3 2 1980 36.8808443849461 0 0 26.5791095042122 1.66676722184941 712.990499708711 0 1.61836523507443 0 0 2.91045239563917 0 0 0 0 601.616497846926 0 19.4109537007229 1056.28170795323 0 1.35442666554472 3.99332905653614 61.5036329491227 1806.23212889152 0 0 0 0 0 57.838776790721 0 93.1311793034571 14.3895567737011 65.8272329562802 30.5272711863571
