Elevation	Volume
437	383600
437.1	384400
437.2	385100
437.3	385900
437.4	386600
437.5	387400
437.6	388100
437.7	388900
437.8	389700
437.9	390400
438	391200
438.1	391900
438.2	392700
438.3	393400
438.4	394200
438.5	395000
438.6	395700
438.7	396500
438.8	397200
438.9	398000
439	398700
439.1	399500
439.2	400200
439.3	401000
439.4	401800
439.5	402500
439.6	403300
439.7	404000
439.8	404800
439.9	405500
440	406300
