"date" "month" "week" "day" "year" "ARFirmEngSupReq" "TotalEnergyContent" "TotalECCEnergyContent" "FirmEnergyDeficit" "TotalCoordPreEnergy" "TotalNFEnergyContent" "NonFirmEnergyDeficit"
1980-02-17 2 29 17 1980 0 16832657.388469 68198.9663338724 0 1589202.12528865 78197.9663338724 899597.874711351
1980-02-24 2 30 24 1980 0 16745333.0971392 74767.7890611966 0 1665880.51760545 84766.7890611966 710719.482394546
1980-03-02 3 31 2 1980 0 16786353.7229164 94781.8719854744 0 1701587.12277972 104780.871985474 562812.877220279
1980-03-09 3 32 9 1980 0 16973621.3001282 68641.7400416038 0 1615641.35552335 78640.7400416038 1640258.64447665
1980-03-16 3 33 16 1980 0 16718735.3316033 60444.3548628133 0 1457403.28315334 70443.3548628133 1699196.71684666
1980-03-23 3 34 23 1980 0 16617427.8529529 58028.7568083915 0 1440542.8074817 68027.7568083915 1616757.1925183
1980-03-30 3 35 30 1980 0 16586876.5442734 67665.4693465881 0 1459825.1526837 77664.4693465881 1498174.8473163
1980-04-06 4 36 6 1980 0 16354422.4387515 24164.947765013 0 1348881.12472246 34163.947765013 1427618.87527754
1980-04-13 4 37 13 1980 0 16418699.7939801 24535.0994894154 0 1350945.10775085 34534.0994894154 1365254.89224915
1980-04-20 4 38 20 1980 0 16801446.9748889 85965.0975033586 0 1402233.36977037 95964.0975033586 1253666.63022963
1980-04-27 4 39 27 1980 0 18739001.1040499 237834.037472056 0 2096483.9679501 247833.037472056 499116.032049897
1980-05-04 5 40 4 1980 0 21286187.4717379 224519.830574384 0 2956626.56274847 234518.830574384 0
1980-05-11 5 41 11 1980 0 25288291.8214379 1105068.1896124 0 3304074.20776949 1115067.1896124 0
1980-05-18 5 42 18 1980 0 26858655.2654093 1343114.72686979 0 4109025.83621581 1353113.72686979 0
1980-05-25 5 43 25 1980 0 28141798.0158004 1601917.26429377 0 3973283.18685181 1611916.26429377 0
1980-06-01 6 44 1 1980 0 29831980.962211 1654640.56089369 0 4000509.84196663 1664639.56089369 0
1980-06-08 6 45 8 1980 0 31446125.4849614 1638370.99584172 0 3729548.61303919 1648369.99584172 0
1980-06-15 6 46 15 1980 0 32558993.9635787 1213132.77412476 0 3478362.05741309 1223131.77412476 0
1980-06-22 6 47 22 1980 0 33759327.2374771 606622.999806504 0 3460129.64642029 616621.999806504 0
1980-06-29 6 48 29 1980 0 35592588.0206774 0 0 2945076.21100319 9999 0
