"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "UpSnake" "MdlSnake"
1980-02-03 2 27 3 1980 15118319.2108909 3242112.06720147 350355.737280087 665960 3733558.22042122 2248628.32023159 3921900 2007573.0202233 1170000 2580000 4242400
1980-02-10 2 28 10 1980 14927610.03 3084899.644 352764.5734646 621063 3684600 2211206.19168302 3921900 1993381.25605821 1132500 2542500 4205550
1980-02-17 2 29 17 1980 14919778.64767 3084899.644 353400 576165 3656140 2176269.31345302 3921900 1976961.02828821 1095000 2505000 4168700
1980-02-24 2 30 24 1980 14911529.53741 3084899.644 353400 531268 3627670 2145221.44841302 3921900 1990674.65239821 1057500 2467500 4131850
1980-03-02 3 31 2 1980 14904482.63612 3084899.644 353400 486370 3599210 2125684.79403302 3921900 2035914.38713821 1020000 2430000 4095000
1980-03-09 3 32 9 1980 14900451.14688 3111979.18143 353400 402130 3570250 2096578.14703302 3921900 2075524.91491821 995000 2400000 4072500
1980-03-16 3 33 16 1980 14894419.00395 3137025.68112 353400 317890 3543140 2063155.23210302 3921900 2092930.09142821 970000 2370000 4050000
1980-03-23 3 34 23 1980 14887575.7609 3158941.09647 353400 233650 3517210 2029898.42108302 3921900 2105660 945000 2340000 4027500
1980-03-30 3 35 30 1980 14882238.80724 3189985.42554 353400 149410 3490000 1996779.05716302 3921900 2116620 920000 2310000 4005000
1980-04-06 4 36 6 1980 14876236.29088 3215595.16314 353400 144000 3482500 1960166.17869302 3921900 2116340.64636 895000 2282500 3976880
1980-04-13 4 37 13 1980 14873642.39707 3251734.83035 353400 144000 3476630 1925773.02325302 3921900 2137637.80745786 870000 2255000 3948750
1980-04-20 4 38 20 1980 14890167.4001166 3413115.27271598 353400 221103 3473260 1963124.02390302 3921900 2238000 845000 2227500 3920630
1980-04-27 4 39 27 1980 14931358.3854803 3727300 353400 245000 3469890 2144615.58782125 4723000.48104246 2395081.71831882 820000 2200000 3892500
1980-05-04 5 40 4 1980 15061623.3159309 3727300 353400 267000 3870627.47535443 2371699.08592125 6643644.03334739 2551909.57945364 1420000 2275600 3962400
1980-05-11 5 41 11 1980 15288131.3713781 3727300 353400 289000 4280494.26629278 2545967.43692125 9021900.90565837 2681506.36112119 1420000 2351200 4032300
1980-05-18 5 42 18 1980 15537682.5810572 4366565.13863852 353400 309000 4587797.27862772 2623765.47111295 9107300 2734305.56225354 1420000 2426800 4102200
1980-05-25 5 43 25 1980 15837930.1077004 3810431.23162122 353400 332848.87728141 4998659.0612976 2703531.95405559 9107300 2723677.07547773 1420000 2502400 4172100
1980-06-01 6 44 1 1980 16128353.0364004 3727300 353400 355000 5530805.03589761 2875717.46125559 9107300 2844376.93387773 1420000 2578000 4242000
1980-06-08 6 45 8 1980 16535638.2613123 3737465.42059191 353400 386250 5855100 3039689.83855559 9107300 2963355.29957773 1420000 2577900 4242100
1980-06-15 6 46 15 1980 16943870.7906031 3727300 353400 417500 5855100 3157984.07905559 9107300 3059412.93106002 1420000 2577800 4242200
1980-06-22 6 47 22 1980 17473047.9809655 3727300 353400 448750 5855100 3242307.43968155 9107300 3139333.44825574 1420000 2577700 4242300
1980-06-29 6 48 29 1980 17978486.7341478 3727300 353400 480000 5853457.14312598 3329001.90535672 9105822.90348323 3160010.78817793 1420000 2577600 4242400
1980-07-06 7 49 6 1980 18403653.6497647 4142866.6395921 452721.7866 507303 5717585.24893762 3343224.72213557 8983660.16075939 3110200.83381209 1420000 2577600 4242400
1980-07-13 7 50 13 1980 18804052.3876307 4538771.07625455 564513.7601 534605 5378352.30142945 3260338.67219108 8660059.12974735 3033359.4121421 1420000 2577600 4242400
1980-07-20 7 51 20 1980 18977718.5 5013437.25901798 683563.1009 561908 4975000 3166000 8316000 2864959.42864447 1364123.00030741 2577600 4242400
1980-07-27 7 52 27 1980 19000082.19 5262200.59136976 780403.19924 589210 4975000 3166000 8235129.28801346 2633440.59847669 1228293.00747029 2577600 4242400
1980-08-03 8 1 3 1980 19233132.8053997 5473165.94266106 869027.60584 589210 4975000 3166000 8139429.6333279 2417356.97938191 1183000 2577600 4242400
1980-08-10 8 2 10 1980 19398633.9144122 5745489.01669228 972716.12664 589210 4975000 3166000 7963283.08777792 2258636.28818524 1183000 2577600 4242400
1980-08-17 8 3 17 1980 19400640.6860012 5874427.23286289 1026791.60890275 589210 4970062.13702021 3162752.28292001 7929488.75639393 2237047.74026811 1171510.213341 2577600 4242400
1980-08-24 8 4 24 1980 19413702.6181374 6066209.7633307 1093828.95376066 589210 4966049.08605842 3160112.83054865 7882538.31316852 2228639.20924267 1183000 2577600 4242400
1980-08-31 8 5 31 1980 19353810.627175 6161025.00667619 1140221.10152659 589210 4954137.11786746 3138157.84915103 7902436.50373542 2210713.5626254 1183000 2577600 4242400
1980-09-07 9 6 7 1980 19334089.2601306 6325149.47376302 1167555.60123907 601908 4930331.99803727 3112668.76592563 7577928.80592954 2208790.53629607 1224986.8221198 2577600 4242400
1980-09-14 9 7 14 1980 19248045.2670842 6346476.05079184 1182817.78854948 574707.71030643 4933565.00468118 3056562.49527949 7527321.26719218 2188713.35165158 1365431.6885265 2577600 4242400
1980-09-21 9 8 21 1980 19215486.7582846 6293828.98318516 1222400.7522546 547113.64343525 4952567.70839829 3035877.24085504 7419939.7879155 2183980.33240212 1420000 2577600 4242400
1980-09-28 9 9 28 1980 19180356.6282612 6401125.24526498 1253654.96304269 570362.603265702 4947006.2194196 2993910.32278168 7255997.76564388 2185472.67264265 1420000 2577600 4242400
1980-10-05 10 10 5 1980 19064769.8278198 6328671.0470208 1299538.58322231 537452.781608782 4921992.88451642 2972409.46493555 6948346.51292755 2156782.92960169 1420000 2577600 4242400
