"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1985-11-17 11 16 17 1985 188344.3454 2420948.46999391 229806.803021143 188344.3454 825578.655400584
1985-11-24 11 17 24 1985 154609.921299999 840943.989080004 228549.707631143 154609.921299999 488803.240055164
1985-12-01 12 18 1 1985 150170.9734 1058384.97039369 1017743.43132114 150170.9734 1290085.20329077
1985-12-08 12 19 8 1985 181853.2458 1476538.843575 556302.712257431 181853.2458 413472.164290772
1985-12-15 12 20 15 1985 175945.5577 1653745.21388626 220051.546011143 175945.5577 392214.928160772
1985-12-22 12 21 22 1985 170120.3888 1801030.71083636 215078.092051143 170120.3888 374136.776760772
1985-12-29 12 22 29 1985 167916.600499999 664460.483169987 208549.682351143 167916.6005 362709.314330772
1986-01-05 1 23 5 1986 211450.8758 1349511.43935624 199005.612111143 161450.8758 373267.224086354
1986-01-12 1 24 12 1986 206019.9114 1429087.05890036 134987.590007632 156019.9114 401293.028297326
1986-01-19 1 25 19 1986 229068.7918 1633904.10506434 65971.0800745254 179068.7918 458665.654442706
1986-01-26 1 26 26 1986 356721.3214 2070114.04428356 0 306721.321400001 504484.187448417
1986-02-02 2 27 2 1986 250406.8315 1930244.07337397 0 200406.8315 497822.115661027
1986-02-09 2 28 9 1986 377103.905 1878265.68727655 0 339603.905 555596.26694737
1986-02-16 2 29 16 1986 275169.2295 1721471.88134676 0 237669.2295 533045.653489865
1986-02-23 2 30 23 1986 1275838.501 1182314.10161591 0 1238338.501 653353.802999865
1986-03-02 3 31 2 1986 1395939.116443 962465.199403675 0 1358439.116443 805049.679883398
1986-03-09 3 32 9 1986 980259.191928999 2361257.08000311 0 955259.191929 1047008.56978213
1986-03-16 3 33 16 1986 978738.162330301 1989999.34974617 0 953738.162330301 1257178.8284219
1986-03-23 3 34 23 1986 632813.896628 2096899.94289774 0 607813.896628 930640.441450898
1986-03-30 3 35 30 1986 655937.732268099 1185044.24312445 0 630937.7322681 1001439.2154948
1986-04-06 4 36 6 1986 1086834.69583321 2266162.91917512 0 1049334.69583321 1687859.83679335
1986-04-13 4 37 13 1986 1037719.9111742 1495851.38623088 0 1000219.9111742 1371868.13623088
1986-04-20 4 38 20 1986 931389.1188528 1514320.82584293 0 893889.1188528 1390337.57584293
1986-04-27 4 39 27 1986 787230.28546268 1582518.80819402 0 749730.28546268 1008824.78712938
1986-05-04 5 40 4 1986 373253.543076768 1924186.5076 0 831067.3125432 1524164.11149956
1986-05-11 5 41 11 1986 734056.694844432 2092510.5486 0 926242.925378 1541226.34590862
1986-05-18 5 42 18 1986 927188.249695076 2096952.7554 0 927188.249695076 2123401.19593827
1986-05-25 5 43 25 1986 594984.901293008 2363426.45569201 27327.4410460051 594984.901293008 1558313.28921194
1986-06-01 6 44 1 1986 1146732.92977513 2621937.81861539 630731.399687679 1146732.92977513 2399165.18075086
1986-06-08 6 45 8 1986 1477503.25427966 1930391.3086233 2116192.44832527 1477503.25427966 3708645.07474722
1986-06-15 6 46 15 1986 1162807.7554545 1291244.00549802 2152400 1162807.7554545 3585983.42986661
1986-06-22 6 47 22 1986 490763.46739 1586334.43686588 2152400 490763.46739 3626078.30827877
1986-06-29 6 48 29 1986 333680.884958 1327161.3687823 2152400 333680.884958 2471670.57110322
1986-07-06 7 49 6 1986 261827.020700309 941757.34628091 2152400 224365.942025 1264021.71990902
