"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1989-02-26 2 30 26 1989 287613.6606 1654612.48174554 0 250113.6606 338818.730349865
1989-03-05 3 31 5 1989 291516.1257277 1498164.85838927 0 254016.1257277 289072.104985973
1989-03-12 3 32 12 1989 350947.6269821 3594961.20506532 0 325947.6269821 304446.546758673
1989-03-19 3 33 19 1989 939744.668832 3192841.15078102 0 914744.668832 488074.293501293
1989-03-26 3 34 26 1989 448510.9909041 2414074.91195026 0 423510.9909041 440682.921442973
1989-04-02 4 35 2 1989 616971.9167303 1312806.7451875 0 591971.9167303 598973.943821635
1989-04-09 4 36 9 1989 625369.281527 1240167.0508575 0 575369.281527 648731.139376635
1989-04-16 4 37 16 1989 935119.61102943 1400729.75650944 0 885119.61102943 964016.709870904
1989-04-23 4 38 23 1989 1101715.21124 1583089.54810112 0 1051715.21124 1644682.4206248
1989-04-30 4 39 30 1989 1284662.5563842 2495489.62827007 0 1234662.5563842 2371506.37827006
1989-05-07 5 40 7 1989 667387.06156398 1790039.25 0 807387.06156398 1965272.74852084
1989-05-14 5 41 14 1989 472991.80106169 1790039.25 0 612991.80106169 2684919.71487963
1989-05-21 5 42 21 1989 650888.457445353 1790039.25 0 790888.457445353 2866244.64602869
1989-05-28 5 43 28 1989 226099.5902129 1790039.25 268975.286289573 366099.5902129 2095925.18161483
1989-06-04 6 44 4 1989 182701.8545938 897819.780463278 768812.635538172 322701.8545938 1617868.69752476
1989-06-11 6 45 11 1989 463297.5490015 1316865.79267511 1860969.5990564 463297.5490015 2467083.46908336
1989-06-18 6 46 18 1989 339698.168279 2306694.24261472 1618790.23097361 339698.168279 3023854.22123276
1989-06-25 6 47 25 1989 184914.050832999 1108246.76395014 2053332.42489849 184914.050832999 3230972.60781729
1989-07-02 7 48 2 1989 59326.078242 632547.5540944 2131433.87653656 -12211.7170689998 2092854.75452852
1989-07-09 7 49 9 1989 85976.603489 1187751.3835072 2134062.98054514 -88252.4352850002 1011410.43099284
1989-07-16 7 50 16 1989 97961.610895 909993.39159076 1519931.60941047 -42072.8065469997 452723.32871334
1989-07-23 7 51 23 1989 107733.31235 1240591.38613506 317802.030781499 -43899.8135620002 539337.533687307
1989-07-30 7 52 30 1989 119730.7514497 818301.041597623 170764.763048269 -62931.6362840001 430829.277856287
1989-08-06 8 1 6 1989 117606.3177773 623661.658768122 128835.606302404 -17757.5234110005 235739.506269594
1989-08-13 8 2 13 1989 120459.383196 915087.03275311 122195.371037813 27250.4619420004 331486.626845993
1989-08-20 8 3 20 1989 54943.3814499996 1375591.70117315 175119.218240522 26612.9090649997 770926.166182303
1989-08-27 8 4 27 1989 112374.5104778 1062161.01717774 893096.167513975 124664.743018001 1150898.74614198
1989-09-03 9 5 3 1989 115714.284254028 619065.056608088 983865.026822552 106684.25239 1330132.13893968
1989-09-10 9 6 10 1989 93614.8922341729 725469.717215585 672384.198976085 90354.6915580003 961092.856282825
