"date" "month" "week" "day" "year" "shortfall_1" "shortfall_2" "shortfall_5" "shortfall_6" "shortfall_7" "shortfall_8" "shortfall_9" "shortfall_10" "shortfall_11" "NumOfLowFlowBonn" "BelowFCC" "FirmEnergySales" "NonFirmSpotSales" "MaxSystemEnergy"
1979-08-05 8 1 5 1979 0 58735.1999899643 0 0 0 31888.8993055874 0 0 62364.6815002694 0 0 30702000 16705156.5603984 1297984.80001004
1979-08-12 8 2 12 1979 0 21406.8831277508 0 0 0 13516.979268277 0 0 62148.970161895 0 0 33600000 18187090.7398283 1418113.11687225
1979-08-19 8 3 19 1979 257325.600212846 479520 0 0 0 103402.95294662 0 0 61495.4453970253 0 0 27455105.9925504 0 784431.599787154
1979-08-26 8 4 26 1979 414426.254542117 479520 0 0 0 98814.1269905474 0 0 53529.990098695 0 0 24851685.0910259 0 710048.145457883
1979-09-02 9 5 2 1979 640903.093379752 479520 0 0 0 0 0 0 83421.7831483617 0 0 19820097.7317087 0 566288.506620248
1979-09-09 9 6 9 1979 631583.541151341 179820 0 0 0 0 0 0 68420.3125025952 0 0 21656770.0597031 0 618764.858848659
1979-09-16 9 7 16 1979 692812.85485972 179820 0 0 0 0 1.32899114878637 0 72785.4403473551 0 0 21024232.0799098 0 600692.34514028
1979-09-23 9 8 23 1979 745240.831621515 179820 0 0 0 0 3.36235995974039 0 74214.1142347223 0 0 20699740.893247 0 591421.168378485
1979-09-30 9 9 30 1979 745974.501793062 179820 0 0 0 0 5.05352190178837 0 73454.5324499024 0 0 22184550.4372428 0 633844.298206938
1979-10-07 10 10 7 1979 602782.880155041 359640 0 0 0 0 8.4647241486457 0 70927.7169594294 0 0 28404647.5945736 0 811561.359844959
1979-10-14 10 11 14 1979 718173.718080453 359640 0 0 0 0 11.8457174138885 0 74718.4255738564 0 0 25574358.6671842 0 730695.961919547
1979-10-21 10 12 21 1979 806228.240906594 359640 0 0 0 0 14.2113747137319 0 72486.0136944385 0 0 23700840.7682692 0 677166.879093406
1979-10-28 10 13 28 1979 817224.411850318 359640 0 0 0 0 18.0553306922197 0 54400.3161729326 0 0 24524365.1852389 0 700696.148149682
1979-11-04 11 14 4 1979 1096610.82492662 359640 0 0 0 0 0 0 62002.2293432348 717137.089861762 0 15954231.1275682 0 455835.175073376
1979-11-11 11 15 11 1979 851271.032645451 3236760 0 0 0 0 0 0 71285.8890361502 111259.028854018 0 23030635.8574092 0 658018.167354549
1979-11-18 11 16 18 1979 1032410.7816777 3236760 0 0 0 0 0 0 74282.9675922372 897832.193759105 0 15180256.6412806 0 433721.618322303
1979-11-25 11 17 25 1979 974189.480694233 3236760 0 0 0 0 0 0 72040.7561676272 841468.310261105 0 15707514.1757019 0 448786.119305767
1979-12-02 12 18 2 1979 752878.615200259 3236760 0 0 0 0 0 0 75193.339456651 530124.20940609 0 21942906.4679909 0 626940.184799741
1979-12-09 12 19 9 1979 597466.834384532 1817800.38 0 0 0 0 0 0 70250.5069467474 0 0 30403294.7965414 0 868665.565615468
1979-12-16 12 20 16 1979 923649.430082722 1811266.92 0 0 0 0 0 0 66678.9080559538 452799.41969509 0 22007879.9471047 0 628796.569917278
1979-12-23 12 21 23 1979 1047801.13637649 1804733.46 0 0 0 0 0 0 72112.1404087679 433599.990661654 0 20683546.2268229 0 590958.463623513
1979-12-30 12 22 30 1979 1124788.01802717 1438560 0 0 0 0 0 0 71199.410270045 483059.935916864 0 21009981.3690489 0 600285.181972827
1980-01-06 1 23 6 1980 1000402.72484488 719280 0 0 0 0 0 0 69964.7887891486 0 0 25480949.030429 0 728027.115155115
1980-01-13 1 24 13 1980 1250228.68966738 719280 0 0 19148.3621099202 0 0 0 70888.8297440745 640443.533478998 0 16854522.6616417 0 481557.79033262
1980-01-20 1 25 20 1980 1146858.08706745 719280 0 0 12087.1404236694 0 0 0 61840.210512308 149599.894341429 0 20589976.1526391 0 588285.032932547
1980-01-27 1 26 27 1980 1149169.72241113 719280 0 0 12887.3356328676 0 0 0 56199.3397391767 123829.281946894 0 20626551.3156105 0 589330.037588872
1980-02-03 2 27 3 1980 1070935.22852119 719280 0 0 0 0 0 0 68979.5194952964 220864.911819408 0 23482241.0017584 0 670921.171478812
1980-02-10 2 28 10 1980 998528.306728724 959040 0 0 1992.64467189365 0 0 0 63857.7772993558 366289.863068195 0 22093410.2644947 0 631240.293271276
1980-02-17 2 29 17 1980 918479.884580039 959040 0 0 6578.70471240042 0 0 0 63336.6175138504 400852.748328583 0 20972032.0396986 0 599200.915419961
1980-02-24 2 30 24 1980 728966.091548132 959040 0 0 15120.2113487882 0 0 0 39163.3474062429 399894.248246863 0 23681941.7958154 0 676626.908451868
1980-03-02 3 31 2 1980 518937.325811448 959040 0 0 7109.06410969597 0 0 0 17038.0917569069 0 0 27109875.5965993 0 774567.874188552
1980-03-09 3 32 9 1980 0 1907073.77261083 0 0 0 0 0 0 28078.6460501526 0 0 41842500 3376864.66664049 1326386.22738917
1980-03-16 3 33 16 1980 318858.545056886 2037960 0 4480.55600999829 0 0 0 0 43980.4429888474 0 0 27168583.923009 0 776245.254943114
1980-03-23 3 34 23 1980 446959.365763797 2037960 0 5780.01545792155 22451.7735743087 0 0 0 47313.4412032703 262868.468642144 0 19213030.6982671 0 548943.734236203
1980-03-30 3 35 30 1980 340588.611210197 2037960 0 7346.46384383305 22532.4213344766 0 0 0 48447.5280395046 335301.388831392 0 19463982.6076431 0 556113.788789803
1980-04-06 4 36 6 1980 349688.32266996 1918080 0 41708.6798649585 24491.5631013219 15249.5423090002 0 0 56094.3109762143 189464.073417969 0 17037103.2065514 0 486774.37733004
1980-04-13 4 37 13 1980 246271.185461193 1918080 0 36995.7731714798 18742.3315103182 6944.2328832105 0 0 53185.9838665179 149157.234437189 0 18548313.5088582 0 529951.814538807
1980-04-20 4 38 20 1980 120554.835298491 1918080 0 24338.1809360437 14039.6037209389 0 0 0 45496.8195392297 0 0 20839996.2645528 0 595428.464701509
1980-04-27 4 39 27 1980 0 1267487.46957639 0 0 0 0 0 0 0 0 0 22974000 11905843.3067521 1306992.53042361
1980-05-04 5 40 4 1980 0 734469.888478176 0 0 0 0 0 0 0 0 0 24662400 13842697.8735666 1528610.11152182
1980-05-11 5 41 11 1980 0 767847.854037856 0 0 0 0 0 0 0 0 0 26350800 13281948.052164 1543472.14596214
1980-05-18 5 42 18 1980 0 777225.741320322 0 0 0 0 0 0 0 0 0 28039200 13124399.5458186 1582334.25867968
1980-05-25 5 43 25 1980 0 934182.502911093 0 0 0 0 0 0 18104.6238011333 0 0 29727600 10487525.9510936 1473617.49708891
1980-06-01 6 44 1 1980 0 834627.449455343 0 0 0 0 0 0 0 0 0 31416000 15200063.5614378 1621412.55054466
1980-06-08 6 45 8 1980 0 0 0 0 0 0 0 0 0 0 0 31111500 5040000 1697307.97252408
1980-06-15 6 46 15 1980 0 0 0 0 0 0 0 0 0 0 0 30807000 5040000 1470170.95269064
1980-06-22 6 47 22 1980 0 0 0 0 0 0 0 0 536.923652985439 0 0 30502500 5040000 1624245.159236
1980-06-29 6 48 29 1980 0 0 0 0 0 0 0 0 34242.9476571298 0 0 30198000 5040000 1338972.73325449
1980-07-06 7 49 6 1980 0 2372019.11237452 0 0 0 0 0 0 47533.0077094747 0 0 29599500 18124445.7411391 1470680.88762548
1980-07-13 7 50 13 1980 0 2505891.8112624 0 0 0 0 0 0 50101.0277550565 0 0 29001000 14242137.4733903 1319708.1887376
1980-07-20 7 51 20 1980 0 2325344.40809827 0 0 0 0 0 0 63261.3507494653 0 0 28402500 19478012.1651502 1483155.59190173
1980-07-27 7 52 27 1980 0 2469655.07112723 0 0 0 0 0 0 67862.061016329 0 0 27804000 15293002.9373104 1321744.92887277
1980-08-03 8 1 3 1980 0 0 0 9744.41151238092 0 3217.39787409725 0 0 77881.8785785472 0 0 30702000 19056000 1422516.36317004
1980-08-10 8 2 10 1980 0 114886.236322044 0 18317.2613341175 0 30748.6679770149 0 0 83096.2822824661 0 0 33600000 14475960.4180149 1324633.76367796
1980-08-17 8 3 17 1980 430507.891094355 479520 0 28780.6083692222 0 106854.792538427 0 0 83604.9020300412 0 0 21393725.8116976 0 611249.308905645
1980-08-24 8 4 24 1980 447487.264195854 479520 0 24415.8335474277 0 118835.940639514 0 0 80103.9640461431 0 0 23694549.7531451 0 676987.135804146
1980-08-31 8 5 31 1980 553077.575677536 479520 0 28822.7811688342 0 91015.8312988193 0 0 82285.5061399604 0 0 22893990.8512862 0 654114.024322463
1980-09-07 9 6 7 1980 644148.989942554 179820 0 0 0 0 0 0 84962.5588649003 0 0 21216979.3520106 0 606199.410057446
1980-09-14 9 7 14 1980 721590.525450278 179820 0 0 0 0 3.27620502653144 0 89912.3264902301 0 0 20017013.6092403 0 571914.674549722
1980-09-21 9 8 21 1980 691678.519693916 179820 0 0 0 0 3.7347458531824 0 66407.6525484551 0 0 22574421.8107129 0 644983.480306084
1980-09-28 9 9 28 1980 707173.067610952 179820 0 0 0 0 4.93189048608747 0 68586.2970513243 0 0 23542600.6336167 0 672645.732389048
1980-10-05 10 10 5 1980 655155.36617143 359640 0 0 0 0 6.91395672339195 0 79457.4361695501 0 0 26571610.584 0 759188.87382857
1980-10-12 10 11 12 1980 682336.684147328 359640 0 0 0 0 11.2303791766863 0 80602.860789182 0 0 26828654.8548435 0 766532.995852672
1980-10-19 10 12 19 1980 683581.711164103 359640 0 0 0 0 12.9498611184731 0 75146.736014177 0 0 27993469.3092564 0 799813.408835897
1980-10-26 10 13 26 1980 821639.950545566 359640 0 0 0 0 16.6697832412206 0 73249.4756612686 0 0 24369821.3309052 0 696280.609454434
1980-11-02 11 14 2 1980 1186221.52821853 359640 0 0 0 0 0 0 77177.7032069034 1296278.07992235 0 12817856.5123516 0 366224.471781473
1980-11-09 11 15 9 1980 627228.731381955 3236760 0 0 0 0 0 0 81249.2148779209 376941.456524948 0 30872116.4016316 0 882060.468618045
1980-11-16 11 16 16 1980 814792.843611941 3236760 0 0 0 0 0 0 55625.0877261325 875259.036624862 0 22796884.4735821 0 651339.556388059
1980-11-23 11 17 23 1980 946571.569853458 3236760 0 0 0 0 0 0 75242.6371088663 675916.349436491 0 16674141.055129 0 476404.030146542
1980-11-30 11 18 30 1980 916022.897735597 3236760 0 0 0 0 0 0 74496.2679066306 1189531.74864486 0 16232856.5792541 0 463795.902264403
1980-12-07 12 19 7 1980 273773.683839342 1817800.38 0 0 0 0 0 0 74960.4252970414 0 0 41732555.065623 0 1192358.71616066
1980-12-14 12 20 14 1980 696451.368176365 1811266.92 0 0 0 0 0 0 68671.1069000607 0 0 29959812.1138272 0 855994.631823635
