"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "UpSnake" "MdlSnake"
1979-08-05 8 1 5 1979 19544171.4847152 7327300 1423400 589210 5373929.76395075 3396325.43660564 8673295.35583251 2899913.03159833 1301683.42362125 2577600 4242400
1979-08-12 8 2 12 1979 19412321.544187 6796145.53553867 1423400 589210 5105011.75604473 3223646.06653474 8411826.60518975 2743832.27954446 1212734.90278922 2577600 4242400
1979-08-19 8 3 19 1979 19617661.0274285 6789986.34299455 1410887.07836948 589210 4975000 3166000 8316000 2558652.83113538 1247242.40804905 2577600 4242400
1979-08-26 8 4 26 1979 19617661.0274285 6832445.32821137 1399937.098 589210 4975000 3165723.47852318 8312206.36204895 2438767.42 1193191.42858516 2577600 4242400
1979-09-02 9 5 2 1979 19678870.0712302 6730944.136953 1399937.098 586542.92961582 4964030 3117135.86594726 8308508.36869896 2411587.03940774 1420000 2577600 4242400
1979-09-09 9 6 9 1979 19709143.7297666 6793756.91316597 1386052.769 601908 4948760 3071405.98320169 8183227.59755176 2380889.3042186 1420000 2577600 4242400
1979-09-16 9 7 16 1979 19729349.5589742 6897246.58907019 1386052.769 590662.82123411 4933480 3014813.98273757 8025945.20464623 2347121.82836447 1420000 2577600 4242400
1979-09-23 9 8 23 1979 19688859.7396395 6792502.64954357 1379654.80577999 551404.82525727 4916743.22732527 2947528.85874184 7897645.10596293 2311686.92657774 1420000 2577600 4242400
1979-09-30 9 9 30 1979 19648516.2209875 6677742.45156889 1382683.69718608 504590.10572394 4892572.52630997 2875654.00308817 7645313.27468841 2275281.42639431 1420000 2577600 4242400
1979-10-07 10 10 7 1979 19520196.1345905 6313312.48628537 1366619.11473762 454957.84479455 4861581.43875326 2838162.10416591 7403072.09881231 2240229.49648926 1420000 2577600 4242400
1979-10-14 10 11 14 1979 19355723.0711665 6015683.232 1346856.42450811 397113.882909663 4814174.95726436 2800707.49919427 7237853.36450127 2203107.53627684 1420000 2577600 4242400
1979-10-21 10 12 21 1979 19189549.2130178 5930913.25075568 1337261.43102028 348114.171043583 4770819.43952246 2774956.11146427 6976300.22256472 2179248.23562473 1420000 2577600 4242400
1979-10-28 10 13 28 1979 19048808.6681845 5875459.17056976 1333428.86774416 320535.014393583 4746504.43505128 2759648.69914427 6880155.84283668 2171920.4051058 1420000 2577600 4242400
1979-11-04 11 14 4 1979 19115696.5270945 5945790.79725976 1348002.45904416 309402.697013583 4787110 2734860.21143427 6906204.90385976 2161084.4824358 1420000 2577600 4242400
1979-11-11 11 15 11 1979 19177006.1588745 5585814.27 1231738.365 262477.837591583 4761620 2700086.70038427 6814513.61904061 2139798.49970159 1420000 2577600 4242400
1979-11-18 11 16 18 1979 19236788.2591645 5557454.31875 1231738.365 208767.845458583 4736130 2665336.70790427 6643704.1508312 2119153.41741859 1420000 2577600 4242400
1979-11-25 11 17 25 1979 19295837.8503345 5531087.5121 1231738.365 157341.060294583 4710640 2630772.88416427 6461573.89252722 2101441.89685859 1420000 2577600 4242400
1979-12-02 12 18 2 1979 19350207.6866945 5499336.80195 1023400 750000 3855100 2595193.65399427 6273963.49372941 2080293.01515959 1420000 2577600 4242400
1979-12-09 12 19 9 1979 19395827.5950645 5190259.271 873125.9714 764994.33964 3855100 2575846.69888427 5620423.48461701 2100569.55145959 1420000 2577600 4242400
1979-12-16 12 20 16 1979 19441953.1709045 5196216.94248 873125.9714 783365 3855100 2562716.17812427 5157241.50731004 2099750.62737959 1420000 2577600 4242400
1979-12-23 12 21 23 1979 19486347.6272845 5184973.99901 873125.9714 793658.96064 3850253.09235735 2547856.70009427 4719110.42481686 2112069.51459365 1420000 2577600 4242400
1979-12-30 12 22 30 1979 19530111.4848645 5171112.77262 873125.9714 790196.916503353 3844809.83145115 2520435.00543427 4271527.28502451 2107302.7378814 1420000 2577600 4242400
1980-01-06 1 23 6 1980 19271106.4607815 5203555.51201 683688.64161972 786576 3851715.58006168 2476234.49671237 3921900 2096694.32719144 1370000 2578080 4242400
1980-01-13 1 24 13 1980 19021402.353791 5237697.2387 684189.17223604 749383.02226972 3855387.99113555 2433146.51212049 3921900 2082197.85651025 1320000 2578560 4242400
1980-01-20 1 25 20 1980 18698086.9106759 5271184.59597 679285.745131623 711936.93938576 3831952.49733573 2375302.76903365 3921900 2062558.6053416 1270000 2579040 4242400
1980-01-27 1 26 27 1980 18378058.6939759 5304033.92285 673417.768951078 671489.97875476 3802581.13799943 2316535.57220686 3921900 2039818.66906765 1220000 2579520 4242400
1980-02-03 2 27 3 1980 18125481.9129953 5191736.84353296 350538.962753728 665960 3783172.22319717 2267420.80751909 3921900 2017700.25479174 1170000 2580000 4242400
1980-02-10 2 28 10 1980 17920999.7386153 4838186.72042102 352476.71765147 621063 3773322.75453164 2228427.44081788 3921900 2003003.68437396 1132500 2542500 4205550
1980-02-17 2 29 17 1980 17753462.9281141 4522747.94265843 353400 576165 3755951.95686634 2193490.56258788 3921900 1986583.45660396 1095000 2505000 4168700
1980-02-24 2 30 24 1980 17655874.2428134 4295984.86829218 353400 531268 3736716.99149097 2162442.69754788 3921900 2000297.08071396 1057500 2467500 4131850
1980-03-02 3 31 2 1980 17588431.1250015 4131388.86692752 353400 486370 3722872.86591693 2142906.04316788 3921900 2045536.81545396 1020000 2430000 4095000
1980-03-09 3 32 9 1980 17339314.0961784 3254689.52514564 332265.754224188 402130 3607856.7604861 2113799.39616788 3921900 2084025.94312785 995000 2400000 4072500
1980-03-16 3 33 16 1980 17240700.97 3016498.596 326876.7835 317890 3541290 2080376.48123788 3921900 2094700 970000 2370000 4050000
1980-03-23 3 34 23 1980 17275509.12695 3032762.61135 326876.7835 233650 3512340 2047119.67021788 3921900 2105660 945000 2340000 4027500
1980-03-30 3 35 30 1980 17311823.57329 3058155.54042 326876.7835 149410 3483380 2014000.30629788 3921900 2116620 920000 2310000 4005000
1980-04-06 4 36 6 1980 17305821.05693 3068015.27802 277686.5879 144000 3480010 1977387.42782788 3921900 2116340.64636 895000 2282500 3976880
