"date" "month" "week" "day" "year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "UpSnake" "MdlSnake" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLES" "BONNE"
1979-08-05 8 1 5 1979 220562.8041147 847335.956899529 876854.092611429 32116.0539 84800.1614608 300495.188754841 370697.08711084 10658.613405631 79149.4944 221167.80342 231086.483895021 225038.190834821 396514.816689772 1626111.55262204 1871853.15449453 1874244.56871453 1895397.78435053 1912944.53936353 1898395.32661853 1890639.48847453 60150.529411 131844.029541 406361.650361 428940.248274759 424494.479397459 12266.062550868 694190 692983.5337321 523485.724650559 521132.854986559 2331244.13982109 2306940.51954109 2386556.55938109 2471882.86367609
1979-08-12 8 2 12 1979 258468.41793414 476113.922162297 477681.047452397 34805.73431 78560.5548195 351062.148220465 424555.940889864 7891.884781228 73687.632795 208767.520295 212400.472944216 215087.812242716 368686.32376575 1806361.27540934 2139616.88389971 2141187.85542971 2158879.75152171 2174784.24780571 2159762.34988281 2152483.08625881 69004.022641 157358.499521 369987.810601 453289.035419783 446169.455550083 10697.868426054 694190 691708.9358642 526732.625818283 524127.748066283 2586316.2032351 2559019.3024651 2636835.9528851 2736214.2068511
1979-08-19 8 3 19 1979 246990.88324152 95512.8132 104659.80745588 38554.72375 76827.5370598 210197.591260354 293801.304792076 7335.946770941 72465.9741386 217739.6415976 221009.9256976 219999.2417416 256168.703687515 711422.387549592 869983.862859738 881801.985690738 893467.264798738 904713.572734738 886929.178541938 882532.677852938 77860.9267422 219518.5084022 589342.349372199 545474.75555049 529560.93682259 13486.193668206 785994.521346882 764785.602178072 552978.22658278 533201.15519678 1338357.32187972 1291439.99600572 1357077.38180572 1436730.65353272
1979-08-26 8 4 26 1979 246410.5664262 284455.7358262 358037.15164302 41262.27042 77515.0035647 80304.6380020596 173740.765724037 7567.467581124 69804.44987 204294.77753 206797.595138235 200286.451854335 198279.738999615 716457.434039853 785831.9472082 830171.4222172 839306.3028812 848700.0945032 827385.9910899 818866.8479909 61940.2281226 166658.7353026 449270.6340126 498277.793909238 492276.910137238 15985.442889989 742801.708902605 750786.727578105 634696.527991739 643791.943467739 1402067.66368864 1390611.11346464 1469239.11839064 1568550.60820664
1979-09-02 9 5 2 1979 210824.20729547 181200.276193852 192255.999018232 43134.30798 73880.4956619 91358.0880927202 173065.32727772 7769.061693645 66006.165959 188266.980369 194908.485019601 204743.580262901 239515.850590204 788906.470938706 855690.910534095 891426.155297095 907464.220639095 917890.314575095 905132.350366995 902200.797704995 52321.5523358 121767.2817158 378838.2668458 147403.702264206 140600.295395006 12355.793183071 269410.516650337 269743.405681107 228014.297734776 228780.267124776 1067641.57173977 1073426.79339477 1146983.97702477 1209086.72942077
1979-09-09 9 6 9 1979 162238.971357231 202890.615820739 309361.658184169 49237.03197 63202.0334475 89530.7810413983 225359.956230608 5710.801398973 52748.238538 136553.030468 146304.734682337 163122.689170917 194501.20186842 677280.695506044 831340.643092146 885789.582979146 875648.971586246 879388.161574246 847334.001030846 839799.720403846 46163.0958395 91524.2246595 370803.3260295 368824.632754949 365259.183308149 6707.844854143 488824.007720427 491409.492363047 435008.957525369 437057.685276469 1234378.35849031 1236367.01611731 1302208.09549331 1273081.15536921
1979-09-16 9 7 16 1979 172005.149925553 221338.442118007 385858.931690427 40676.75485 52311.7905573 72935.7134688097 161112.84279141 4296.931331194 52095.170372 113779.354212 121484.520994057 136117.744898257 172467.902984801 636321.669588312 854730.892453345 873789.221616345 889600.845547345 902861.880759345 897085.158293945 898771.301505946 42696.530801 86385.1213810001 348819.911871 346529.547649441 342381.328615641 5293.241874755 438515.511365531 438473.667480281 376772.724456391 376453.123305391 1284834.32454134 1315210.31216134 1372143.35814134 1345841.60384634
1979-09-23 9 8 23 1979 123159.310889731 206521.869624385 196979.275196685 14220.25377 42556.6894146 63563.9940984904 106684.303102503 3153.728757283 51306.94681 104675.19955 111618.170631285 125257.029530085 164144.18210084 665108.523733487 847457.13620068 850898.05654468 879690.71483768 895907.47365168 905472.97125528 913729.44975928 40609.285495 88925.858225 338860.749725 336628.368645253 333091.612640153 4424.966813084 420592.118117966 420180.906105776 357358.202923963 356617.700787963 1327573.66476724 1389448.67733724 1450011.22595724 1433584.29267524
1979-09-30 9 9 30 1979 137388.996993 220678.785445026 210177.686614906 26099.59109 41610.8665389 69066.2823136691 108068.167704778 2603.032193214 52817.050119 116971.431909 123392.409368298 135084.589966098 176390.692147589 634591.917975284 915865.873333004 911521.568486004 918796.721079004 924598.762863004 917357.138425904 915536.278880904 44639.514608 107385.706058 367633.498458 364576.245338485 358182.021057785 4338.246643757 442499.869019975 437519.738539035 370269.929730845 367163.582372045 1263593.86651295 1291581.45467295 1340126.48851495 1323423.74459195
1979-10-07 10 10 7 1979 69678.39144892 230162.891405945 294206.409776745 16901.72777 39487.151487701 71072.3827565829 119842.908333478 2188.168752091 54004.818833 132336.469618 136819.080778 162166.81311084 172150.776560421 990291.856313548 1270178.96031255 1274023.20969155 1269280.88602155 1269763.07355955 1256001.99206735 1249644.47527115 37587.4392724 118257.0959964 321120.5632584 321077.040565416 320990.429698804 6167.475052866 476031.457077717 478899.436683477 399811.864427064 402245.383278674 1636333.22408983 1677909.06492483 1754351.72074783 1720140.84606583
1979-10-14 10 11 14 1979 58003.07952 244392.953814019 263560.800343079 8848.52268 35109.299275996 83265.9778721115 119313.651789524 1964.158966361 53516.98663655 131630.61982027 135963.63508027 160366.39069327 169996.6151311 932715.527961963 1143584.77063048 1151498.10564648 1162825.49950938 1168843.97219238 1167025.16095488 1167171.13160018 35957.126686746 107623.641320746 285247.961790145 284623.901590145 283324.390320836 5944.370650778 424804.052497504 425193.29757977 347954.900202072 349615.943017692 1547300.58456688 1617377.11944668 1702564.26461128 1684306.06954428
1979-10-21 10 12 21 1979 60265.37842 249135.445948686 292400.795284596 20019.08208 41977.93009 91297.5049018951 131978.431533642 3880.157884 51546.32874 132988.231989369 137728.351789369 157290.327488059 165552.000625889 717276.125476527 1004735.56633005 1015676.91047365 1006463.74524135 1005875.38043345 990379.185594553 986166.677651054 52517.84329037 139970.295118953 338516.901486268 336784.177586268 330857.095033869 19478.5432 490663.137534074 476357.63791634 390408.792978925 380610.303069155 1349244.83708621 1393384.32401641 1480279.7688076 1459372.3902449
1979-10-28 10 13 28 1979 58776.65539 220636.545983325 277082.129133325 21925.41781 49508.28954 91908.1413811859 138032.738447308 6585.71038 49942.98755 144045.25662 153265.92632 188374.77422471 201074.16056254 734806.145807089 882155.430912775 929663.859153875 929952.093960296 937252.826305896 919391.363738696 917024.357987895 68454.95545 194979.613772272 533147.567418992 533765.309118992 530206.866918992 33851.59464 743065.79713551 736355.948017776 636884.517214748 631708.510318238 1535029.51033013 1582815.05871403 1717030.16333941 1673556.1664303
1979-11-04 11 14 4 1979 66887.85891 9736.06187000001 94750.62669 15961.9713 44465.08328 15070.2956212753 60146.2009512753 4084.072109 54363.7017 158020.31091 162864.72641 199894.79274542 211397.096706584 444422.579354359 486382.857814513 540418.786666793 543405.061570103 553934.766022003 535489.585923263 525733.510788843 44046.28045 128885.8522 337120.3664145 337923.0892145 338607.9080145 16931.67733 569485.20013962 580862.225736104 515112.079449174 526165.068244397 1201282.29503704 1236047.60435054 1339334.52437426 1353604.41297981
1979-11-11 11 15 11 1979 61309.63178 -6453.46057 3750.2104 7313.046562 28107.85466 56954.4768599997 196280.755844161 2933.892743 54667.82275 150032.22215 148356.71755 170695.06118542 177431.481746584 844663.47388651 974806.196588896 994034.751319036 1009459.21652235 1022976.02367425 1025226.07507551 1028074.45434109 40686.31593 101058.0743 285563.9929 285610.9309 284536.8633 8085.29446 475482.341089332 472723.537385816 399149.356904674 397272.593799897 1672471.81404478 1757887.03035828 1867818.039382 1959482.47398755
1979-11-18 11 16 18 1979 59782.10029 -6780.83038 -3940.95125000001 6455.044723 25120.61127 52028.5837700002 69386.2838600003 2851.127048 53536.26803 144911.39198 142904.09748 163041.40041542 172780.161561164 352052.878348164 546628.38954081 555944.85257095 559363.95387426 565726.18422616 557914.21302742 553494.075993 37325.32687 84442.41684 249099.402 249566.7714 249752.2202 7122.517717 426579.48463812 424333.853134604 356532.417347674 355661.754542897 1037419.8447397 1061817.6250532 1129048.58237692 1172909.30908247
1979-11-25 11 17 25 1979 59049.59117 -6615.11141 -1947.80665 6837.669724 24356.61269 52633.1540499999 71288.1172499999 3082.468567 54333.09046 147734.08344 146173.92794 167129.12697542 173088.691536584 358133.570574584 562051.30286181 564994.14649195 563354.37139526 567354.83094716 556546.71784842 553112.702414 35183.20845 85662.0682799998 248297.2286 248478.0743 247799.0241 10056.07944 454813.84731512 452087.765911604 389340.497524674 386792.169519897 1058317.7160377 1117453.1186512 1198310.01757492 1229273.19258047
1979-12-02 12 18 2 1979 54369.83636 -4254.15576 1668.28985 6426.855 23910.54653 881397.2417 1109364.33626 3107.055855 54122.5349 146688.09277 146776.45717 156747.59589542 171074.293155972 755552.254365355 969089.81126501 971445.41958429 975943.58390372 981524.56420492 974981.86494697 971866 33551.01014 76668.0708299999 246825.3248 247061.7534 249400.3663 6618.718301 407241.800527667 406641.809800863 342922.259831383 343022.333651749 1410475.66799305 1451551.12620833 1507936.43349658 1540617.29343548
