"date" "month" "week" "day" "year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "UpSnake" "MdlSnake" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLE" "BONNE"
1980-01-06 1 23 6 1980 480344.714154586 484046.798744586 650425.517205886 195275.883909409 18715.9692658901 29325.7765258901 251317.417660577 46725.8456290831 63997.4757100831 131180.3088 130897.8305 175302.509540083 186054.889719937 1489736.27805463 1529355.88478772 1543982.05907729 1551454.80708777 1576170.84876197 1580543.89123646 1584570.49138405 35527.4972999999 74591.7887599999 292126.0444 292279.378 298486.178 30704.921676101 460883.967013573 465774.125638805 413422.265548874 415614.485409219 2129151.06090817 2219215.73459499 2297287.92118364 2376038.96691834
1980-01-13 1 24 13 1980 440932.673535378 444999.641945378 645131.647592444 6996.85908341202 22880.198618658 33838.409748658 93221.8530684791 46926.0823573897 63767.5875433897 123747.38377 122099.96825 175086.77202339 186848.356903244 1267645.80593198 1303180.90296507 1315279.94175464 1317436.16976512 1340269.79543932 1342604.37551381 1340973.9354614 35291.7520900001 76847.5049799997 288160.6202 287965.4425 292625.5312 30631.5262727283 450933.7663002 455181.887925432 401395.539438874 402785.285599219 1854408.27587552 1927956.85096234 2001520.96395099 2066229.80068569
1980-01-20 1 25 20 1980 516289.512967116 520318.741817116 757602.730246101 10192.1221387911 46226.4329188398 57649.2646288398 120924.534852452 59414.3809968929 75450.8780728928 121539.70341 119965.03553 187289.508662893 198455.303042747 1122512.1394078 1154612.19144089 1164765.99733046 1164543.07974094 1185749.11871514 1186695.00988963 1182254.37503722 37746.1626900001 137385.4809 519465.1226 517033.9827 518421.3711 34746.7513262513 660018.182043723 642370.640768955 547892.470728874 528414.505289219 1823884.35614134 2002101.62042816 2260632.4440168 2300317.2897515
1980-01-27 1 26 27 1980 505884.64174594 509855.38016594 742995.603885281 8746.4386517523 49406.5706351342 59007.4097651342 124183.629286887 59492.6683027349 75023.8272337348 118692.31247 116905.2706 187042.193633735 197893.644713589 1097544.79318226 1129211.53811535 1139914.03900492 1141473.1708154 1162323.7038896 1164737.46136409 1159462.81021168 34127.9720100001 78164.4552600002 376951.6347 379310.4146 391293.5711 34625.9658732054 621950.415730678 645015.07095591 589735.580668874 606731.226929219 1914005.04285579 2076590.05924261 2235008.41383126 2314406.08756596
1980-02-03 2 27 3 1980 444419.038785674 449828.343775674 652601.962223099 331400.964165236 38910.2529867572 45851.9507567572 402455.592648763 50575.500975387 65223.6825873871 118012.36802 117429.81742 177899.981757387 178824.534720052 1249875.74570912 1280415.26075699 1289074.90870965 1292851.64675894 1308737.23940254 1310027.87454178 1298756.53332265 32719.1054400001 63699.2539600004 301478.3271 301723.8501 310131.3298 31520.2613648185 493655.135501141 499105.738058293 426161.893336294 429293.767231204 1806972.02657645 1876921.61151299 1976575.83676815 2058613.74189166
1980-02-10 2 28 10 1980 426038.278223326 433370.282603326 809125.278337864 4508.13026767986 32067.1059088768 36851.9325588768 104619.080315557 41459.5992891539 56174.7660281538 121280.84106 122264.93855 168738.821758154 156593.258520819 1071950.11657144 1102954.38901931 1111513.00567197 1118322.95292126 1128881.13496486 1128630.0861041 1110176.87888497 69431.8486100002 133271.54342 343256.7453 342788.1907 354115.2206 28474.1390874496 581642.110323772 587239.499580924 498943.960836294 500403.011531204 1654731.73263877 1712959.04587531 1780596.99223047 1871399.86475398
1980-02-17 2 29 17 1980 382279.488390709 389458.353290709 731917.951579361 4270.00582471932 34884.1301191643 39394.2608291643 106766.805280884 39709.547008 52974.58002 117018.38698 117965.54004 166605.6 155540.227262665 1002185.31115011 1034993.44249798 1045650.44655064 1054038.95189993 1063980.00684353 1065136.56228277 1047681.31566364 69344.65111 132883.12977 340444.219599999 340447.6614 352703.1857 27767.6 576241.786666321 586096.371723473 500798.485566293 507638.689761203 1603011.74964744 1678080.40188398 1738202.86553914 1838013.35666265
1980-02-24 2 30 24 1980 305540.873357125 312569.659807125 586305.897838039 4206.44827499997 36721.0864407735 50746.5861007735 119102.298410773 37742.74577 57075.4398000001 124902.0382 127718.62279 166605.6 152058.209962665 894472.325128677 921780.364376548 934574.969429208 929656.201578498 934562.419522098 928112.143561338 935830.409142208 74160.2757600001 230577.1302 720076.4973 716309.3163 738712.2542 27767.6 1038699.36938632 1009515.71124347 881526.302586294 843255.537281204 1788785.61524601 1783452.48298255 1812971.19033771 1845709.52006122
1980-03-02 3 31 2 1980 244695.111352598 252589.033262598 471215.263666421 8220.00250399997 39316.4576715277 53693.0842015277 120591.184821528 33716.79866 59356.0753800001 132595.03128 136583.17218 166605.6 159483.759932778 914548.431073427 949710.290108192 970700.639737002 955022.342580232 966389.118700932 958630.603567972 1011937.89479118 72900.3244099999 164436.434189999 617233.5950771 620891.7408771 655151.3477771 27767.6 1156445.7929384 1181603.69708049 1126398.38144754 1150438.16166546 2263071.56103064 2464999.45782564 2600392.97037324 2799081.39226374
1980-03-09 3 32 9 1980 518946.417047674 530761.261517674 1315067.24272319 17622.3482400854 117337.36524464 135962.47381464 274379.845688725 38687.18703 59803.06702 162868.948 180577.1838 248169.42535562 275080.653388398 2123784.68643332 2218537.26626808 2237094.44069689 2238083.91614012 2262594.64656082 2264857.32902786 2297152.51029556 66551.2129899999 123451.896301754 491953.748100754 491807.496349319 512774.676949319 37674.2722772199 975274.602682539 992382.286788175 991461.942341675 997153.313968891 3403295.66057345 3586394.30289745 3741291.65860025 3825519.93375861
1980-03-16 3 33 16 1980 512289.518975878 522979.961545878 1323548.9076277 16908.3581925247 158455.150083732 164040.023493732 289460.083119257 40471.781392 55376.9021000001 122605.412923597 131968.098603597 188996.419389217 209158.872221995 1965560.32287995 2038826.22351472 2082018.55574353 2105292.70598676 2134541.25650746 2157425.8699745 2174191.97350789 64339.1132200002 108660.8598325 424330.8369326 424353.5007326 439382.901745353 42423.6353567768 777912.744187311 784912.875160645 773186.086520639 776375.945631441 3053235.39129833 3275943.93121559 3419921.14514869 3537664.24203919
1980-03-23 3 34 23 1980 196855.463256612 207086.423676612 516305.691982042 9651.72361538984 109887.88694072 116030.88326072 234419.71963111 40375.686613 55597.46402 118943.03102 125814.57357 180444.14497562 199189.780508398 1075524.05484055 1138207.94137531 1169816.01430412 1186902.25144735 1214487.57947448 1221059.95944152 1201278.34110217 64961.17533 104648.035696029 422332.234380679 422375.832480679 438027.108480679 35692.7509529604 756992.67194827 758823.203221604 730864.789411233 730101.265022035 1978895.7047879 2136752.67410869 2251900.8910313 2349973.17525258
1980-03-30 3 35 30 1980 41651.4 51887.17088 100463.32907 11336.90348 63180.6331000002 72262.0136500002 198367.86094 40392.096369 56329.11836 120426.96357 127175.01195 183459.30857562 202455.956408398 635658.777890398 695767.959925163 731208.473053973 745785.687197203 774963.324817903 772641.967468583 725102.831746393 64700.8563100002 103621.75398 394488.2096832 395121.6753832 411934.7333832 29141.4854700006 730198.137284991 738371.864558325 713566.088594324 714355.830205126 1469505.94326852 1602980.14895563 1701041.03821351 1802484.44308018
1980-04-06 4 36 6 1980 41651.4 56105.92076 69419 55640.895847 19591.04825 30953.01382 114549.09347 41510.105632 54146.82 108588.2415 115404.34784 166605.6 175724.891503581 497761.797786581 541745.165152637 545197.164687837 571985.569587867 597445.032887567 616297.670678867 615108.170213867 46687.2331599998 111049.91499824 399781.52258714 400224.15768714 413586.57918714 27767.6 599867.90749089 615791.386242966 596395.982620566 608189.425268436 1252032.3655443 1429829.5947805 1524089.5053585 1630840.8774345
1980-04-13 4 37 13 1980 41651.4 58690.55038 69419 8040.36941900005 21567.8384099999 40080.6047399998 76424.0520599999 39881.740254 54391.51873 112113.04753 119221.04771 166605.6 175094.554203581 548075.047413581 601318.536944114 604246.800107914 635772.307219744 667698.380092544 689059.725734644 694929.351777044 45828.3149299999 115726.728273 434862.558018 435806.517018 450904.207478809 27767.6 665300.961441809 674774.034754139 645369.666710839 648568.057194039 1367341.62055008 1486952.45004408 1561301.14294708 1671147.71641528
1980-04-20 4 38 20 1980 41651.4 64397.13428 69419 5081.30703999998 79296.5614032 149673.42513786 150408.4884432 5553.52 79180.495622627 140035.583182627 153412.561487184 166605.6 171002.240728989 590756.597452189 618833.691137699 724654.845394699 744083.154834929 785919.407228329 780282.540612929 760221.083859229 113370.9212 143216.951983 478813.547763 480806.603712353 495114.465452053 31637.9350011032 841036.440520157 828182.168906247 766140.573382143 755322.876881243 1489952.91394347 1562733.93433647 1643331.26156247 1764074.19488427
1980-04-27 4 39 27 1980 41651.4 86522.11025 375318.520056853 62223.5606379907 168401.168030888 330960.911728708 601040.485382929 5553.52 281495.308097483 593411.044942483 652205.866829759 632879.359209419 645776.121713 1349462.90577594 1439697.05758365 1535626.23838465 1502711.27964853 1531517.68439623 1524262.49238043 1485636.92625573 293260.5627151 422119.6650651 958580.7924461 955781.351174078 973283.15199519 60053.671742672 1899197.34335786 1902681.51340994 1764318.41806857 1746656.09544617 3009252.6024959 3033547.1504888 3050149.66280999 2978919.75890638
1980-05-04 5 40 4 1980 41651.4 118135.1858 69419 1388.38 2000 315634.753217271 789158.471996551 5553.52 467759.304203609 849687.090514509 941084.246514509 1074633.61116891 1099357.27299838 1666056 1890309.87017302 2132459.63114902 2140835.66921105 2216767.27057175 2292375.89295075 2225122.99000275 90793.0164306001 127904.6582326 711348.7778036 715958.194667216 760899.650960924 55535.2 1837588.65003292 1900033.25992981 1885245.21715881 1921696.56997091 3890648.39955166 4096827.53394266 4082399.16516366 4127840.21299863
1980-05-11 5 41 11 1980 41651.4 156035.8921 69419 1388.38 2000 348313.638658388 900446.729316788 5553.52 408754.729474221 895432.858085221 1008426.62108522 1261457.84731472 1267383.73214419 1666056 1887501.22594645 2298513.62453745 2411055.61661895 2571916.56222705 2742568.22204735 2686283.80255335 83710.4965831302 91507.0508821304 528394.69606213 529474.728261881 553136.372984915 55535.2 1614018.77943692 1615879.13350198 1580432.44762088 1574721.35326618 4143352.85777653 4490770.27773453 4572878.98308353 4895619.88324293
1980-05-18 5 42 18 1980 41651.4 211681.3841 69419 32265.7934820092 2000 241864.059437558 697237.311842267 5553.52 231972.89206533 573677.908755744 639615.499355744 890349.406417744 915596.878647216 1666056 1978480.84216867 2304360.57385467 2482861.64747847 2659033.16176107 2886182.16346417 2882019.19418417 65224.8533000001 132212.981765 577162.577954 576795.664643164 595617.629235255 87660.5288123404 1494616.9993156 1515669.79322962 1467749.24993308 1478582.79206028 4478233.04303445 5070704.37754445 5192268.64128245 5545290.16870495
1980-05-25 5 43 25 1980 41651.4 254988.434 69419 203574.5301 2000 131934.821647378 729286.304807578 5553.52 271167.84299186 481322.62817586 505757.86047586 622740.99538416 627888.425513632 1666056 1789270.02622494 1998090.08975494 2100297.38935994 2239054.19859694 2382650.93118154 2362761.60992954 171935.413388613 105416.934231613 401788.621981613 401565.454697185 424605.953013685 141117.781973733 1253098.76948342 1260661.21642956 1134582.81606783 1135630.64406983 3509282.77560937 3928650.13592937 4051329.53813837 4415393.00589937
1980-06-01 6 44 1 1980 41651.4 298297.8944 69419 1388.38 9900.79601311533 167998.536313115 497144.867813115 5553.52 459226.275155333 971676.905455333 1017577.45245533 1055720.50199147 1028805.16689018 1727096.27936392 1895636.70964235 2010041.39094135 2037799.26473615 2117436.91491815 2187101.48047485 2150553.44545865 163046.6802 269438.307684001 649798.836554001 644609.383254001 652456.269554001 55535.2 1537137.1083244 1543145.91502847 1525281.51565187 1512844.71802457 3437597.71753322 3648037.03446422 3629481.84023422 3737940.24836222
1980-06-08 6 45 8 1980 41651.4 194046.6963 69419 1388.38 146378.693852621 229796.564063051 472350.769451251 5553.52 238431.8339 521945.0489 554405.7799 746029.0726422 760459.268140904 1632870.50423397 2038846.97835567 2177576.18364967 2519255.73992997 2614380.73830697 2702562.58233367 2699513.15138967 273837.0631 445978.07677 1001134.19415 999601.025872136 1001390.24010387 55535.2 1869859.04117887 1878345.17962947 1857976.67171157 1854585.86984057 4740181.14385024 5051040.38429024 5083429.36493724 5075041.86686924
1980-06-15 6 46 15 1980 41651.4 215828.0693 69419 1388.38 410738.36454676 493010.81856907 719839.28426467 5553.52 219928.942075641 409835.888724321 431071.635624321 554920.203453321 561724.929252025 1415804.7308167 1659518.8324731 1767914.0089221 2015345.1599771 2078635.7411971 2095869.8823256 2061343.5152956 188920.62443234 253037.63966234 772141.984932341 772017.782100069 787684.849326659 55535.2 1607256.84382666 1607384.87341966 1577421.16969866 1563874.36613666 3627928.45858225 3849805.55048225 3919508.32250925 3995334.52161825
1980-06-22 6 47 22 1980 41651.4 227438.3484 393595.034244692 1388.38 374776.1194505 455795.91276518 748185.12903918 5553.52 226725.432586657 535678.916096357 576923.764596357 711142.090207357 704883.054206061 1865286.34626993 2108101.30396483 2160852.17545083 2387196.67591283 2434827.66586083 2414979.96429413 2354139.77274913 160546.6688745 169780.1059545 529060.4828545 528934.155766561 541287.426048081 55535.2 1349899.66645808 1376966.14247568 1370753.04740668 1379537.07938668 3625480.04357581 3734759.59763581 3759353.20274581 3763886.54397681
1980-06-29 6 48 29 1980 41651.4 242311.6455 403593.7475671 1388.38 370143.563813096 423617.122677356 660715.914153856 15583.5101204154 186354.250120415 346937.7492331 364648.6504331 459553.582687965 460010.352186669 1613857.06927718 1873479.89537398 1923689.37140498 2189748.74305798 2271201.52546398 2328453.20741228 2314786.95057528 173198.955214 94195.765714 331014.139414 332314.178662342 342443.249391842 58017.9451298344 939653.017831676 949183.837238776 914357.435477942 911569.383317942 3437597.71753322 3686053.04328322 3766227.20336522 3800784.50133222
1980-07-06 7 49 6 1980 41651.4 321069.7339 69419 1388.38 440803.157697208 467263.067107518 586359.095917518 48089.919674606 164019.649674606 339289.380608 357536.544108 462851.531701006 483383.637993338 1314581.1728339 1476992.8481588 1567091.4629888 1642867.8928448 1693721.8435968 1730121.6598748 1708297.7035568 150991.311545 205404.899905 329828.608805 329709.024789696 331316.856287196 96023.3421584036 865615.922065599 855062.8317636 740859.187912196 727052.847563196 2776760 2638096.02657 2704952.68151 2747759.55657
1980-07-13 7 50 13 1980 41651.4 309424.292 69419 13494.6562999998 595797.18509063 615719.76450105 713492.437618049 114571.629014082 230501.359014082 273658.22793 284241.33775153 428795.411749312 446385.590590112 1492957.17593755 1585975.91018705 1683958.66910605 1719380.22852305 1764849.84087105 1790545.13311165 1773519.11483565 118493.231768 106382.349468 206821.795468 207454.096947947 209399.486872547 109522.397934427 765433.153056974 787198.551067774 686984.222130347 691398.970854347 2788866.2763 2616378.29636 2651657.82449 2666075.202902
1980-07-20 7 51 20 1980 41651.4 297979.8041 69419 120437.7208 602924.204130716 627996.663283776 874907.400747776 115543.180692036 231472.910692036 273710.51633 285110.798960355 428508.837512391 444856.232253191 1653051.49260897 1733637.20077297 1819639.95154497 1801466.33242897 1819171.22476397 1812503.30222317 1775504.24567117 91415.6783639998 69740.6435540002 191489.068353252 191968.070103573 192570.860094273 208249.786145727 694190 706407.2034303 504716.364023573 508683.678464573 2468378.01396574 2235450.79545574 2249041.41552574 2234388.11988674
1980-07-27 7 52 27 1980 41651.4 261663.3695 69419 15062.96034 174418.5666085 189619.04211368 263170.66705268 26796.6858361158 142726.415836116 214697.4335 220925.225737675 270811.703863891 286094.775545401 679594.732444616 790519.473537116 847212.270617115 891673.711040116 930977.173356116 970489.102222516 965133.820621516 82142.3058759999 73550.8742260002 237720.426388051 237277.825733991 237635.149120591 250048.200339409 694190 698980.2418599 446177.895268491 444808.337261491 1721434.21046301 1621604.30012301 1670310.49966301 1707886.07853101
