"date" "month" "week" "day" "year" "shortfall_1" "shortfall_2" "shortfall_5" "shortfall_6" "shortfall_7" "shortfall_8" "shortfall_9" "shortfall_10" "shortfall_11" "NumOfLowFlowBonn" "BelowFCC" "FirmEnergySales" "NonFirmSpotSales" "MaxSystemEnergy"
2001-08-12 8 2 12 2001 552113.974865251 479520 0 37949.2328182515 0 136268.1903834 10.7551212071558 0 89876.6333069578 0 0 14242410.8797162 0 406926.025134749
2001-08-19 8 3 19 2001 524966.927344663 479520 0 41113.9058556558 0 117965.801978079 1.30404263834248 0 94407.6928091412 0 0 18087659.5429368 0 516790.272655337
2001-08-26 8 4 26 2001 576797.66477257 479520 0 42273.965321979 0 119623.756391379 0 0 95270.267461268 0 0 19168685.73296 0 547676.73522743
2001-09-02 9 5 2 2001 554438.768135972 479520 0 2546.87676354483 0 0 0 0 96257.1245410687 0 0 22846349.115241 0 652752.831864028
2001-09-09 9 6 9 2001 668709.304799268 179820 0 0 0 0 0 0 95028.1736945074 0 0 20357368.3320256 0 581639.095200732
2001-09-16 9 7 16 2001 671476.840221295 179820 0 0 0 0 0.911960465821949 0 89067.0484592261 0 0 21770992.5922547 0 622028.359778704
2001-09-23 9 8 23 2001 697022.838634859 179820 0 0 0 0 3.12274744304568 0 88885.9970963572 0 0 22387370.6477799 0 639639.161365141
2001-09-30 9 9 30 2001 719519.408364654 179820 0 0 0 0 7.26930752066914 0 91795.018871526 0 0 23110478.7072371 0 660299.391635346
2001-10-07 10 10 7 2001 698161.042876171 359640 0 0 0 0 12.4049258744458 0 90761.1115808426 0 0 25066411.899334 0 716183.197123829
2001-10-14 10 11 14 2001 709327.647245322 359640 0 0 0 0 15.6268819878176 0 91613.1716092277 0 0 25883971.1464137 0 739542.032754678
2001-10-21 10 12 21 2001 714311.32337943 359640 0 0 0 0 21.1627111672881 0 82482.5914810321 0 0 26917932.88172 0 769083.79662057
2001-10-28 10 13 28 2001 839813.84874448 359640 0 0 0 0 24.5487539180883 0 84794.7692059763 0 0 23733734.8939432 0 678106.71125552
2001-11-04 11 14 4 2001 1203828.86996013 359640 0 0 0 0 0 0 82341.5297413476 1384728.59331212 0 12201599.5513955 0 348617.13003987
2001-11-11 11 15 11 2001 496100.415975095 3236760 0 0 0 0 0 0 77800.9491832281 0 0 35461607.4408716 0 1013188.7840249
2001-11-18 11 16 18 2001 929870.873969234 3236760 0 0 0 0 0 0 86322.5700910488 901657.023430356 0 18769153.4110768 0 536261.526030766
2001-11-25 11 17 25 2001 929359.604974403 3236760 0 0 0 0 0 0 83439.1907122044 1057849.93083811 0 17276559.8258959 0 493615.995025598
2001-12-02 12 18 2 2001 780055.476912347 3236760 0 0 0 0 0 0 78863.5383913086 494045.440733519 0 20991716.3080679 0 599763.323087653
2001-12-09 12 19 9 2001 462622.872739777 1817800.38 0 0 0 0 0 0 82702.1303121084 0 0 35122833.4541078 0 1003509.52726022
2001-12-16 12 20 16 2001 543011.745481936 1811266.92 0 0 0 0 0 0 86200.5611631723 0 0 35330198.9081322 0 1009434.25451806
2001-12-23 12 21 23 2001 821631.897567589 1804733.46 0 0 0 0 0 0 83543.6271047733 233524.675444661 0 28599469.5851344 0 817127.702432411
2001-12-30 12 22 30 2001 1135829.43203557 1438560 0 0 0 0 0 0 86556.9412176242 829126.495853523 0 20623531.8787552 0 589243.767964434
2002-01-06 1 23 6 2002 987085.201549591 719280 0 0 0 0 0 0 85855.1080237961 450933.939256436 0 25947062.3457643 0 741344.638450409
2002-01-13 1 24 13 2002 1047888.11638938 719280 0 0 0 0 0 0 86536.2275062145 510897.02952704 0 23936442.7263717 0 683898.36361062
2002-01-20 1 25 20 2002 880113.84108822 719280 0 0 0 0 0 0 73705.3607549167 0 0 29926024.7619123 0 855029.27891178
2002-01-27 1 26 27 2002 1038618.10101342 719280 0 0 0 0 0 0 80752.565073019 0 0 24495858.0645304 0 699881.658986583
2002-02-03 2 27 3 2002 951146.108980539 719280 0 0 0 0 0 0 77618.7609472043 194464.147580219 0 27674860.1856811 0 790710.291019461
2002-02-10 2 28 10 2002 921272.791913442 959040 0 0 0 0 0 0 77107.2962703868 221260.863113321 0 24797353.2830295 0 708495.808086558
2002-02-17 2 29 17 2002 865722.625780826 959040 0 0 0 0 0 0 74414.0261138014 399479.612517159 0 22818536.0976711 0 651958.174219174
2002-02-24 2 30 24 2002 823368.30764838 959040 0 0 0 0 0 0 76928.5021542226 631421.546242737 0 20377864.2323067 0 582224.69235162
2002-03-03 3 31 3 2002 473462.374112491 959040 0 1869.19087252569 0 0 0 0 56733.8714471216 295517.727920155 0 28701498.9060628 0 820042.825887509
2002-03-10 3 32 10 2002 142351.358303099 2037960 0 28622.1753546375 0 0 0 0 73344.6376411055 0 0 36818359.9593915 0 1051953.1416969
2002-03-17 3 33 17 2002 107871.770628817 2037960 0 17836.8371748992 0 0 0 0 64775.1110898086 0 0 34553121.0279914 0 987232.029371183
2002-03-24 3 34 24 2002 127639.748387992 2037960 0 23255.1379791193 0 0 0 0 68815.9769468157 0 0 30389217.3064203 0 868263.351612008
2002-03-31 3 35 31 2002 139986.91276351 2037960 0 0 4476.25280099294 0 0 0 41701.3646799356 376587.146531116 0 26485042.0532771 0 756715.48723649
2002-04-07 4 36 7 2002 163333.249162862 1918080 0 22264.7963607379 7084.60174283048 0 0 0 40621.2190859047 256444.290076293 0 23559530.7792998 0 673129.450837138
2002-04-14 4 37 14 2002 0 1734234.91223973 0 0 0 0 0 0 17481.1992086442 0 0 27195000 3364365.10601294 960845.08776027
2002-04-21 4 38 21 2002 0 1298277.94090229 0 0 0 0 0 0 0 0 0 25084500 11342377.6814881 1336502.05909771
2002-04-28 4 39 28 2002 0 1188226.89304947 0 0 0 0 0 0 6952.57055135108 0 0 22974000 13356311.8571947 1386253.10695053
2002-05-05 5 40 5 2002 0 1106723.30942386 0 29423.5662679803 0 2044.97908629169 0 0 50967.0172796364 0 0 24662400 7588840.40167918 1156356.69057614
2002-05-12 5 41 12 2002 0 955496.649156366 0 3779.18312090104 0 0 0 0 22200.160590105 0 0 26350800 10129448.2941731 1355823.35084363
2002-05-19 5 42 19 2002 0 1081932.27687476 0 5646.76387101071 0 0 0 0 40422.0726217661 0 0 28039200 8005329.74850403 1277627.72312524
2002-05-26 5 43 26 2002 0 1028560.96312396 0 0 0 0 0 0 0 0 0 29727600 8901967.81951742 1379239.03687604
2002-06-02 6 44 2 2002 0 903096.348839206 0 0 0 0 0 0 0 0 0 31416000 13762216.6743767 1552943.65116079
2002-06-09 6 45 9 2002 0 0 0 0 0 0 0 0 0 0 0 31111500 5040000 1433574.77051647
2002-06-16 6 46 16 2002 0 0 0 0 0 0 0 0 1499.98839934032 0 0 30807000 5040000 1388669.94562377
2002-06-23 6 47 23 2002 0 0 0 0 0 0 0 0 31284.3856012899 0 0 30502500 5040000 2039826.68278061
2002-06-30 6 48 30 2002 0 0 0 0 0 0 0 0 52913.4940538586 0 0 30198000 5040000 1863222.42235411
2002-07-07 7 49 7 2002 0 2110073.91135415 0 0 0 0 0 0 60374.8316899523 0 0 29599500 25720856.5707298 1732626.08864585
2002-07-14 7 50 14 2002 0 2214593.83232004 0 0 0 0 0 0 74366.2766592838 0 0 29001000 22689778.8627187 1611006.16767996
2002-07-21 7 51 21 2002 0 2089278.44704915 0 0 0 0 0 0 77779.5542763609 0 0 28402500 26323925.0355746 1719221.55295085
2002-07-28 7 52 28 2002 0 2514336.85806983 0 636.813184652419 0 0 0 0 79312.7885999835 0 0 27804000 13997231.1159749 1277063.14193017
2002-08-04 8 1 4 2002 0 74593.8236815091 0 29930.1378199103 0 0 0 0 82049.3660744732 0 0 30702000 16075569.1998441 1282126.17631849
2002-08-11 8 2 11 2002 0 121721.202908644 0 29925.364213081 0 953.027687368682 0 0 82154.9928290795 0 0 33600000 14204612.2445268 1317798.79709136
2002-08-18 8 3 18 2002 336879.699869223 479520 0 30518.1534754319 0 90114.898029752 0 0 82674.1804649377 0 0 24670712.5045772 0 704877.500130777
2002-08-25 8 4 25 2002 472269.145122631 479520 0 30289.5282022685 0 103527.326619646 0 0 83075.3330442354 0 0 22827183.9207079 0 652205.254877368
2002-09-01 9 5 1 2002 634262.706348327 479520 0 0 0 0 0 0 89782.1429520686 0 0 20052511.2778085 0 572928.893651673
2002-09-08 9 6 8 2002 669801.813197297 179820 0 0 0 0 0 0 90827.5071590704 0 0 20319130.5380946 0 580546.586802703
2002-09-15 9 7 15 2002 696368.660544529 179820 0 0 0 0 0 0 89714.495176349 0 0 20899778.8809415 0 597136.539455471
2002-09-22 9 8 22 2002 704037.835790194 179820 0 0 0 0 0.565279044031968 0 84924.4588360767 0 0 22141845.7473432 0 632624.164209806
2002-09-29 9 9 29 2002 731815.654148731 179820 0 0 0 0 4.85484225144 0 83873.8837334565 0 0 22680110.1047944 0 648003.145851269
2002-10-06 10 10 6 2002 658366.838827811 359640 0 0 0 0 7.82100700029878 0 82570.8356304185 0 0 26459209.0410266 0 755977.401172189
2002-10-13 10 11 13 2002 703415.359468425 359640 0 0 0 0 13.4022918187275 0 87111.8945403559 0 0 26090901.2186051 0 745454.320531576
2002-10-20 10 12 20 2002 728088.441574528 359640 0 0 0 0 16.9549256062935 0 84716.2458037392 0 0 26435733.7448915 0 755306.678425472
2002-10-27 10 13 27 2002 748490.693941655 359640 0 0 0 0 20.2910955824259 0 85368.080042717 0 0 26930045.3120421 0 769429.866058345
2002-11-03 11 14 3 2002 1220951.40311838 359640 0 0 0 2847.57398270258 0 0 86459.0307002439 1453557.93281093 0 11602310.8908568 0 331494.596881622
2002-11-10 11 15 10 2002 358785.546852574 3236760 0 0 0 0 0 0 84611.3436523216 0 0 40267627.8601599 0 1150503.65314743
2002-11-17 11 16 17 2002 773748.983387613 3236760 0 0 0 0 0 0 88444.1989174508 987394.577394064 0 24233419.5814335 0 692383.416612387
2002-11-24 11 17 24 2002 938127.667840329 3236760 0 0 0 0 0 0 81308.0020045019 1103182.36716115 0 16969677.6255885 0 484847.932159671
2002-12-01 12 18 1 2002 778994.070890478 3236760 0 0 0 0 0 0 81942.4258839259 867165.235246561 0 21028865.5188333 0 600824.729109523
2002-12-08 12 19 8 2002 409966.402480801 1817800.38 0 0 0 0 0 0 84478.4792922147 0 0 36965809.913172 0 1056165.9975192
2002-12-15 12 20 15 2002 557137.722043726 1811266.92 0 0 0 0 0 0 86117.3152405862 0 0 34835789.7284696 0 995308.277956274
2002-12-22 12 21 22 2002 868946.314189035 1804733.46 0 0 0 0 0 0 84676.2548831913 727556.505416567 0 26943465.0033838 0 769813.285810965
2002-12-29 12 22 29 2002 1133536.80646405 1438560 0 0 0 0 0 0 84291.2462645134 300333.762133232 0 20703773.7737584 0 591536.393535955
