"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "UpSnake" "MdlSnake"
1988-11-13 11 15 13 1988 18352336.6598046 5577066.95908472 1245092.44272952 701140.621224678 4769358.77793102 2814573.93189976 5649006.15397179 1867797.0125174 559411.12408 2577600 4242400
1988-11-20 11 16 20 1988 17956178.96 5495814.27 1231738.365 682381.737224678 4736130 2793186.51179976 5627955.27703695 1855678.5438474 656657.33288 2577600 4242400
1988-11-27 11 17 27 1988 17956178.96 5495814.27 1231738.365 657588.458564678 4710640 2771777.51050976 5560142.00444754 1846537.4613574 717817.76498 2577600 4242400
1988-12-04 12 18 4 1988 17956178.96 5495814.27 1023400 750000 3855100 2751225.40098976 6075291.86938922 1830158.1695174 845523.84531 2577600 4242400
1988-12-11 12 19 11 1988 17488887.9102303 5177322.58898506 930673.677078736 766683 3855100 2732431.93463976 5520179.07293622 1811537.0978604 909969.90997 2577600 4242400
1988-12-18 12 20 18 1988 16970796.39 4938259.271 873125.9714 773675.85787 3855100 2714201.84821976 4941796.28561322 1791941.3175184 961788.56868 2577600 4242400
1988-12-25 12 21 25 1988 16755218.01 4938259.271 873125.9714 771670.91225 3855100 2692057.87102976 4390155.16319022 1771566.2136734 1000166.15893 2577600 4242400
1989-01-01 1 22 1 1989 16510621.93 4938259.271 688400 816730 3855080 2666180 3921900 1752013.9125694 1025718.04878 2577600 4242400
1989-01-08 1 23 8 1989 16344021.0559617 4748049.8562769 688400 786576 3883368.02360729 2642576.1997776 3921900 1738792.0115494 1070044.47004 2578080 4242400
1989-01-15 1 24 15 1989 16149639.6450396 4515053.35422757 688400 756422 3896621.72805302 2616218.27542098 3921900 1725326.6809794 1113207.81194 2578560 4242400
1989-01-22 1 25 22 1989 15972791.39017 4315103.45819441 688400 726268 3903743.00828587 2587806.28248568 3921900 1712316.23948939 1144818.33221 2579040 4242400
1989-01-29 1 26 29 1989 15775626.0301121 4065184.87746331 688400 696114 3890902.52856665 2556792.67449365 3921900 1698979.04105939 1193267.53938 2579520 4242400
1989-02-05 2 27 5 1989 15573783.0625171 3827090.84028711 353400 665960 3869412.38361132 2525783.59317833 3921900 1690336.16444939 1170000 2580000 4242400
1989-02-12 2 28 12 1989 15401380.0842357 3320742.15977748 353400 621063 3840938.81844913 2490342.3787989 3921900 1682450.54206939 1132500 2542500 4205550
1989-02-19 2 29 19 1989 15271111.612965 2934449.57287033 353400 576165 3809386.19674109 2453602.40639565 3921900 1673627.89846939 1095000 2505000 4168700
1989-02-26 2 30 26 1989 15170558.1200039 2635253.74272374 353400 531268 3774906.97625115 2415953.25815313 3921900 1664618.97715939 1057500 2467500 4131850
1989-03-05 3 31 5 1989 15069420.8124566 2401991.95282209 353400 486370 3735375.44941001 2377981.77880595 3921900 1649508.17228939 1020000 2430000 4095000
1989-03-12 3 32 12 1989 14792447.0358487 1511890.77631738 333678.693862821 402130 3621081.01103212 2332741.28960964 3921900 1645306.65782939 995000 2400000 4072500
1989-03-19 3 33 19 1989 14535785.56 1188498.596 326876.7835 317890 3541290 2289620 3921900 1690929.22313939 970000 2370000 4050000
1989-03-26 3 34 26 1989 14375640.11 1188498.596 326876.7835 233650 3512340 2252480 3921900 1708379.56219939 945000 2340000 4027500
1989-04-02 4 35 2 1989 14263202.94 1188498.596 326876.7835 149410 3483380 2229667.45786 3921900 1776337.60171939 920000 2310000 4005000
