"date" "month" "week" "day" "year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "UpSnake" "MdlSnake" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLES" "BONNE"
1979-08-05 8 1 5 1979 220562.8041147 315987.441614699 345505.577326599 32116.0539 84800.1614608 695790.824054809 765992.722410809 10658.613405631 79149.4944 221167.80342 231086.483895021 225038.190834821 624742.058716289 1718285.9146637 2219357.15181616 2221748.56603616 2242901.78167216 2260448.53668516 2245899.32394016 2238143.48579616 60150.529411 131844.029541 406361.650361 428940.248274759 424494.479397459 12266.062550868 694190 692983.5337321 523485.724650559 521132.854986559 2678748.13714272 2654444.51686272 2734060.55670272 2819386.86099772
1979-08-12 8 2 12 1979 258468.41793414 344263.98163414 345831.10692424 34805.73431 78560.5548195 85778.2689652308 159272.061634631 7891.884781228 73687.632795 208767.520295 212400.472944216 215087.812242716 215504.174558026 724890.841956896 898643.420357034 900214.391887034 917906.287979034 933810.784263034 918788.886340134 911509.622716134 69004.022641 157358.499521 369987.810601 453289.035419783 446169.455550083 10697.868426054 694190 691708.9358642 526732.625818283 524127.748066283 1345342.73969242 1318045.83892242 1395862.48934242 1495240.74330842
1979-08-19 8 3 19 1979 246990.88324152 300852.296441521 309999.290697401 38554.72375 76827.5370598 80185.8352156198 158120.385392268 7335.946770941 72465.9741386 217739.6415976 221009.9256976 219999.2417416 219285.55697689 738038.612136559 809519.571039449 821337.693870449 833002.972978449 844249.280914449 826464.886721649 822068.386032649 77860.9267422 219518.5084022 589342.349372199 545474.75555049 529560.93682259 13486.193668206 744401.131440221 723192.212271411 552978.22658278 533201.15519678 1277893.03005943 1230975.70418543 1296613.08998543 1376266.36171243
1979-08-26 8 4 26 1979 246410.5664262 284455.7358262 358037.15164302 41262.27042 77515.0035647 80304.6380020596 168346.204955694 7567.467581124 69804.44987 204294.77753 206797.595138235 200286.451854335 198279.738999615 753521.858488329 858627.208301603 902966.683310603 912101.563974603 921495.355596603 900181.252183303 891662.109084303 61940.2281226 166658.7353026 449270.6340126 490672.778009133 484671.894237133 15985.442889989 737840.743655291 745825.762330791 627091.512091633 636186.927567633 1467257.90888194 1455801.35865794 1534429.36358394 1633740.85339994
1979-09-02 9 5 2 1979 210824.20729547 242409.319995471 253465.042819851 43134.30798 73880.4956619 91358.0880927204 184129.051401137 7769.061693645 66006.165959 188266.980369 194908.485019601 204743.580262901 240020.468756035 815472.364868223 915183.965606135 950919.210369135 966957.275711135 977383.369647135 964625.405439035 961693.852777035 52321.5523358 121767.2817158 378838.2668458 155008.718164312 148205.311295112 12355.793183071 304195.881212051 304528.770242822 235619.313634882 236385.283024882 1134739.64271192 1140524.86436692 1214082.04799692 1276184.80039292
1979-09-09 9 6 9 1979 162238.971357231 233164.27435723 339635.31672066 49237.03197 63202.0334475 84788.0017317302 217323.065887675 5710.801398973 52748.238538 136553.030468 146304.734682337 163122.689170917 195030.322533655 707569.66148079 872968.237682754 927417.177569754 917276.566176854 921015.756164854 888961.595621454 881427.314994454 46163.0958395 91524.2246595 370803.3260295 368824.632754949 365259.183308149 6707.844854143 489286.851924301 491872.336566921 435008.957525369 437057.685276469 1276005.95308092 1277994.61070792 1343835.69008392 1314708.74995982
1979-09-16 9 7 16 1979 172005.149925553 241544.271325552 406064.760897972 40676.75485 52311.7905573 71796.9847854534 156547.352623464 4296.931331194 52095.170372 113779.354212 121484.520994057 136117.744898257 173092.308830532 752781.979344594 940913.391981646 959971.721144646 975783.345075646 989044.380287646 983267.657822246 984953.801034246 42696.530801 86385.1213810001 348819.911871 346529.547649441 342381.328615641 5293.241874755 439061.347413381 439019.503528131 376772.724456391 376453.123305391 1371016.82406964 1401392.81168964 1458325.85766964 1432024.10337464
1979-09-23 9 8 23 1979 123159.310889731 203228.53564221 193685.94121451 14220.25377 42556.6894146 67978.7294167838 112175.203804047 3153.728757283 51306.94681 104675.19955 111618.170631285 125257.029530085 165153.261446436 642369.285157542 848606.137544298 852047.057888298 880839.716181298 897056.474995298 906621.972598898 914878.451102898 40609.285495 88925.858225 338860.749725 336628.368645253 333091.612640153 4424.966813084 421302.326401861 420891.114389671 357358.202923963 356617.700787963 1328722.66611086 1390597.67868086 1451160.22730086 1434733.29401886
1979-09-30 9 9 30 1979 137388.996993 217052.678790102 206551.579959982 26099.59109 41610.8665389 72258.3420611378 113535.862772929 2603.032193214 52817.050119 116971.431909 123392.409368298 135084.589966098 177582.983230912 611486.589204159 916489.251052918 912144.946205918 919420.098798918 925222.140582918 917980.516145818 916159.656600818 44639.514608 107385.706058 367633.498458 364576.245338485 358182.021057785 4338.246643757 443303.236884982 438323.106404042 370269.929730845 367163.582372045 1264217.24423286 1292204.83239286 1340749.86623486 1324047.12231186
1979-10-07 10 10 7 1979 69678.39144892 231271.031023107 295314.549393907 16901.72777 39487.151487701 68110.8241229338 114233.466567192 2188.168752091 54004.818833 132336.469618 136819.080778 162166.81311084 172150.776560421 1021558.17808456 1297170.58039047 1301014.82976947 1296272.50609947 1296754.69363747 1282993.61214527 1276636.09534907 37587.4392724 118257.0959964 321120.5632584 321077.040565416 320990.429698804 6167.475052866 475609.192788043 478477.172393803 399811.864427064 402245.383278674 1663324.84416774 1704900.68500274 1781343.34082574 1747132.46614374
1979-10-14 10 11 14 1979 58003.07952 245752.334388206 264920.180917266 8848.52268 35109.299275996 79883.0272085115 115000.96865601 1964.158966361 53516.98663655 131630.61982027 135963.63508027 160366.39069327 169996.6151311 1070773.25572916 1276805.9434232 1284719.2784392 1296046.6723021 1302065.1449851 1300246.3337476 1300392.3043929 35957.126686746 107623.641320746 285247.961790145 284623.901590145 283324.390320836 5944.370650778 424337.114779017 424726.359861283 347954.900202072 349615.943017692 1680521.75735959 1750598.29223939 1835785.43740399 1817527.24233699
1979-10-21 10 12 21 1979 60265.37842 251280.872467006 294546.221802916 20019.08208 41977.93009 88468.8876724092 128409.26344536 3880.157884 51546.32874 132988.231989369 137728.351789369 157290.327488059 165552.000625889 936442.252253977 1219516.39461339 1230457.73875699 1221244.57352469 1220656.20871679 1205160.01387789 1200947.50593439 52517.84329037 139970.295118953 338516.901486268 336784.177586268 330857.095033869 19478.5432 490304.576632602 475999.077014868 390408.792978925 380610.303069155 1564025.66536954 1608165.15229974 1695060.59709093 1674153.21852823
1979-10-28 10 13 28 1979 58776.65539 223544.680135463 279990.263285463 21925.41781 49508.28954 90517.7389552803 136332.159574296 6585.71038 49942.98755 144045.25662 153265.92632 188374.77422471 201074.16056254 735991.034944085 880414.142733146 927922.570974246 928210.805780666 935511.538126266 917650.075559066 915283.069808266 68454.95545 194979.613772272 533147.567418992 533765.309118992 530206.866918992 33851.59464 742944.007845142 736234.158727408 636884.517214748 631708.510318238 1533288.2221505 1581073.7705344 1715288.87515978 1671814.87825067
1979-11-04 11 14 4 1979 66887.85891 51387.46187 136402.02669 15961.9713 44465.08328 23908.5375011772 68984.4428311772 4084.072109 54363.7017 158020.31091 162864.72641 199894.79274542 211397.096706584 509812.433880475 506772.712340629 560808.641192909 563794.916096219 574324.620548119 555879.440449379 546123.365314959 44046.28045 128885.8522 337120.3664145 337923.0892145 338607.9080145 16931.67733 569485.20013962 580862.225736104 515112.079449174 526165.068244397 1221672.14956316 1256437.45887666 1359724.37890037 1373994.26750592
1979-11-11 11 15 11 1979 61309.63178 45467.9592277823 55671.6301977823 7313.046562 28107.85466 56954.4768599997 204278.170566536 2933.892743 54667.82275 150032.22215 148356.71755 170695.06118542 177431.481746584 1064474.7431469 1146162.4907481 1165391.04547824 1180815.51068155 1194332.31783345 1196582.36923471 1199430.74850029 40686.31593 101058.0743 285563.9929 285610.9309 284536.8633 8085.29446 474673.023049461 471914.219345945 399149.356904674 397272.593799897 1843828.10820399 1929243.32451749 2039174.33354121 2130838.76814676
1979-11-18 11 16 18 1979 59782.10029 34870.56962 37710.44875 6455.044723 25120.61127 52028.5837700002 69386.2838600003 2851.127048 53536.26803 144911.39198 142904.09748 163041.40041542 172780.161561164 397052.878348164 546628.38954081 555944.85257095 559363.95387426 565726.18422616 557914.21302742 553494.075993 37325.32687 84442.41684 249099.402 249566.7714 249752.2202 7122.517717 426579.48463812 424333.853134604 356532.417347674 355661.754542897 1037419.8447397 1061817.6250532 1129048.58237692 1172909.30908247
1979-11-25 11 17 25 1979 59049.59117 35036.28859 39703.59335 6837.669724 24356.61269 52633.1540499999 71288.1172499999 3082.468567 54333.09046 147734.08344 146173.92794 167129.12697542 173088.691536584 403133.570574584 562051.30286181 564994.14649195 563354.37139526 567354.83094716 556546.71784842 553112.702414 35183.20845 85662.0682799998 248297.2286 248478.0743 247799.0241 10056.07944 454813.84731512 452087.765911604 389340.497524674 386792.169519897 1058317.7160377 1117453.1186512 1198310.01757492 1229273.19258047
1979-12-02 12 18 2 1979 54369.83636 37397.24424 43319.68985 6426.855 23910.54653 881397.2417 1109364.33626 3107.055855 54122.5349 146688.09277 146776.45717 156747.59589542 171074.293155972 794846.36539862 969089.81126501 971445.41958429 975943.58390372 981524.56420492 974981.86494697 971866 33551.01014 76668.0708299999 246825.3248 247061.7534 249400.3663 6618.718301 407241.800527667 406641.809800863 342922.259831383 343022.333651749 1410475.66799305 1451551.12620833 1507936.43349658 1540617.29343548
1979-12-09 12 19 9 1979 45619.90837 42463.23084 71171.62322 15034.70242 37638.25231 47214.2023599999 234687.36824 9936.005136 57726.93185 185107.17881 192609.09061 164449.75803542 164100.668555972 962281.401820772 1600937.50413501 1607013.04925429 1605226.03137372 1609757.85867492 1596007.49461697 1593924.38277 42491.21872 86395.6091499998 345641.5322 344774.5038 352272.0169 48044.1363 478077.286628667 467837.082501863 422429.596832383 411647.631652749 2042115.77266405 2117650.65317933 2205786.69616758 2212515.59310648
1979-12-16 12 20 16 1979 46125.57584 43056.25272 81028.07148 18673.74673 48515.21917 60892.6395899999 116415.1578 8931.533226 53549.77842 173372.12516 182953.76966 169672.75218542 170953.445541392 462548.589766192 938263.76057501 955439.897394291 964086.50461372 977685.037614921 964364.03725697 1000760.43821 38577.11548 79935.2033500001 315738.7477 316998.0017 329801.0967 26948.67592 493078.574608667 498862.494681863 453859.788112383 461234.996332749 1500056.73788405 1558660.80669933 1608650.41868758 1629551.15462648
1979-12-23 12 21 23 1979 44394.45638 42949.3651513571 64194.2688313571 12846.66323 38411.54978 48836.4078457217 91292.8613857217 12355.93639 52687.06647 164917.48293 172532.04813 157240.16915542 166297.178155972 436082.851768996 881417.287342958 902025.465362238 931599.344781669 969239.441882869 962310.697824918 984065.973977948 40816.16482 76439.9281600001 289574.0569 289670.0313 299153.0374 41170.68296 454517.486434257 449010.213107453 389766.168272383 385801.084992749 1493252.526812 1525826.45362728 1574376.59361553 1631056.76955443
1979-12-30 12 22 30 1979 43763.85758 57323.6561038097 75469.9354738097 7144.248014 27146.33328 41898.8361595639 81166.3395995639 8352.339517 53907.49554 163039.67046 172806.52296 172911.54878542 174651.115441392 474246.474403325 937653.3525244 951737.15574368 973383.53116311 994966.98996431 990157.09480636 1005832.04315939 37383.7547 79775.8844599999 306671.6403 307028.0343 316942.4547 25290.19306 452576.761776658 453082.135149854 396660.015372383 398473.247692749 1481683.37809344 1530169.85590872 1568229.58989697 1602861.95083587
1980-01-06 1 23 6 1980 40611.73982 484046.798744586 512787.453544586 7612.983045 33264.86932 29325.7765258901 242971.211030299 8078.556289 55300.56617 131180.3088 130897.8305 155543.94353776 186054.889719937 1151714.5749929 1529355.88478772 1543982.05907729 1551454.80708777 1576170.84876197 1580543.89123646 1584570.49138405 36007.4973 74591.7887599999 242126.0444 292279.378 298486.178 21773.78486 460883.967013573 465774.125638805 413422.265548874 415614.485409219 2129151.06090817 2219215.73459499 2297287.92118364 2376038.96691834
1980-01-13 1 24 13 1980 39759.23317 444999.641945378 475074.400225378 7011.134098 32680.89536 33838.409748658 57803.30425407 7807.927094 55286.41552 123747.38377 122099.96825 149434.88117776 186848.356903244 975995.993730666 1303180.90296507 1315279.94175464 1317436.16976512 1340269.79543932 1342604.37551381 1340973.9354614 35771.75209 76847.5049800001 238160.6202 287965.4425 292625.5312 17299.64187 450933.7663002 455181.887925432 401395.539438874 402785.285599219 1854408.27587552 1927956.85096234 2001520.96395099 2066229.80068569
1980-01-20 1 25 20 1980 39250.79895 520318.741817116 549776.870237116 5835.674655 31154.97607 57649.2646288398 84766.6252826309 7232.254954 54766.96941 121539.70341 119965.03553 146224.52401776 198455.303042747 1122512.1394078 1154612.19144089 1164765.99733046 1164543.07974094 1185749.11871514 1186695.00988963 1182254.37503722 38226.16269 137385.4809 469465.1226 517033.9827 518421.3711 16639.54068 660018.182043723 642370.640768955 547892.470728874 528414.505289219 1823884.35614134 2002101.62042816 2260632.4440168 2300317.2897515
